,ghi,t_air,e,tp,windspeed
2022-01-01 00:00:00,0.0,12.426422,-0.0027627684,0.0,1.6405334
2022-01-01 01:00:00,0.0,11.633209,-0.0022626482,0.0,1.6609228
2022-01-01 02:00:00,0.0,11.225983,-0.002000248,0.0,1.5730957
2022-01-01 03:00:00,0.0,10.893707,-0.001662178,0.0,1.3915828
2022-01-01 04:00:00,0.0,10.251617,-0.0013727695,0.0,1.2074517
2022-01-01 05:00:00,0.0,9.695221,-0.0011550728,0.0,1.1317331
2022-01-01 06:00:00,0.0,9.794586,-0.0012121163,0.0,1.4002303
2022-01-01 07:00:00,0.0,9.349518,-0.0018179417,0.0,1.7257688
2022-01-01 08:00:00,7.4311113,10.141022,-0.002673827,0.0,1.910671
2022-01-01 09:00:00,129.97333,13.5086975,-0.012678327,0.0,2.6713848
2022-01-01 10:00:00,308.96,18.416168,-0.0358494,0.0,2.1276553
2022-01-01 11:00:00,460.94223,21.28946,-0.06388337,0.0,2.2328777
2022-01-01 12:00:00,561.7778,23.590729,-0.087623484,0.0,1.7919047
2022-01-01 13:00:00,600.64,24.87027,-0.10235398,0.0,1.1767362
2022-01-01 14:00:00,573.7244,25.639801,-0.10279287,0.0,0.74418527
2022-01-01 15:00:00,483.43112,25.92276,-0.0918929,0.0,1.4961472
2022-01-01 16:00:00,339.52,25.952057,-0.07068715,0.0,2.2075534
2022-01-01 17:00:00,162.52444,23.339264,-0.038650118,0.0,2.0860436
2022-01-01 18:00:00,18.275555,18.704498,-0.013290206,0.0,2.7381063
2022-01-01 19:00:00,0.0,16.959137,-0.0082356855,0.0,2.6553357
2022-01-01 20:00:00,0.0,14.693756,-0.0064510386,0.0,2.9193804
2022-01-01 21:00:00,0.0,14.333893,-0.0039271545,0.0,3.3963373
2022-01-01 22:00:00,0.0,14.834869,-0.0014915131,0.0,2.9937963
2022-01-01 23:00:00,0.0,17.121735,-0.00059674494,0.0,1.958649
2022-01-02 00:00:00,0.0,16.91983,-0.00033830293,0.0,1.4039286
2022-01-02 01:00:00,0.0,15.937164,-0.00032084063,0.0,1.4292835
2022-01-02 02:00:00,0.0,13.82193,-0.00024726614,0.0,1.7519733
2022-01-02 03:00:00,0.0,13.374176,-0.00012828968,0.0,1.9168658
2022-01-02 04:00:00,0.0,13.15567,8.381903e-06,0.0,1.9642283
2022-01-02 05:00:00,0.0,12.334869,7.566996e-05,0.0,2.130825
2022-01-02 06:00:00,0.0,10.704742,0.00014016405,0.0,2.7092073
2022-01-02 07:00:00,0.0,9.360748,0.00042421743,0.0,2.8009365
2022-01-02 08:00:00,7.36,10.075836,-0.00047544017,0.0,2.0744345
2022-01-02 09:00:00,130.52444,14.003082,-0.009792391,0.0,2.8551397
2022-01-02 10:00:00,312.85333,17.602692,-0.02804771,0.0,1.939352
2022-01-02 11:00:00,464.3911,19.96817,-0.047732376,0.0,1.6774869
2022-01-02 12:00:00,565.2622,21.64444,-0.064499445,0.0,1.4136854
2022-01-02 13:00:00,604.3555,22.6315,-0.074807785,0.0,1.5582962
2022-01-02 14:00:00,578.13336,24.475006,-0.076279506,0.0,2.015838
2022-01-02 15:00:00,487.80444,24.66983,-0.068534166,0.0,2.4707568
2022-01-02 16:00:00,343.8578,24.044342,-0.052937537,0.0,2.953908
2022-01-02 17:00:00,166.08,21.807037,-0.03072503,0.0,2.3477864
2022-01-02 18:00:00,19.413334,17.721588,-0.011240365,0.0,2.4780786
2022-01-02 19:00:00,0.0,16.365631,-0.007563969,0.0,2.460999
2022-01-02 20:00:00,0.0,14.809235,-0.0040137675,0.0,2.8573987
2022-01-02 21:00:00,0.0,13.2274475,-0.000805594,0.0,2.657377
2022-01-02 22:00:00,0.0,14.014557,0.0010728836,0.0,2.1950462
2022-01-02 23:00:00,0.0,14.614899,0.0016405247,0.0,1.6002101
2022-01-03 00:00:00,0.0,14.707184,0.0015895348,0.0,0.8258338
2022-01-03 01:00:00,0.0,14.436432,0.0022840686,0.0,0.49731117
2022-01-03 02:00:00,0.0,11.274078,0.0034074765,0.0,1.1133318
2022-01-03 03:00:00,0.0,9.6527405,0.0038833823,0.0,1.7022642
2022-01-03 04:00:00,0.0,9.402985,0.003468478,0.0,1.5804142
2022-01-03 05:00:00,0.0,8.694244,0.0020831358,0.0,1.5340477
2022-01-03 06:00:00,0.0,8.712311,0.0012188684,0.0,1.4348985
2022-01-03 07:00:00,0.0,8.570465,0.00025122426,0.0,1.5590686
2022-01-03 08:00:00,7.022222,9.224762,0.0004437752,0.0,1.4242365
