,ghi,t_air,e,tp,windspeed
2022-01-01 00:00:00,0.0,17.166656,-0.012657139,0.006198883,2.4735825
2022-01-01 01:00:00,0.0,17.254303,-0.009743031,0.009536743,1.7241657
2022-01-01 02:00:00,0.0,17.063873,-0.008228933,0.0014305115,1.7768465
2022-01-01 03:00:00,0.0,17.952301,-0.009798212,0.0009536743,1.902737
2022-01-01 04:00:00,16.248888,17.487946,-0.00843592,0.00047683716,2.2910743
2022-01-01 05:00:00,121.386665,19.177643,-0.07223361,0.005722046,2.0104387
2022-01-01 06:00:00,279.84,19.681305,-0.16491628,0.049114227,2.0207036
2022-01-01 07:00:00,561.88446,19.595612,-0.31289458,0.0,2.8211606
2022-01-01 08:00:00,697.5467,23.389069,-0.42109844,0.0009536743,3.4372058
2022-01-01 09:00:00,747.6445,23.661041,-0.47512096,0.0042915344,3.7126634
2022-01-01 10:00:00,796.26666,26.177887,-0.53700525,0.0019073486,4.0543346
2022-01-01 11:00:00,716.33777,25.975006,-0.5004278,0.0009536743,3.7819655
2022-01-01 12:00:00,987.1644,26.789948,-0.6650435,0.00047683716,3.7676878
2022-01-01 13:00:00,871.4489,27.178864,-0.60848683,0.0,3.8754835
2022-01-01 14:00:00,682.4889,28.139801,-0.5013095,0.0042915344,3.7727442
2022-01-01 15:00:00,474.4178,28.014557,-0.3756408,0.0019073486,3.395162
2022-01-01 16:00:00,229.86667,27.504791,-0.19344291,0.50115585,2.3174706
2022-01-01 17:00:00,42.986668,23.946686,-0.03906735,0.0052452087,2.3522727
2022-01-01 18:00:00,0.0,23.393951,-0.019340077,0.032424927,0.90239036
2022-01-01 19:00:00,0.0,23.757965,-0.0025136396,0.0,0.73166937
2022-01-01 20:00:00,0.0,21.795319,-0.0054377597,0.0,1.65494
2022-01-01 21:00:00,0.0,21.171783,-0.009977026,0.0,2.0313225
2022-01-01 22:00:00,0.0,19.737213,-0.006945338,0.0,1.9082929
2022-01-01 23:00:00,0.0,19.692047,-0.0051565003,0.0,1.8968885
2022-01-02 00:00:00,0.0,19.624908,-0.003497349,0.0,1.8672589
2022-01-02 01:00:00,0.0,19.810211,-0.0020791776,0.0,1.8911427
2022-01-02 02:00:00,0.0,19.560211,0.000110361725,0.0,1.9520735
2022-01-02 03:00:00,0.0,19.544098,0.0015406404,0.0,1.7806706
2022-01-02 04:00:00,21.671112,19.458405,-0.0038361177,0.0,1.7970924
2022-01-02 05:00:00,188.99556,24.508698,-0.071449906,0.0,1.6705198
