datetime,drinking_water_demand,service_water_demand,electricity_demand,cooking_energy_demand
02/01/2018 14:00,0,6.734579333,59.76034108,0
02/01/2018 15:00,0,13.097987,61.03200282,0
02/01/2018 16:00,0.00012,10.14253467,51.28108022,8.339627367
02/01/2018 17:00,0.025119,9.454351333,47.16441497,135.7675001
02/01/2018 18:00,0.0126,0,46.22509262,293.874597
02/01/2018 19:00,0.0126,0,62.48709797,130.6142418
02/01/2018 20:00,0.0126,0,70.14999563,8.832580583
02/01/2018 21:00,0.0126,0,66.29633402,0
02/01/2018 22:00,0.0126,0,56.44693422,0
02/01/2018 23:00,0,0,21.25251248,0
03/01/2018 00:00,0,0,8.740259,0
03/01/2018 01:00,0,0,26.8885931,0
03/01/2018 02:00,0,0,34.89693682,0
03/01/2018 03:00,0,0,46.64691943,0
03/01/2018 04:00,0,0,51.2631851,0.00000035
03/01/2018 05:00,3.512521,0,58.17744315,0.048000867
03/01/2018 06:00,3.662515,0,60.1545114,0.11100015
03/01/2018 07:00,4.379172667,5.751594,56.54142883,0.021000783
03/01/2018 08:00,3.76251,10.25906833,53.95023303,0
03/01/2018 09:00,0,10.43522667,56.56356663,6.91034475
03/01/2018 10:00,4.312624,0,52.71106988,131.6612048
03/01/2018 11:00,4.170963333,0,52.5869029,298.0189128
03/01/2018 12:00,4.862501,0,55.72356218,130.835212
03/01/2018 13:00,0,0,56.23607632,6.847009183
03/01/2018 14:00,0,7.258000667,62.90534645,0
03/01/2018 15:00,0,11.78723467,67.15449988,0
03/01/2018 16:00,0.00012,10.78476067,56.0360847,9.47241395
03/01/2018 17:00,0.025119,10.01281767,48.78025235,157.3226292
03/01/2018 18:00,0.0126,0,48.75642313,295.5676295
03/01/2018 19:00,0.0126,0,59.37235753,108.5995823
03/01/2018 20:00,0.0126,0,66.73233642,4.723815033
03/01/2018 21:00,0.0126,0,62.35635005,0
03/01/2018 22:00,0.0126,0,48.26353978,0
03/01/2018 23:00,0,0,22.39635337,0
04/01/2018 00:00,0,0,6.178590117,0
04/01/2018 01:00,0,0,25.07776077,0
04/01/2018 02:00,0,0,36.4844353,0
04/01/2018 03:00,0,0,49.34941957,0
04/01/2018 04:00,0,0,52.7786912,0.0000002
04/01/2018 05:00,3.645848333,0,58.67872047,0.067000883
04/01/2018 06:00,4.929157667,0,63.13535328,0.1080002
04/01/2018 07:00,2.945866333,8.601990333,57.17268092,0.017001367
04/01/2018 08:00,5.229157667,10.99416333,51.88940687,0.0000006
04/01/2018 09:00,0,7.760539667,45.96608162,6.246297183
04/01/2018 10:00,3.879302667,0,49.12108338,126.8248582
04/01/2018 11:00,3.379304667,0,45.8244186,292.1749143
04/01/2018 12:00,4.629170667,0,48.92774523,142.4984655
04/01/2018 13:00,0,0,52.62774997,7.9805905
04/01/2018 14:00,0,8.390239667,63.8028483,0
04/01/2018 15:00,0,11.09399733,72.09531033,0
04/01/2018 16:00,0.025119,10.92733067,55.22106755,5.934294817
04/01/2018 17:00,0.025119,8.203813,53.51856765,124.133474
04/01/2018 18:00,0.0126,0,52.5299937,299.8160277
04/01/2018 19:00,0.0126,0,63.02601527,141.7657857
04/01/2018 20:00,0.0126,0,68.6203366,6.660479117
04/01/2018 21:00,0.0126,0,63.80508175,0
04/01/2018 22:00,0.0126,0,51.7445173,0
04/01/2018 23:00,0,0,20.6565144,0
05/01/2018 00:00,0,0,8.160265983,0
05/01/2018 01:00,0,0,26.38194125,0
05/01/2018 02:00,0,0,38.60943498,0
05/01/2018 03:00,0,0,41.39943193,0
05/01/2018 04:00,0,0,43.46212085,4.33333E-07
05/01/2018 05:00,3.545851333,0,53.68454773,0.0560009
05/01/2018 06:00,5.079158667,0,54.08361258,0.115000083
05/01/2018 07:00,4.079176667,8.359496333,51.83168292,0.00900185
05/01/2018 08:00,4.495834333,10.10336,49.96190712,4.33333E-07
05/01/2018 09:00,0,8.127068333,47.69440432,6.480591933
05/01/2018 10:00,3.687635,0,52.30606862,120.3430865
05/01/2018 11:00,4.237634,0,49.90941192,293.8001139
05/01/2018 12:00,3.512518,0,50.43107767,143.0377171
05/01/2018 13:00,0,0,49.803584,10.22094437
05/01/2018 14:00,0,7.141643,59.62785402,0
05/01/2018 15:00,0,8.218657,62.9261648,0
05/01/2018 16:00,0.025119,10.650695,55.03941095,5.4894454
05/01/2018 17:00,0.025119,13.18952767,55.23773472,123.814528
05/01/2018 18:00,0.0126,0,56.11089988,309.1607225
05/01/2018 19:00,0.0126,0,66.21808767,132.9158884
05/01/2018 20:00,0.0126,0,71.9991626,3.895910533
05/01/2018 21:00,0.0126,0,64.94148812,0
05/01/2018 22:00,0.0126,0,54.81467495,0
05/01/2018 23:00,0,0,22.35342333,0
06/01/2018 00:00,0,0,7.26526405,0
06/01/2018 01:00,0,0,19.76194837,0
06/01/2018 02:00,0,0,30.82195045,0
06/01/2018 03:00,0,0,37.3594391,0
06/01/2018 04:00,0,0,42.84962078,0.0000006
06/01/2018 05:00,3.212527,0,49.92156397,0.034001433
06/01/2018 06:00,4.512501,0,52.79595583,0.12
06/01/2018 07:00,3.945847333,8.982851667,52.87069215,0.028001433
06/01/2018 08:00,4.345841333,11.33134833,52.34274228,0.00000005
06/01/2018 09:00,0,10.698243,52.7110793,7.894306967
06/01/2018 10:00,4.337621,0,47.2060882,140.9503662
06/01/2018 11:00,4.645955333,0,44.36443102,298.284346
06/01/2018 12:00,3.612516,0,47.92524938,122.4985547
06/01/2018 13:00,0,0,47.85858298,5.574190083
06/01/2018 14:00,0,8.367132333,62.0211629,0
06/01/2018 15:00,0,9.57355,71.31280573,0
06/01/2018 16:00,0.050118,9.805942,61.97689258,8.6272121
06/01/2018 17:00,0.025119,7.895414667,64.39354867,135.1515838
06/01/2018 18:00,0.0126,0,64.36131725,297.8755627
06/01/2018 19:00,0.0126,0,76.2419065,127.28043
06/01/2018 20:00,0.0126,0,77.14456227,6.71462995
06/01/2018 21:00,0.0126,0,72.85964375,0
06/01/2018 22:00,0.0126,0,60.52592157,0
06/01/2018 23:00,0,0,21.51484892,0
07/01/2018 00:00,0,0,0,0
07/01/2018 01:00,0,0,0,0
07/01/2018 02:00,0,0,0,0
07/01/2018 03:00,0,0,0,0
07/01/2018 04:00,0,0,0,8.33333E-07
07/01/2018 05:00,3.345861333,0,0,0.043001283
07/01/2018 06:00,4.345837333,0,0,0.073000783
07/01/2018 07:00,4.095848333,9.011069,0,0.060000967
07/01/2018 08:00,3.962506,10.663251,0,0.004000217
07/01/2018 09:00,0,8.087840667,0,7.190010083
07/01/2018 10:00,3.237649,0,0,129.0316076
07/01/2018 11:00,4.845951333,0,0,293.2236816
07/01/2018 12:00,4.829153667,0,0,138.8922393
07/01/2018 13:00,0,0,0,7.582381317
07/01/2018 14:00,0,7.990537667,0,0
07/01/2018 15:00,0,10.693258,0,0
07/01/2018 16:00,0.00012,10.17998667,0,7.40156325
07/01/2018 17:00,0.025119,8.977853667,0,134.5085203
07/01/2018 18:00,0.0126,0,0,293.7332475
07/01/2018 19:00,0.0126,0,0,134.5220249
07/01/2018 20:00,0.0126,0,0,7.246295933
07/01/2018 21:00,0.0126,0,0,0
07/01/2018 22:00,0.0126,0,0,0
07/01/2018 23:00,0,0,0,0
08/01/2018 00:00,0,0,6.115252867,0
08/01/2018 01:00,0,0,20.88109953,0
08/01/2018 02:00,0,0,33.1494419,0
08/01/2018 03:00,0,0,38.4219302,0
08/01/2018 04:00,0,0,43.88012788,0
08/01/2018 05:00,4.479171667,0,45.28973317,0.0250009
08/01/2018 06:00,3.745848333,0,48.10245717,0.104000267
08/01/2018 07:00,4.312503,7.167923667,48.47552452,0.051000833
08/01/2018 08:00,4.495834333,11.18913433,49.92941568,6.66667E-08
08/01/2018 09:00,0,7.902200333,53.84773733,5.839896267
08/01/2018 10:00,3.745976333,0,54.62440502,121.9742742
08/01/2018 11:00,3.837634,0,51.21524265,301.174445
08/01/2018 12:00,3.995841333,0,54.0394087,135.4309526
08/01/2018 13:00,0,0,56.25024883,10.2436311
08/01/2018 14:00,0,9.106856333,66.24117593,0
08/01/2018 15:00,0,11.00743567,70.13198803,0
08/01/2018 16:00,0.025119,10.66984967,59.37940855,7.417728183
08/01/2018 17:00,0.050118,8.212965667,56.66440377,125.7739952
08/01/2018 18:00,0.0126,0,56.10039242,303.1911441
08/01/2018 19:00,0.0126,0,69.13234438,134.0020386
08/01/2018 20:00,0.0126,0,79.00906067,5.7857301
08/01/2018 21:00,0.0126,0,71.68231145,0
08/01/2018 22:00,0.0126,0,57.39243055,0
08/01/2018 23:00,0,0,25.57267313,0
09/01/2018 00:00,0,0,7.296090467,0
09/01/2018 01:00,0,0,23.64859303,0
09/01/2018 02:00,0,0,32.1327778,0
09/01/2018 03:00,0,0,39.78360125,0
09/01/2018 04:00,0,0,42.67103838,0
09/01/2018 05:00,3.829182667,0,46.52805012,0.01200125
09/01/2018 06:00,2.629203667,0,47.66194943,0.116000067
09/01/2018 07:00,4.112509,7.307197333,41.99811897,0.0540011
09/01/2018 08:00,4.579161667,8.588648,46.95441575,5.33333E-07
09/01/2018 09:00,0,10.05676133,51.11523902,9.494559917
09/01/2018 10:00,4.387627,0,50.07523243,137.0860844
09/01/2018 11:00,4.254292667,0,50.86940305,284.6727358
09/01/2018 12:00,4.845831333,0,56.41856662,133.8213225
09/01/2018 13:00,0,0,56.29190903,10.11137788
09/01/2018 14:00,0,7.577162333,69.45366877,0
09/01/2018 15:00,0,11.77641733,72.9178143,0
09/01/2018 16:00,0.025119,11.05481967,58.62274,4.590689217
09/01/2018 17:00,0.025119,9.982672667,56.35940242,130.2928091
09/01/2018 18:00,0.0126,0,57.39290033,295.4219144
09/01/2018 19:00,0.0126,0,61.19643955,137.1203148
09/01/2018 20:00,0.0126,0,75.84314938,7.932693617
09/01/2018 21:00,0.0126,0,72.86548037,0
09/01/2018 22:00,0.0126,0,56.89168048,0
09/01/2018 23:00,0,0,20.84484545,0
10/01/2018 00:00,0,0,10.10359712,0
10/01/2018 01:00,0,0,27.43360097,0
10/01/2018 02:00,0,0,33.25527965,0
10/01/2018 03:00,0,0,38.365267,0
10/01/2018 04:00,0,0,42.9277064,0.00000035
10/01/2018 05:00,4.895826333,0,55.29488228,1.86667E-06
10/01/2018 06:00,4.145845333,0,50.85394912,0.104000267
10/01/2018 07:00,2.995865333,7.573941,49.55251277,0.076000383
10/01/2018 08:00,3.645848333,10.46409633,55.65022645,0
10/01/2018 09:00,0,9.515006667,56.32523907,7.62122635
10/01/2018 10:00,4.612623,0,56.86523358,121.8579916
10/01/2018 11:00,4.579284667,0,54.25356098,303.0522253
10/01/2018 12:00,3.762515,0,47.61107707,135.7597186
10/01/2018 13:00,0,0,49.51275142,6.442011183
10/01/2018 14:00,0,8.520283667,59.93784675,0
10/01/2018 15:00,0,11.46403133,63.80616085,0
10/01/2018 16:00,0.00012,10.208459,57.43523587,7.0034782
10/01/2018 17:00,0.050118,7.645509667,53.74607283,129.1780719
10/01/2018 18:00,0.0126,0,52.8176581,293.9608319
10/01/2018 19:00,0.0126,0,63.9248472,139.0738748
10/01/2018 20:00,0.0126,0,74.10115485,7.4404808
10/01/2018 21:00,0.0126,0,71.20473948,0
10/01/2018 22:00,0.0126,0,58.58993898,0
10/01/2018 23:00,0,0,22.80266525,0
11/01/2018 00:00,0,0,7.294413333,0
11/01/2018 01:00,0,0,19.88694173,0
11/01/2018 02:00,0,0,35.20278008,0
11/01/2018 03:00,0,0,45.29359353,0
11/01/2018 04:00,0,0,49.57836003,0.003000083
11/01/2018 05:00,4.06251,0,56.7451248,0.060000983
11/01/2018 06:00,3.629179667,0,57.81544108,0.0840006
11/01/2018 07:00,4.495836333,8.422918667,57.31367847,0.03300145
11/01/2018 08:00,3.479188667,8.147756667,58.2735604,3.16667E-07
11/01/2018 09:00,0,7.188986,60.92022603,6.215497183
11/01/2018 10:00,4.629289667,0,56.80189617,125.9285081
11/01/2018 11:00,3.970971333,0,51.62274725,302.0769095
11/01/2018 12:00,4.345833333,0,50.54524888,133.3288376
11/01/2018 13:00,0,0,49.88525743,7.355198767
11/01/2018 14:00,0,7.690555667,62.03867852,0
11/01/2018 15:00,0,13.75107133,68.6486512,0
11/01/2018 16:00,0.050118,12.802809,55.93774282,8.12029825
11/01/2018 17:00,0.025119,7.993793,54.24440402,122.9972977
11/01/2018 18:00,0.0126,0,58.4011416,282.4393521
11/01/2018 19:00,0.0126,0,59.7605134,152.2713488
11/01/2018 20:00,0.0126,0,67.21708658,9.56567885
11/01/2018 21:00,0.0126,0,69.33215168,0
11/01/2018 22:00,0.0126,0,58.2632571,0
11/01/2018 23:00,0,0,19.18501593,0
12/01/2018 00:00,0,0,9.916090767,0
12/01/2018 01:00,0,0,29.24443427,0
12/01/2018 02:00,0,0,40.7094363,0
12/01/2018 03:00,0,0,51.41774668,0
12/01/2018 04:00,0,0,51.70126915,0
12/01/2018 05:00,3.995833333,0,54.99929235,0.0000011
12/01/2018 06:00,3.829183667,0,53.76085557,0.060001
12/01/2018 07:00,5.229151667,9.374407333,53.92426752,0.112000133
12/01/2018 08:00,3.729180667,10.03255367,58.90106017,0.0100005
12/01/2018 09:00,0,7.781294,56.78356512,5.060092517
12/01/2018 10:00,4.229298667,0,49.77441485,122.5111438
12/01/2018 11:00,3.904306667,0,50.44107633,307.7813881
12/01/2018 12:00,3.695854333,0,49.12608095,134.9461189
12/01/2018 13:00,0,0,49.9377515,5.0438583
12/01/2018 14:00,0,7.258057667,63.99950722,0
12/01/2018 15:00,0,11.478157,62.21034202,0
12/01/2018 16:00,0.075117,11.248202,47.70359547,7.727148283
12/01/2018 17:00,0.00012,8.284473333,51.39274605,142.7490729
12/01/2018 18:00,0.0126,0,50.79866375,299.7049458
12/01/2018 19:00,0.0126,0,68.64517482,118.2764441
12/01/2018 20:00,0.0126,0,69.16007187,8.244428167
12/01/2018 21:00,0.0126,0,63.17616295,0
12/01/2018 22:00,0.0126,0,53.3760162,0
12/01/2018 23:00,0,0,20.72385833,0
13/01/2018 00:00,0,0,6.184424317,0
13/01/2018 01:00,0,0,22.12777253,0
13/01/2018 02:00,0,0,40.89693635,0
13/01/2018 03:00,0,0,46.71275413,0
13/01/2018 04:00,0,0,51.2030211,2.66667E-07
13/01/2018 05:00,2.779206667,0,54.3605466,0.02400115
13/01/2018 06:00,4.295836333,0,57.36942688,0.11100015
13/01/2018 07:00,4.662492,6.993103667,52.86042895,0.0450008
13/01/2018 08:00,2.862534,9.849279333,53.67023325,0.00000015
13/01/2018 09:00,0,9.006830333,56.44273428,5.09129465
13/01/2018 10:00,4.645952333,0,51.37190442,139.5487038
13/01/2018 11:00,5.779269667,0,51.2985683,297.4128608
13/01/2018 12:00,3.562519,0,56.52355962,125.2862686
13/01/2018 13:00,0,0,52.79691382,8.784142317
13/01/2018 14:00,0,8.328688,62.79951097,0
13/01/2018 15:00,0,11.75407533,62.77034115,0
13/01/2018 16:00,0.100116,11.14480567,49.46025157,5.606330467
13/01/2018 17:00,0.00012,9.27606,47.8152463,116.2936167
13/01/2018 18:00,0.0126,0,42.98341563,297.2538637
13/01/2018 19:00,0.0126,0,52.80951902,146.8735457
13/01/2018 20:00,0.0126,0,65.46300828,9.964728983
13/01/2018 21:00,0.0126,0,71.11665003,0
13/01/2018 22:00,0.0126,0,61.7594124,0
13/01/2018 23:00,0,0,22.75190902,0
14/01/2018 00:00,0,0,0,0
14/01/2018 01:00,0,0,0,0
14/01/2018 02:00,0,0,0,0
14/01/2018 03:00,0,0,0,0
14/01/2018 04:00,0,0,0,5.16667E-07
14/01/2018 05:00,3.679194667,0,0,0.052000883
14/01/2018 06:00,4.629164667,0,0,0.12
14/01/2018 07:00,3.579184667,8.564579333,0,0.010001317
14/01/2018 08:00,3.995837333,10.14742767,0,1.33333E-07
14/01/2018 09:00,0,8.922818667,0,5.18462945
14/01/2018 10:00,4.245956333,0,0,141.4997334
14/01/2018 11:00,3.737635,0,0,303.9280922
14/01/2018 12:00,4.795834333,0,0,118.866106
14/01/2018 13:00,0,0,0,5.972943333
14/01/2018 14:00,0,10.44437033,0,0
14/01/2018 15:00,0,8.848451,0,0
14/01/2018 16:00,0.025119,10.00582,0,7.1648806
14/01/2018 17:00,0.00012,9.287761667,0,130.4690941
14/01/2018 18:00,0.0126,0,0,295.5990789
14/01/2018 19:00,0.0126,0,0,136.4752393
14/01/2018 20:00,0.0126,0,0,8.84694235
14/01/2018 21:00,0.0126,0,0,0
14/01/2018 22:00,0.0126,0,0,0
14/01/2018 23:00,0,0,0,0
15/01/2018 00:00,0,0,6.413595317,0
15/01/2018 01:00,0,0,19.89694813,0
15/01/2018 02:00,0,0,34.02861032,0
15/01/2018 03:00,0,0,46.74608298,0
15/01/2018 04:00,0,0,46.27611593,0.00000025
15/01/2018 05:00,4.529167667,0,51.79888782,0.019001383
15/01/2018 06:00,4.362499,0,54.80752802,0.106000233
15/01/2018 07:00,3.612524,8.023865,55.44452033,0.055001083
15/01/2018 08:00,3.712516,10.47992967,53.25191088,0.0000003
15/01/2018 09:00,0,8.807747667,52.23607617,12.09514193
15/01/2018 10:00,3.337642,0,46.92774168,147.5348472
15/01/2018 11:00,4.320961333,0,45.95274338,286.4289178
15/01/2018 12:00,4.812496,0,48.36441372,125.7392398
15/01/2018 13:00,0,0,52.8360756,6.38605985
15/01/2018 14:00,0,9.157749667,66.88450713,0
15/01/2018 15:00,0,10.28927733,65.58199248,0
15/01/2018 16:00,0.00012,10.63668133,50.44441122,6.29372875
15/01/2018 17:00,0.00012,8.017773667,46.50691338,125.2877397
15/01/2018 18:00,0.0126,0,48.64582707,295.146013
15/01/2018 19:00,0.0126,0,63.73566942,141.7377698
15/01/2018 20:00,0.0126,0,77.15607455,6.3954468
15/01/2018 21:00,0.0126,0,74.22255427,0
15/01/2018 22:00,0.0126,0,61.309504,0
15/01/2018 23:00,0,0,23.66308485,0
16/01/2018 00:00,0,0,8.425257917,0
16/01/2018 01:00,0,0,26.00109935,0
16/01/2018 02:00,0,0,38.9819412,0
16/01/2018 03:00,0,0,38.20527573,0
16/01/2018 04:00,0,0,42.87021028,0.014000717
16/01/2018 05:00,4.345838333,0,49.14521822,0.12
16/01/2018 06:00,3.312524,0,50.730373,0.0540011
16/01/2018 07:00,3.629189667,7.289879333,46.90811183,0.000002
16/01/2018 08:00,3.995843333,11.23904833,54.68690602,4.66667E-07
16/01/2018 09:00,0,8.312851667,55.72690463,11.61117397
16/01/2018 10:00,5.262607,0,54.64773145,146.2948981
16/01/2018 11:00,4.304289667,0,54.49439443,288.6941503
16/01/2018 12:00,3.812515,0,53.03273607,123.9787242
16/01/2018 13:00,0,0,53.34191212,4.09169705
16/01/2018 14:00,0,9.433617,63.38034947,0
16/01/2018 15:00,0,10.37500067,73.33365312,0
16/01/2018 16:00,0.025119,9.822486667,64.15940312,6.683830833
16/01/2018 17:00,0.00012,8.972604667,61.5643988,137.1891554
16/01/2018 18:00,0.0126,0,57.81091015,298.5861272
16/01/2018 19:00,0.0126,0,64.19418238,126.9179864
16/01/2018 20:00,0.0126,0,68.08974783,6.7073776
16/01/2018 21:00,0.0126,0,67.55982715,0
16/01/2018 22:00,0.0126,0,59.7411009,0
16/01/2018 23:00,0,0,24.2674233,0
17/01/2018 00:00,0,0,11.90775433,0
17/01/2018 01:00,0,0,23.93360367,0
17/01/2018 02:00,0,0,37.63443907,0
17/01/2018 03:00,0,0,40.94026047,0
17/01/2018 04:00,0,0,44.36053287,0.0000001
17/01/2018 05:00,4.362505,0,59.01546448,0.065000783
17/01/2018 06:00,3.579184667,0,65.36792618,0.11100015
17/01/2018 07:00,4.412501,10.356029,64.30133455,0.017001217
17/01/2018 08:00,4.479167667,11.447841,61.84356048,0.0000004
17/01/2018 09:00,0,7.697245333,59.65439378,4.91101065
17/01/2018 10:00,3.212648,0,57.10356217,127.3030393
17/01/2018 11:00,3.795970333,0,51.08357442,304.2407588
17/01/2018 12:00,4.795831333,0,49.85107605,132.0944655
17/01/2018 13:00,0,0,52.72525178,5.5672113
17/01/2018 14:00,0,6.651471,61.62368135,0
17/01/2018 15:00,0,12.26145133,60.77533527,0
17/01/2018 16:00,0.00012,8.411890333,49.28025312,5.5977451
17/01/2018 17:00,0.050118,9.492712667,50.33691112,117.4199964
17/01/2018 18:00,0.0126,0,45.10601308,299.3008624
17/01/2018 19:00,0.0126,0,53.61836197,147.9263894
17/01/2018 20:00,0.0126,0,70.219579,7.362914717
17/01/2018 21:00,0.0126,0,71.7288064,0
17/01/2018 22:00,0.0126,0,59.29118942,0
17/01/2018 23:00,0,0,22.8496658,0
18/01/2018 00:00,0,0,8.6210882,0
18/01/2018 01:00,0,0,28.5135832,0
18/01/2018 02:00,0,0,43.28859168,0
18/01/2018 03:00,0,0,47.677762,0
18/01/2018 04:00,0,0,48.34903522,3.83333E-07
18/01/2018 05:00,4.562497,0,49.53655445,0.062000533
18/01/2018 06:00,4.062511,0,51.2348578,0.1140001
18/01/2018 07:00,4.095845333,6.171694,52.87943248,0.018001267
18/01/2018 08:00,3.979179667,10.01002167,59.8035593,3.33333E-07
18/01/2018 09:00,0,10.733415,56.1102302,6.457179083
18/01/2018 10:00,3.870966333,0,58.98106415,136.6633187
18/01/2018 11:00,4.562618,0,54.31190778,296.4072121
18/01/2018 12:00,3.529189667,0,53.39774452,126.3113516
18/01/2018 13:00,0,0,50.59942148,8.183756167
18/01/2018 14:00,0,7.623739,57.27618367,0
18/01/2018 15:00,0,10.43653133,56.68117467,0
18/01/2018 16:00,0.00012,11.395554,50.49274712,4.8255266
18/01/2018 17:00,0.025119,9.316214,48.68441225,137.5308871
18/01/2018 18:00,0.0126,0,48.72332912,303.6545241
18/01/2018 19:00,0.0126,0,59.8730154,122.3530574
18/01/2018 20:00,0.0126,0,71.19325723,6.262728233
18/01/2018 21:00,0.0126,0,75.75531645,0
18/01/2018 22:00,0.0126,0,59.45651113,0
18/01/2018 23:00,0,0,22.50268222,0
19/01/2018 00:00,0,0,7.210264033,0
19/01/2018 01:00,0,0,23.57860185,0
19/01/2018 02:00,0,0,36.34110622,0
19/01/2018 03:00,0,0,45.08609147,0
19/01/2018 04:00,0,0,45.4462864,0.005000733
19/01/2018 05:00,3.695846333,0,50.34847845,0.06900085
19/01/2018 06:00,4.945827333,0,49.8495411,0.089000517
19/01/2018 07:00,3.479190667,8.229660333,50.67810193,0.02100165
19/01/2018 08:00,3.945847333,9.331896333,54.72189765,1.33333E-07
19/01/2018 09:00,0,7.762859667,56.75689207,3.48998065
19/01/2018 10:00,2.887657,0,57.02022453,113.2298829
19/01/2018 11:00,4.51262,0,54.46440233,301.2327095
19/01/2018 12:00,5.145820333,0,53.47523985,148.4419135
19/01/2018 13:00,0,0,53.75691382,7.89384585
19/01/2018 14:00,0,8.012117333,58.5653457,0
19/01/2018 15:00,0,11.72151533,61.93116608,0
19/01/2018 16:00,0.050118,11.595559,50.99607862,8.931696917
19/01/2018 17:00,0.025119,9.524296333,55.00939838,129.9820715
19/01/2018 18:00,0.0126,0,54.12366193,288.0678856
19/01/2018 19:00,0.0126,0,63.14501732,142.2159725
19/01/2018 20:00,0.0126,0,67.41958167,7.519708717
19/01/2018 21:00,0.0126,0,70.11382437,0
19/01/2018 22:00,0.0126,0,59.3598463,0
19/01/2018 23:00,0,0,23.0707426,0
20/01/2018 00:00,0,0,10.92776615,0
20/01/2018 01:00,0,0,26.135269,0
20/01/2018 02:00,0,0,32.74277935,0
20/01/2018 03:00,0,0,38.53609638,0
20/01/2018 04:00,0,0,45.82519108,2.66667E-07
20/01/2018 05:00,3.062532,0,50.81054805,0.052001133
20/01/2018 06:00,3.81252,0,50.32861203,0.12
20/01/2018 07:00,3.129199667,9.143523,50.36418845,0.0080013
20/01/2018 08:00,4.312502,8.14368,53.02606787,0.00000055
20/01/2018 09:00,0,7.518801,54.53856518,4.94946105
20/01/2018 10:00,5.062607,0,56.71440208,126.2961914
20/01/2018 11:00,4.945943333,0,52.38358165,305.4753919
20/01/2018 12:00,4.312504,0,57.19940883,130.1806895
20/01/2018 13:00,0,0,53.60358493,9.393313217
20/01/2018 14:00,0,7.950482667,61.75450983,0
20/01/2018 15:00,0,11.060771,65.56615263,0
20/01/2018 16:00,0.00012,12.45968467,50.58774662,9.36996055
20/01/2018 17:00,0.050118,9.670945,53.34107198,139.6664691
20/01/2018 18:00,0.0126,0,49.08066493,281.8979719
20/01/2018 19:00,0.0126,0,59.46068623,135.8435907
20/01/2018 20:00,0.0126,0,68.41442017,10.61849313
20/01/2018 21:00,0.0126,0,69.59599427,0
20/01/2018 22:00,0.0126,0,61.69367068,0
20/01/2018 23:00,0,0,21.0191851,0
21/01/2018 00:00,0,0,0,0
21/01/2018 01:00,0,0,0,0
21/01/2018 02:00,0,0,0,0
21/01/2018 03:00,0,0,0,0
21/01/2018 04:00,0,0,0,0.0000004
21/01/2018 05:00,4.929165667,0,0,0.03500105
21/01/2018 06:00,3.71252,0,0,0.103000283
21/01/2018 07:00,3.812513,8.166155,0,0.044000817
21/01/2018 08:00,4.262501,9.831617333,0,0
21/01/2018 09:00,0,8.907082333,0,4.927706833
21/01/2018 10:00,3.729298667,0,0,133.9947735
21/01/2018 11:00,3.904300667,0,0,311.3547053
21/01/2018 12:00,4.26251,0,0,120.8656909
21/01/2018 13:00,0,0,0,4.30869265
21/01/2018 14:00,0,8.502874667,0,0
21/01/2018 15:00,0,11.81475067,0,0
21/01/2018 16:00,0.050118,9.894296333,0,4.036348417
21/01/2018 17:00,0.025119,8.493695,0,129.6153282
