Date & Time,pressure,inner temperature,internal humidity,internal dew point,internal heat index,internal EMC,t_air_is,high temperature,low temperature,humidity,dew point,wet bulb,windspeed_is,wind direction,Wind Run,high wind speed,prevalent win speed,wind coldness,heat index,THW Index,THSW Index,tp_is,rain rate,ghi_is,solar energy,high solar irradiance,e_is,UV-Index,UV-Dosis - MEDs,High UV-Index,heat days,cold days
7/27/2022 5:00,29.8,69,72,59,69,13.8,64,64,63,95,62,63,1,W,0.5,4,W,64,65,65,62,0,0,0,0,0,0,0,0,0,0.025,0
7/27/2022 5:30,29.81,69,72,60,70,13.8,65,65,64,93,63,63,1,W,0.5,4,W,65,66,66,63,0,0,1,0.04,9,0,0,0,0,0.008,0
7/27/2022 6:00,29.81,69,72,60,70,13.8,66,66,65,92,64,64,0,,0,0,,66,67,67,66,0,0,43,1.85,90,0,0,0,0,0,0.021
7/27/2022 6:30,29.81,70,72,61,71,13.7,66,67,66,93,64,65,1,NE,0.5,3,NE,66,68,68,72,0,0,138,5.94,178,0,0,0,0,0,0.029
7/27/2022 7:00,29.81,72,73,63,73,13.9,71,71,66,89,68,69,1,NE,0.5,4,SE,71,73,73,79,0,0,227,9.77,278,0,0,0,0,0,0.127
7/27/2022 7:30,29.8,74,73,65,76,13.8,73,73,71,86,69,70,2,NE,1,4,NE,73,75,75,83,0,0,334,14.37,387,0,0,0,0,0,0.167
7/27/2022 8:00,29.81,77,73,68,80,13.7,74,74,72,84,69,70,2,NE,1,6,NNE,74,76,76,86,0,0,444,19.1,496,0.01,1,0.2,1,0,0.188
7/27/2022 8:30,29.82,80,72,70,84,13.2,77,77,74,78,69,71,2,NNE,1,6,N,77,79,79,90,0,0,550,23.66,596,0,2,0.4,3,0,0.246
7/27/2022 9:00,29.82,83,70,72,88,12.7,78,78,77,76,70,71,3,NNE,1.5,7,NNE,78,80,80,91,0,0,646,27.79,694,0.01,4,0.9,5,0,0.265
7/27/2022 9:30,29.82,85,68,73,92,12.3,79,79,77,79,72,73,5,NNE,2.5,9,N,79,82,82,94,0,0,739,31.79,784,0,6,1.4,7,0,0.283
7/27/2022 10:00,29.82,87,67,75,96,12,80,80,77,77,72,74,5,NNE,2.5,10,N,80,84,84,94,0,0,913,39.28,1157,0.02,9,1.9,11,0,0.312
7/27/2022 10:30,29.82,90,64,76,102,11.3,78,81,78,74,69,71,5,NNE,2.5,10,NNE,78,80,80,91,0,0,788,33.9,1223,0,9,1.9,13,0,0.26
7/27/2022 11:00,29.81,88,57,71,94,10.1,76,77,76,81,69,71,5,NNE,2.5,10,NNE,76,78,78,84,0,0,304,13.08,371,0.01,3,0.6,6,0,0.221
7/27/2022 11:30,29.8,86,59,70,91,10.5,76,78,75,81,70,72,4,NNE,2,10,N,76,79,79,86,0,0,368,15.83,747,0,5,1.1,12,0,0.24
7/27/2022 12:00,29.79,86,63,72,92,11.2,76,76,74,83,70,71,6,NNE,3,12,NNE,76,78,78,84,0,0,293,12.61,533,0.01,3,0.7,8,0,0.221
7/27/2022 12:30,29.78,87,62,72,94,11,74,76,74,83,68,70,7,NE,3.5,17,E,74,76,76,81,0,0,284,12.22,526,0,3,0.7,7,0,0.183
7/27/2022 13:00,29.77,88,61,73,96,10.8,74,76,74,82,68,70,8,NE,4,16,ENE,73,76,75,82,0,0,417,17.94,1392,0.01,5,1.1,14,0,0.19
7/27/2022 13:30,29.76,87,61,72,94,10.9,74,74,73,86,70,71,8,NNE,4,18,NE,73,76,75,79,0,0,214,9.21,313,0,1,0.3,3,0,0.188
7/27/2022 14:00,29.74,86,62,71,92,11,72,74,72,91,69,70,6,NE,3,13,E,72,74,74,77,0,0,175,7.53,278,0.01,1,0.1,2,0,0.144
7/27/2022 14:30,29.73,87,63,73,95,11.2,74,75,72,87,69,70,6,NE,3,13,ENE,74,76,76,82,0,0,323,13.9,503,0,3,0.7,6,0,0.177
7/27/2022 15:00,29.73,88,62,73,96,11,72,75,72,90,69,70,6,NE,3,12,ENE,72,74,74,81,0,0,321,13.81,582,0.01,2,0.4,4,0,0.152
7/27/2022 15:30,29.73,87,62,72,93,11,70,72,70,92,68,69,5,E,2.5,11,E,70,73,73,78,0,0,210,9.03,246,0,0,0.1,1,0,0.113
7/27/2022 16:00,29.74,85,62,71,91,11,70,71,70,93,68,68,4,E,2,8,SE,70,72,72,76,0,0,153,6.58,234,0,0,0,0,0,0.098
7/27/2022 16:30,29.75,83,62,69,87,11.1,69,70,69,96,68,68,5,NE,2.5,11,ESE,69,71,71,72,0,0,51,2.19,88,0,0,0,0,0,0.077
7/27/2022 17:00,29.76,81,63,67,84,11.3,68,69,68,97,67,67,6,E,3,14,E,68,70,70,70,0,0,29,1.25,40,0,0,0,0,0,0.058
7/27/2022 17:30,29.77,80,64,67,82,11.6,68,68,68,98,67,67,3,ENE,1.5,7,E,68,70,70,68,0,0,13,0.56,26,0,0,0,0,0,0.054
7/27/2022 18:00,29.78,78,64,65,80,11.6,67,68,67,97,66,67,1,ENE,0.5,3,ENE,67,69,69,67,0,0,4,0.17,9,0,0,0,0,0,0.046
7/27/2022 18:30,29.8,77,64,64,78,11.6,67,67,67,97,66,66,1,ENE,0.5,4,ENE,67,69,69,67,0,0,0,0,0,0,0,0,0,0,0.038
7/27/2022 19:00,29.8,76,65,64,77,11.8,66,67,66,97,66,66,0,,0,4,SW,66,68,68,66,0,0,0,0,0,0,0,0,0,0,0.029
7/27/2022 19:30,29.82,75,66,63,76,12,67,67,66,99,66,66,0,,0,3,SW,67,69,69,67,0,0,0,0,0,0,0,0,0,0,0.033
7/27/2022 20:00,29.82,75,66,63,76,12.1,66,67,66,98,66,66,0,,0,3,SW,66,68,68,66,0,0,0,0,0,0,0,0,0,0,0.025
7/27/2022 20:30,29.83,74,66,62,75,12.1,66,66,66,97,65,66,1,SW,0.5,3,SW,66,68,68,66,0,0,0,0,0,0,0,0,0,0,0.027
7/27/2022 21:00,29.84,74,67,62,74,12.3,65,67,65,97,65,65,0,,0,3,SW,65,67,67,65,0,0,0,0,0,0,0,0,0,0,0.008
7/27/2022 21:30,29.83,73,67,61,74,12.3,65,66,65,98,65,65,1,WSW,0.5,5,SSE,65,67,67,65,0,0,0,0,0,0,0,0,0,0,0.004
7/27/2022 22:00,29.83,72,68,61,73,12.6,65,65,65,97,64,65,2,SSE,1,4,SSE,65,67,67,65,0,0,0,0,0,0,0,0,0,0,0.006
7/27/2022 22:30,29.83,72,68,61,72,12.6,66,66,65,95,64,65,1,S,0.5,3,S,66,67,67,65,0,0,0,0,0,0,0,0,0,0,0.019
7/27/2022 23:00,29.83,72,68,61,72,12.6,65,66,65,97,64,65,0,,0,0,,65,67,67,65,0,0,0,0,0,0,0,0,0,0,0.006
7/27/2022 23:30,29.83,72,69,61,72,12.8,65,65,65,97,64,65,0,,0,3,SW,65,67,67,65,0,0,0,0,0,0,0,0,0,0,0.006
7/28/2022 0:00,29.82,71,69,61,72,12.8,65,65,65,98,65,65,0,,0,1,SSW,65,67,67,65,0,0,0,0,0,0,0,0,0,0,0.004
7/28/2022 0:30,29.82,71,69,61,72,12.8,65,65,65,98,64,64,0,,0,2,SSW,65,67,67,64,0,0,0,0,0,0,0,0,0,0.004,0
7/28/2022 1:00,29.81,71,70,61,72,13.1,65,65,65,98,64,65,2,SSW,1,5,SW,65,67,67,64,0,0,0,0,0,0,0,0,0,0,0
7/28/2022 1:30,29.8,71,70,61,72,13.1,65,66,65,97,64,64,1,WSW,0.5,5,WSW,65,67,67,64,0,0,0,0,0,0,0,0,0,0,0.002
7/28/2022 2:00,29.79,71,70,61,71,13.1,65,65,65,96,64,64,0,,0,2,WSW,65,66,66,64,0,0,0,0,0,0,0,0,0,0.002,0
7/28/2022 2:30,29.78,71,70,60,71,13.1,65,65,64,97,64,64,1,S,0.5,3,S,65,66,66,64,0,0,0,0,0,0,0,0,0,0.006,0
7/28/2022 3:00,29.78,70,71,61,71,13.4,65,65,64,99,64,64,2,ESE,1,4,ESE,65,67,67,64,0,0,0,0,0,0,0,0,0,0.008,0
7/28/2022 3:30,29.78,71,71,61,71,13.4,65,65,65,97,64,64,1,SSE,0.5,3,SSE,65,67,67,64,0,0,0,0,0,0,0,0,0,0,0.002
7/28/2022 4:00,29.78,71,71,61,71,13.4,65,65,65,98,64,65,0,,0,3,SSE,65,67,67,64,0,0,0,0,0,0,0,0,0,0,0
7/28/2022 4:30,29.78,71,71,61,71,13.4,65,65,65,98,64,64,0,,0,2,SSE,65,67,67,64,0,0,0,0,0,0,0,0,0,0.006,0
7/28/2022 5:00,29.78,71,71,61,71,13.4,65,65,65,99,64,64,1,SSE,0.5,3,SSE,65,67,67,64,0,0,0,0,0,0,0,0,0,0.006,0
7/28/2022 5:30,29.79,71,71,61,71,13.4,65,65,65,97,64,64,1,SSE,0.5,3,SSE,65,67,67,64,0,0,0,0,0,0,0,0,0,0.002,0
7/28/2022 6:00,29.79,71,71,61,71,13.4,65,65,65,97,64,64,1,SSE,0.5,3,SSE,65,67,67,65,0,0,12,0.52,37,0,0,0,0,0,0.002
7/28/2022 6:30,29.8,71,72,62,72,13.7,66,66,65,97,65,65,0,,0,1,SSE,66,68,68,69,0,0,63,2.71,83,0,0,0,0,0,0.021
7/28/2022 7:00,29.82,72,73,63,73,13.9,68,68,66,96,67,67,0,,0,4,NNE,68,70,70,73,0,0,117,5.03,258,0,0,0,0,0,0.058
7/28/2022 7:30,29.83,74,73,65,75,13.8,69,69,68,97,68,68,0,,0,3,NNW,69,72,72,77,0,0,227,9.77,454,0,0,0,0,0,0.081
7/28/2022 8:00,29.83,76,73,67,78,13.7,73,73,69,88,69,70,2,NNE,1,5,NNE,73,75,75,84,0,0,398,17.12,547,0.01,0,0.1,1,0,0.169
7/28/2022 8:30,29.83,80,73,71,84,13.6,76,76,73,85,71,72,3,NNE,1.5,7,NNE,76,79,79,90,0,0,616,26.5,754,0,2,0.5,3,0,0.231
7/28/2022 9:00,29.83,83,71,73,90,12.9,78,78,76,80,71,72,3,NNE,1.5,7,N,78,80,80,91,0,0,730,31.41,796,0.02,4,0.9,4,0,0.26
7/28/2022 9:30,29.83,85,68,73,93,12.2,76,78,76,81,70,71,4,NNE,2,9,N,76,78,78,88,0,0,561,24.14,703,0,4,0.9,5,0,0.227
7/28/2022 10:00,29.83,86,67,74,94,12,76,77,76,79,69,71,3,NNE,1.5,8,NNE,76,78,78,88,0,0,585,25.17,749,0.01,6,1.2,7,0,0.229
7/28/2022 10:30,29.83,87,66,74,95,11.8,74,76,74,83,69,70,5,NE,2.5,10,NNE,74,76,76,83,0,0,395,16.99,482,0,4,0.9,6,0,0.19
7/28/2022 11:00,29.83,87,65,74,95,11.6,74,74,74,82,69,70,6,NE,3,12,NE,74,76,76,84,0,0,394,16.95,508,0.01,4,0.9,6,0,0.196
7/28/2022 11:30,29.82,88,64,74,96,11.3,74,74,74,85,69,70,6,NE,3,12,NNE,74,76,76,83,0,0,416,17.9,485,0,5,1,6,0,0.177
7/28/2022 12:00,29.82,87,63,73,95,11.2,72,74,72,87,68,69,5,NE,2.5,10,E,72,74,74,80,0,0,328,14.11,392,0.01,3,0.7,4,0,0.154
7/28/2022 12:30,29.81,87,63,73,94,11.2,74,74,72,84,68,70,6,NNE,3,13,E,74,75,75,83,0,0,413,17.77,483,0,5,1,6,0,0.177
7/28/2022 13:00,29.79,84,63,70,89,11.3,69,74,69,92,67,68,5,NNE,2.5,10,NNE,69,72,72,76,0,0,263,11.31,404,0.01,2,0.5,5,0,0.092
7/28/2022 13:30,29.78,84,66,72,90,11.9,72,72,69,90,69,70,4,NE,2,10,E,72,74,74,82,0,0,389,16.74,534,0,4,0.8,6,0,0.154
7/28/2022 14:00,29.77,85,62,71,90,11,72,73,72,90,69,70,3,NNE,1.5,7,NNE,72,74,74,80,0,0,308,13.25,417,0.01,2,0.4,4,0,0.154
7/28/2022 14:30,29.76,86,63,72,92,11.2,72,72,72,90,69,70,4,NNE,2,8,NNE,72,74,74,83,0,0,402,17.29,522,0,3,0.6,4,0,0.154
7/28/2022 15:00,29.76,85,62,71,90,11,70,72,70,92,68,69,3,NNE,1.5,6,NNE,70,73,73,78,0,0,232,9.98,304,0.01,1,0.1,1,0,0.115
7/28/2022 15:30,29.76,83,62,69,87,11.1,69,70,69,95,67,68,3,NW,1.5,6,N,69,71,71,75,0,0,154,6.63,223,0,0,0,0,0,0.081
7/28/2022 16:00,29.76,81,63,67,83,11.3,67,69,67,96,66,66,3,WNW,1.5,6,NW,67,69,69,71,0,0,110,4.73,120,0,0,0,0,0,0.042
7/28/2022 16:30,29.78,79,64,66,81,11.6,68,68,67,95,66,66,2,WSW,1,5,WSW,68,69,69,73,0,0,119,5.12,132,0,0,0,0,0,0.052
7/28/2022 17:00,29.78,78,64,65,80,11.6,67,68,67,93,65,66,3,W,1.5,5,WNW,67,69,69,72,0,0,115,4.95,121,0,0,0,0,0,0.048
7/28/2022 17:30,29.78,77,64,64,78,11.6,67,67,67,92,65,65,4,W,2,7,W,67,69,69,67,0,0,71,3.05,102,0,0,0,0,0,0.044
7/28/2022 18:00,29.79,76,64,63,77,11.6,67,67,67,88,63,64,4,W,2,7,W,67,68,68,65,0,0,14,0.6,39,0,0,0,0,0,0.04
7/28/2022 18:30,29.8,75,64,62,76,11.6,67,67,67,85,62,63,2,WSW,1,6,W,67,68,68,65,0,0,0,0,0,0,0,0,0,0,0.038
7/28/2022 19:00,29.8,74,64,61,74,11.6,67,67,67,86,62,64,1,WSW,0.5,3,WSW,67,68,68,65,0,0,0,0,0,0,0,0,0,0,0.035
7/28/2022 19:30,29.8,73,65,60,73,11.9,66,67,66,85,61,63,1,WSW,0.5,3,WSW,66,67,67,63,0,0,0,0,0,0,0,0,0,0,0.019
7/28/2022 20:00,29.8,72,65,60,72,11.9,66,66,66,87,62,63,0,,0,3,WSW,66,67,67,63,0,0,0,0,0,0,0,0,0,0,0.017
7/28/2022 20:30,29.81,72,65,59,72,11.9,66,66,66,89,62,63,0,,0,1,WSW,66,67,67,64,0,0,0,0,0,0,0,0,0,0,0.015
7/28/2022 21:00,29.82,71,66,59,71,12.1,66,66,66,89,63,64,2,SSW,1,4,SSW,66,67,67,64,0,0,0,0,0,0,0,0,0,0,0.025
7/28/2022 21:30,29.82,71,66,59,71,12.1,66,66,66,85,62,63,2,SSE,1,4,SSE,66,67,67,64,0,0,0,0,0,0,0,0,0,0,0.025
7/28/2022 22:00,29.83,71,66,59,71,12.1,66,66,66,90,63,64,0,,0,1,SSE,66,67,67,64,0,0,0,0,0,0,0,0,0,0,0.017
7/28/2022 22:30,29.82,71,67,59,71,12.3,66,66,66,90,63,63,1,SSE,0.5,4,SSE,66,67,67,63,0,0,0,0,0,0,0,0,0,0,0.012
7/28/2022 23:00,29.82,70,67,59,70,12.3,64,66,64,93,62,63,0,,0,3,NE,64,66,66,62,0,0,0,0,0,0,0,0,0,0.012,0
7/28/2022 23:30,29.82,70,67,59,70,12.3,64,65,64,94,62,63,0,,0,3,S,64,65,65,62,0,0,0,0,0,0,0,0,0,0.023,0
7/29/2022 0:00,29.81,70,68,59,70,12.6,64,64,64,94,63,63,1,S,0.5,3,S,64,66,66,62,0,0,0,0,0,0,0,0,0,0.012,0
7/29/2022 0:30,29.81,70,68,59,70,12.6,64,65,64,94,63,63,0,,0,2,S,64,66,66,62,0,0,0,0,0,0,0,0,0,0.01,0
7/29/2022 1:00,29.8,69,68,58,70,12.6,64,65,64,94,63,63,0,,0,2,S,64,66,66,62,0,0,0,0,0,0,0,0,0,0.015,0
7/29/2022 1:30,29.79,69,68,58,69,12.6,64,64,64,95,62,63,0,,0,2,S,64,65,65,62,0,0,0,0,0,0,0,0,0,0.025,0
7/29/2022 2:00,29.79,69,69,58,69,12.9,65,65,64,91,62,63,1,S,0.5,3,S,65,66,66,62,0,0,0,0,0,0,0,0,0,0.006,0
7/29/2022 2:30,29.78,69,69,58,69,12.9,64,65,64,90,61,62,1,S,0.5,3,S,64,65,65,61,0,0,0,0,0,0,0,0,0,0.025,0
7/29/2022 3:00,29.78,68,69,58,69,12.9,64,64,63,90,61,62,2,S,1,4,SW,64,65,65,62,0,0,0,0,0,0,0,0,0,0.021,0
7/29/2022 3:30,29.77,68,69,58,69,12.9,64,64,64,91,61,62,1,SW,0.5,4,SW,64,65,65,61,0,0,0,0,0,0,0,0,0,0.025,0
7/29/2022 4:00,29.77,68,70,58,69,13.2,64,64,63,91,61,62,3,WSW,1.5,5,WSW,64,65,65,61,0,0,0,0,0,0,0,0,0,0.025,0
7/29/2022 4:30,29.78,68,70,58,68,13.2,64,64,63,91,61,62,1,WSW,0.5,3,WSW,64,65,65,61,0,0,0,0,0,0,0,0,0,0.027,0
7/29/2022 5:00,29.77,68,70,58,68,13.2,64,65,64,90,61,62,1,SW,0.5,4,WSW,64,65,65,62,0,0,0,0,0,0,0,0,0,0.021,0
7/29/2022 5:30,29.78,68,70,57,68,13.2,63,64,63,92,61,62,1,WNW,0.5,4,WNW,63,64,64,61,0,0,0,0,5,0,0,0,0,0.035,0
7/29/2022 6:00,29.79,68,70,58,68,13.2,63,64,63,93,61,62,1,WSW,0.5,5,WSW,63,64,64,61,0,0,16,0.69,39,0,0,0,0,0.04,0
7/29/2022 6:30,29.8,69,71,59,69,13.5,64,64,63,93,62,62,1,S,0.5,4,S,64,65,65,66,0,0,57,2.45,77,0,0,0,0,0.023,0
7/29/2022 7:00,29.81,70,71,60,70,13.5,65,65,64,92,62,63,3,SE,1.5,6,SSE,65,66,66,68,0,0,108,4.65,135,0,0,0,0,0.008,0
7/29/2022 7:30,29.82,71,71,61,72,13.4,65,65,65,90,62,63,4,SE,2,7,SE,65,66,66,70,0,0,167,7.18,195,0,0,0,0,0,0.006
7/29/2022 8:00,29.83,73,71,63,74,13.3,70,70,65,89,66,67,2,NE,1,4,S,70,72,72,78,0,0,264,11.36,378,0,0,0.1,1,0,0.1
7/29/2022 8:30,29.83,76,70,65,77,12.9,72,72,70,84,67,68,2,NE,1,5,ENE,72,73,73,80,0,0,342,14.71,661,0,1,0.3,4,0,0.14
7/29/2022 9:00,29.83,79,70,68,82,12.9,75,75,72,71,65,67,2,NE,1,6,NNE,75,76,76,87,0,0,608,26.16,821,0.01,4,0.9,5,0,0.206
7/29/2022 9:30,29.82,81,67,69,84,12.1,77,77,74,79,70,71,4,NNE,2,8,N,77,79,79,90,0,0,698,30.03,779,0,6,1.2,7,0,0.242
7/29/2022 10:00,29.81,82,64,69,85,11.5,77,77,76,79,70,72,6,NNE,3,10,N,77,80,80,91,0,0,830,35.71,865,0.02,8,1.7,9,0,0.252
7/29/2022 10:30,29.8,83,64,70,87,11.5,78,78,77,72,68,71,5,NNE,2.5,11,N,78,80,80,92,0,0,897,38.59,921,0,10,2.1,10,0,0.273
7/29/2022 11:00,29.79,85,62,71,90,11,80,80,78,73,70,72,4,NNE,2,9,NNE,80,83,83,94,0,0,931,40.05,969,0.02,11,2.3,11,0,0.306
7/29/2022 11:30,29.79,87,61,72,94,10.9,79,80,79,76,71,73,4,NNE,2,10,NNE,79,83,83,94,0,0,931,40.05,1132,0,11,2.3,13,0,0.3
7/29/2022 12:00,29.77,90,60,74,100,10.6,80,81,79,77,73,74,5,NNE,2.5,11,NNE,80,85,85,94,0,0,983,42.29,1262,0.02,11,2.3,14,0,0.321
7/29/2022 12:30,29.76,91,59,74,101,10.4,76,81,75,81,69,71,6,NE,3,14,NNE,76,78,78,83,0,0,291,12.52,487,0,4,0.8,14,0,0.221
7/29/2022 13:00,29.74,90,59,74,100,10.4,77,77,74,80,70,72,7,ESE,3.5,13,SE,77,80,80,87,0,0,401,17.25,1204,0.01,6,1.3,12,0,0.248
7/29/2022 13:30,29.73,91,59,75,102,10.4,77,78,76,82,71,72,6,NE,3,14,E,77,79,79,87,0,0,428,18.41,1113,0,5,1.1,11,0,0.242
7/29/2022 14:00,29.71,92,59,76,105,10.4,80,80,77,81,73,75,4,NE,2,10,ENE,80,84,84,94,0,0,493,21.21,1079,0.01,5,1.1,7,0,0.302
7/29/2022 14:30,29.7,93,57,75,105,10.1,77,81,77,78,69,71,4,NNE,2,9,NNE,77,79,79,86,0,0,353,15.19,1079,0,2,0.4,7,0,0.242
7/29/2022 15:00,29.7,92,58,75,103,10.2,76,79,76,80,69,71,6,NNE,3,13,ENE,76,78,78,86,0,0,387,16.65,1048,0.01,2,0.4,5,0,0.225
7/29/2022 15:30,29.69,90,58,73,99,10.2,74,76,74,86,69,70,6,NE,3,13,ENE,74,76,76,79,0,0,156,6.71,244,0,0,0,3,0,0.177
7/29/2022 16:00,29.7,88,59,72,95,10.5,72,74,72,89,68,69,9,NE,4.5,18,NNE,70,74,72,76,0,0,157,6.75,227,0,0,0,0,0,0.144
7/29/2022 16:30,29.71,86,59,70,91,10.5,70,72,70,91,68,68,9,NE,4.5,16,ENE,69,73,71,73,0,0,80,3.44,199,0,0,0,0,0,0.115
7/29/2022 17:00,29.73,84,60,68,87,10.8,70,70,70,93,68,68,6,E,3,15,E,70,72,72,73,0,0,59,2.54,83,0,0,0,0,0,0.1
7/29/2022 17:30,29.73,82,61,67,85,10.9,70,70,70,93,67,68,2,ESE,1,5,ESE,70,72,72,71,0,0,52,2.24,69,0,0,0,0,0,0.096
7/29/2022 18:00,29.74,81,62,67,83,11.1,69,70,69,94,67,68,2,SE,1,4,SE,69,72,72,70,0,0,17,0.73,26,0,0,0,0,0,0.09
7/29/2022 18:30,29.75,80,62,66,82,11.1,69,69,69,96,68,68,2,E,1,6,E,69,71,71,69,0,0,0,0,5,0,0,0,0,0,0.081
7/29/2022 19:00,29.76,79,63,65,81,11.4,68,69,68,97,68,68,3,E,1.5,7,ESE,68,71,71,68,0,0,0,0,0,0,0,0,0,0,0.071
7/29/2022 19:30,29.76,78,63,64,79,11.4,68,68,68,97,67,68,3,ESE,1.5,7,ESE,68,71,71,68,0,0,0,0,0,0,0,0,0,0,0.067
7/29/2022 20:00,29.78,78,64,64,79,11.6,68,68,68,98,67,67,2,E,1,6,ESE,68,70,70,68,0,0,0,0,0,0,0,0,0,0,0.058
7/29/2022 20:30,29.79,77,64,64,78,11.6,68,68,68,99,67,67,4,ESE,2,9,E,68,70,70,68,0,0,0,0,0,0,0,0,0,0,0.052
7/29/2022 21:00,29.79,77,65,64,78,11.8,67,68,67,99,67,67,4,ESE,2,9,ESE,67,70,70,67,0,0,0,0,0,0,0,0,0,0,0.048
7/29/2022 21:30,29.79,76,65,63,77,11.8,67,67,67,96,66,66,3,SE,1.5,7,SE,67,69,69,66,0,0,0,0,0,0,0,0,0,0,0.044
7/29/2022 22:00,29.8,75,65,62,76,11.9,67,67,67,95,65,66,2,SSE,1,5,SSE,67,68,68,66,0,0,0,0,0,0,0,0,0,0,0.033
7/29/2022 22:30,29.8,74,66,62,75,12.1,67,67,66,96,65,66,1,SSE,0.5,3,SSE,67,68,68,66,0,0,0,0,0,0,0,0,0,0,0.033
7/29/2022 23:00,29.8,74,66,62,74,12.1,66,67,66,96,65,66,1,SSE,0.5,4,SSE,66,68,68,66,0,0,0,0,0,0,0,0,0,0,0.029
7/29/2022 23:30,29.81,73,67,62,74,12.3,66,66,66,96,65,66,3,SSE,1.5,5,SSE,66,68,68,66,0,0,0,0,0,0,0,0,0,0,0.029
7/30/2022 0:00,29.8,73,67,62,74,12.3,66,66,66,97,66,66,1,SSE,0.5,4,SSE,66,68,68,66,0,0,0,0,0,0,0,0,0,0,0.029
7/30/2022 0:30,29.79,73,68,62,74,12.6,66,66,66,98,66,66,1,SSE,0.5,4,SSE,66,68,68,66,0,0,0,0,0,0,0,0,0,0,0.025
7/30/2022 1:00,29.78,73,68,62,74,12.6,66,66,66,97,65,66,1,SSE,0.5,3,SSE,66,68,68,66,0,0,0,0,0,0,0,0,0,0,0.025
7/30/2022 1:30,29.77,73,68,62,74,12.6,66,66,66,97,65,65,0,,0,2,SSE,66,68,68,65,0,0,0,0,0,0,0,0,0,0,0.023
7/30/2022 2:00,29.76,73,68,62,73,12.6,66,66,66,98,65,65,0,,0,1,SSE,66,68,68,65,0,0,0,0,0,0,0,0,0,0,0.015
7/30/2022 2:30,29.77,72,68,61,73,12.6,66,66,66,99,65,65,0,,0,2,SSE,66,68,68,65,0,0,0,0,0,0,0,0,0,0,0.012
7/30/2022 3:00,29.77,72,69,62,73,12.8,66,66,65,99,65,65,0,,0,2,SSE,66,68,68,65,0,0,0,0,0,0,0,0,0,0,0.01
7/30/2022 3:30,29.77,72,69,62,73,12.8,66,66,66,99,65,65,0,,0,0,,66,68,68,65,0,0,0,0,0,0,0,0,0,0,0.012
7/30/2022 4:00,29.77,72,69,62,73,12.8,65,66,65,99,65,65,0,,0,2,SSE,65,68,68,65,0,0,0,0,0,0,0,0,0,0,0.008
7/30/2022 4:30,29.77,72,69,61,73,12.8,65,65,65,99,65,65,1,SSE,0.5,5,W,65,67,67,65,0,0,0,0,0,0,0,0,0,0,0.006
7/30/2022 5:00,29.77,72,70,62,73,13.1,65,65,65,99,65,65,1,WNW,0.5,3,WNW,65,68,68,65,0,0,0,0,0,0,0,0,0,0,0.008
7/30/2022 5:30,29.78,72,70,62,73,13.1,65,65,65,98,65,65,1,N,0.5,4,S,65,67,67,65,0,0,0,0,5,0,0,0,0,0,0.006
7/30/2022 6:00,29.78,72,70,62,72,13.1,66,66,65,96,65,65,0,,0,2,SSW,66,68,68,66,0,0,24,1.03,77,0,0,0,0,0,0.021
7/30/2022 6:30,29.8,72,70,62,73,13.1,69,69,66,95,68,68,0,,0,2,SSW,69,72,72,76,0,0,126,5.42,179,0,0,0,0,0,0.092
7/30/2022 7:00,29.8,74,70,63,75,13,70,70,70,92,67,68,1,NE,0.5,4,NNE,70,72,72,76,0,0,147,6.32,246,0,0,0,0,0,0.098
7/30/2022 7:30,29.81,75,70,64,76,13,69,70,69,94,67,68,1,ENE,0.5,4,ENE,69,72,72,76,0,0,167,7.18,341,0,0,0,0,0,0.09
7/30/2022 8:00,29.81,76,70,66,78,12.9,73,73,69,89,69,70,2,NNE,1,5,N,73,75,75,82,0,0,311,13.38,431,0.01,0,0.1,1,0,0.165
7/30/2022 8:30,29.82,78,70,68,81,12.9,74,74,73,84,69,70,3,NNE,1.5,7,NE,74,76,76,83,0,0,361,15.53,675,0,2,0.4,4,0,0.181
7/30/2022 9:00,29.82,81,69,70,84,12.5,75,75,73,83,69,71,3,NE,1.5,7,NNE,75,77,77,84,0,0,356,15.32,645,0.01,3,0.7,6,0,0.202
7/30/2022 9:30,29.82,82,68,71,87,12.3,75,75,74,87,70,71,3,NNE,1.5,6,ENE,75,77,77,84,0,0,370,15.92,519,0,4,0.8,6,0,0.2
7/30/2022 10:00,29.81,85,67,73,91,12.1,74,75,74,86,70,71,3,NE,1.5,7,NNE,74,77,77,85,0,0,452,19.45,589,0.01,5,1.1,8,0,0.196
7/30/2022 10:30,29.81,87,65,73,95,11.6,77,77,74,84,72,73,3,NE,1.5,7,NE,77,80,80,89,0,0,505,21.73,670,0,6,1.2,8,0,0.246
7/30/2022 11:00,29.81,88,64,74,97,11.3,77,77,77,83,71,73,4,NNE,2,7,NNE,77,80,80,89,0,0,485,20.87,661,0.01,6,1.2,10,0,0.246
7/30/2022 11:30,29.8,90,62,75,100,11,77,78,77,81,70,72,6,NE,3,11,NE,77,79,79,89,0,0,538,23.15,631,0,7,1.4,8,0,0.244
7/30/2022 12:00,29.77,92,61,76,104,10.8,78,79,77,74,69,71,4,NE,2,10,ENE,78,81,81,92,0,0,907,39.02,1176,0,11,2.4,14,0,0.275
7/30/2022 12:30,29.76,93,59,77,107,10.4,81,81,78,77,73,75,5,NNE,2.5,10,NNE,81,87,87,96,0,0,960,41.3,1141,0.02,10,2.2,13,0,0.337
