t_air_is,windspeed_is,tp_is,ghi_is,e_is,ghi_r,t_air_r,e_r,tp_r,windspeed_r
23.61111111,2.68224,0,442.5,0.254,596.3412,20.378601,-0.41587752,0.3800546,2.1912203
24.16666667,2.01168,0,469,0.254,653.8684,20.673004,-0.4565138,1.9555119,2.044473
22.5,2.45872,0,331.5,0.254,579.1234,21.201385,-0.41778907,2.2349403,2.714967
20.83333333,2.45872,1.27,70.5,0.254,325.51813,19.90738,-0.27561584,1.7972232,2.1100864
19.72222222,2.90576,3.556,19,0,248.39058,18.32309,-0.24276534,0.85831296,1.5569576
19.44444444,3.79984,2.54,12.5,0,105.56899,17.85556,-0.11080488,0.42624912,1.5284307
19.44444444,2.90576,0,0,0,33.296562,17.212463,-0.044438057,0.15166682,1.0122734
18.88888889,1.1176,0,0,0,0,16.888092,0.002405344,0.08964352,0.45060748
18.88888889,0.67056,0,0,0,0,16.49115,0.0156787,0.07914472,0.36455256
18.88888889,0.44704,0,0,0,0,16.323212,0.011200551,0.06525405,0.9266518
18.88888889,0,0,0,0,0,16.289093,0.007334543,0.057662837,0.8182008
18.61111111,0,0,0,0,0,16.034027,0.002330169,0.10531069,0.6556604
18.33333333,0,0,0,0,0,16.274323,-0.003060792,0.08528261,0.6127269
18.61111111,0.22352,0,0,0,0,16.49701,0.000321976,0.05297875,0.92257816
18.61111111,0,0,0,0,0,16.141785,-0.000322354,0.056209043,0.49973774
18.33333333,0.44704,0.254,0,0,0,15.994507,-0.006121409,0.094489194,0.45669168
18.05555556,0,0,0,0,0,16.07663,-0.004413916,0.14682114,0.74495
18.33333333,0.44704,0,0,0,0,15.980591,-0.012371485,0.33466798,0.651356
18.05555556,0,0,26,0,7.732257,16.756653,-0.01786984,0.28039747,0.056730904
19.16666667,0,0,127,0,75.17951,17.313263,-0.052116405,0.3810241,0.7767162
21.66666667,0.67056,0,313,0,197.41177,19.0318,-0.12548505,0.8106646,1.142441
21.11111111,0.67056,0,249.5,0.254,248.5554,19.275146,-0.18210089,1.2225384,1.8674636
21.11111111,0.89408,0,200,0.254,242.06693,19.11438,-0.17233917,1.6416805,2.4961317
19.44444444,2.45872,1.016,114.5,0,336.7868,19.583008,-0.2608283,1.2789085,2.2743552
20.83333333,1.1176,0,343.5,0,546.681,20.345581,-0.4167259,0.89077836,2.384716
21.11111111,1.34112,0,318,0.254,795.0267,19.42743,-0.53611106,1.1748904,2.7460244
21.94444444,0.89408,0,294.5,0.254,672.5846,19.396149,-0.5413624,0.47971216,2.5986943
21.66666667,1.34112,0,300.5,0.254,563.80884,19.672943,-0.44014758,0.38296217,2.5639389
20.27777778,1.1176,1.016,142.5,0.254,421.70654,18.729828,-0.32662594,0.29848748,2.53699
20,0.89408,0.254,46.5,0,176.95729,17.445374,-0.1421412,0.24890108,1.7612429
19.72222222,1.1176,0.508,0,0,38.07677,17.689148,-0.0367919,0.05863188,0.8654673
19.16666667,0.44704,3.556,0,0,0,17.383453,-0.005423353,0.0629928,0.23825212
18.88888889,0,0.254,0,0,0,16.891998,-0.003705121,0.066223085,0.40972406
18.61111111,0.44704,0,0,0,0,16.56134,-0.002341287,0.035696197,0.32849786
18.61111111,0.44704,0,0,0,0,16.893524,-0.004875678,0.019059516,0.677848
18.33333333,0,0,0,0,0,17.025177,-0.003307796,0.024389941,0.5833448
18.88888889,0.44704,0,0,0,0,16.850708,-0.002641958,0.003392343,0.81901824
18.33333333,0,0,0,0,0,17.125122,-0.002427201,0.010014512,0.94674283
18.61111111,0.22352,0,0,0,0,16.771637,2.13E-05,0.038119033,1.0188186
18.33333333,0.22352,0,0,0,0,16.514618,-0.001138513,0.17217965,0.76778084
18.05555556,1.34112,0,0,0,0,15.2821045,-0.001460692,0.3466201,0.7191535
18.88888889,1.34112,0,0,0,0,15.315979,-0.003350753,0.022936147,0.95546365
18.88888889,1.56464,0.254,0,0,15.869062,15.809174,-0.009160518,0.07252255,0.9709173
18.88888889,1.1176,5.588,1.5,0,110.94858,16.266724,-0.079124905,0.08818973,0.7440608
18.88888889,1.56464,6.604,15,0,265.81808,17.166626,-0.2064891,0.050555915,0.9072872
18.88888889,0.89408,3.81,97.5,0,372.49594,17.523804,-0.27773142,0.102080405,1.3128506
19.72222222,2.2352,0.254,336.5,0,418.49976,17.780182,-0.31039935,0.13874517,1.5235491
21.11111111,0.89408,0,320,0.254,420.5677,18.690277,-0.3131163,0.27135247,1.4411019
20.83333333,1.56464,0,278,0.254,485.06293,18.972717,-0.35242096,0.2613384,1.4220148
20.27777778,1.34112,0,215.5,0.254,237.99101,19.591919,-0.23579574,0.92598933,1.4971532
20,0.67056,0.254,202,0,225.40364,18.465637,-0.22646357,1.162453,1.1534549
20,0.89408,0,177,0,104.55,18.231628,-0.1292759,0.9884974,0.7406057
20,1.34112,0,86.5,0,93.640976,18.179047,-0.10554279,0.74767226,0.9219748
19.72222222,0,0,34,0,34.914932,18.643127,-0.048604764,0.6208797,0.49882206
19.44444444,0,0,2,0,8.811146,18.720032,-0.016301928,0.49392554,1.1759981
20.55555556,0.22352,0,0,0,0,18.25357,-0.013627927,0.56741714,1.4694393
19.72222222,0.22352,0,0,0,0,17.24527,-0.008924282,0.73620445,1.7791754
19.16666667,0.22352,0,0,0,0,17.503174,-0.013617188,0.39394525,1.7747693
19.44444444,0.44704,0,0,0,0,17.211609,-0.013488345,0.45580742,1.7333463
20,0.67056,0,0,0,0,17.185303,-0.010835793,0.10579545,1.4905117
19.16666667,0.22352,0,0,0,0,17.143372,-0.005015289,0.020513311,1.1141608
18.88888889,0.22352,0,0,0,0,16.8844,-0.009987416,0.23420295,1.1338089
19.16666667,0,0,0,0,0,16.776855,-0.002749352,0.18461654,1.4199417
18.33333333,0.22352,0,0,0,0,16.70929,-0.009257171,0.053463038,1.4853522
18.33333333,0.22352,0,0,0,0,16.483124,-0.006797956,0.047164038,1.3009635
18.61111111,0.44704,0,1,0,0,16.281708,-0.001965411,0.2708677,1.0526038
18.88888889,0.44704,0,47.5,0,8.946007,16.256073,-0.004553498,0.4230188,0.7931157
21.66666667,0.44704,0,271,0,64.28545,17.216583,-0.048712157,0.20173751,1.0471293
20.83333333,0.44704,0,161,0,169.3,19.189545,-0.13458095,0.050555915,0.88246524
21.66666667,1.1176,0.254,330,0.254,352.62592,19.779175,-0.28068465,0.035211444,0.5291134
22.5,1.1176,0,439.5,0.254,612.8246,21.202026,-0.44033015,0.3209389,0.95710295
23.33333333,0.89408,0,379,0.254,563.4492,20.595001,-0.47420087,8.123442,1.0333323
24.44444444,2.01168,0,636,0.254,469.47855,19.777222,-0.4583287,7.459114,0.57258433
22.77777778,2.45872,4.572,292.5,0.508,431.85132,20.756012,-0.4002201,0.98898166,0.940061
21.38888889,1.34112,6.604,230.5,0,466.3317,19.842834,-0.42039862,1.8133751,1.5056301
21.38888889,2.45872,0,194.5,0.254,258.8201,19.832214,-0.25506145,0.9989957,1.3549715
20.27777778,0.89408,18.034,28,0,201.7574,18.83368,-0.19350567,1.0199933,1.2394797
20,2.2352,3.556,7,0,72.9018,18.338318,-0.08924102,0.668528,0.63424873
19.72222222,2.45872,2.54,0,0,11.538403,18.560364,-0.031551287,0.8734958,0.72588015
19.44444444,1.34112,4.572,0,0,0,18.723083,-0.012725853,1.0432522,0.39219943
19.16666667,1.56464,0.762,0,0,0,18.210999,-0.012188917,2.1543422,0.3274873
18.88888889,1.34112,0.508,0,0,0,17.902039,-0.010288117,0.9235665,0.43245766
18.88888889,1.56464,0,0,0,0,17.819275,-0.003329275,0.6236257,0.82637554
18.88888889,0,0,0,0,0,17.58725,-0.000687491,0.30333316,0.7636846
18.88888889,0.44704,0,0,0,0,17.57486,-0.000161264,0.14455989,0.7209821
18.33333333,0.44704,0,0,0,0,17.448181,-0.002147979,0.7610782,0.9165973
18.33333333,1.34112,0,0,0,0,16.916107,0.000472326,0.25180867,0.5427364
18.61111111,0,0,0,0,0,16.730133,0.000107189,0.21740514,0.91641396
18.61111111,0.22352,1.524,0,0,0,16.739044,0.000493805,0.37860125,0.5059465
18.05555556,0.67056,2.54,0,0,0,16.820312,0.008462113,0.5483576,0.58710676
17.77777778,0.44704,1.016,6,0,9.2606945,17.302612,0.006582792,0.44821575,0.8211103
18.05555556,0.67056,0,49,0,59.01073,17.301117,-0.032238577,0.6404235,0.6338695
18.61111111,0.44704,0,99.5,0,69.71,17.27893,-0.040378712,1.050036,0.09956143
21.11111111,0.89408,0,449.5,0,190.06914,17.99112,-0.12598978,1.2655026,0.35392582
21.38888889,0.89408,0.254,362,0.254,293.52524,18.43805,-0.2070153,1.4623941,1.4581692
20.83333333,1.34112,0,265.5,0.254,404.83347,20.052734,-0.291037,2.0671217,1.724269
20.55555556,1.1176,0,314.5,0,469.17886,19.965393,-0.3372468,2.793796,1.6842188
23.05555556,1.78816,0,554,0.254,148.54584,20.042297,-0.114896424,0.8526598,1.8309983
21.11111111,1.56464,0,236.5,0.254,222.60147,20.613037,-0.15660657,0.85685915,2.0053115
21.94444444,1.34112,0,305,0.254,165.29903,19.118927,-0.1433869,0.79483587,1.7791489
21.11111111,1.34112,0,175.5,0.254,132.31712,19.055054,-0.12921147,0.08011377,0.39902672
20.27777778,1.34112,0,71.5,0,96.89271,19.120026,-0.08803826,0.020028558,0.6614158
20,0.89408,0,4,0,19.780138,18.063477,-0.015979778,0.023905188,1.018598
19.72222222,0,0,0,0,0,17.173798,0.001460314,0.002907589,0.36292452
19.44444444,0.89408,0,0,0,0,17.42517,0.001965032,0.010499265,0.54169583
18.88888889,0.44704,0,0,0,0,16.677338,0.001309963,0.008076429,0.42836884
18.88888889,0.22352,0,0,0,0,16.686462,0.000504544,0.011468306,0.84985524
19.16666667,0.22352,0,0,0,0,16.15091,0.000762288,0.040541403,1.263887
18.88888889,0,0,0,0,0,16.522888,0.000311236,0.05007116,1.0966994
18.33333333,0.22352,0,0,0,0,16.74057,-0.002502376,0.12630829,0.46255103
18.33333333,0.44704,0,0,0,0,16.276947,-0.002824527,0.022936147,0.6002219
18.33333333,0,0,0,0,0,16.921997,-0.002029847,0.04813308,0.86202496
18.33333333,0.89408,0,0,0,0,15.618622,-0.000333093,0.04247995,0.50198895
18.33333333,0.22352,0,0.5,0,0,15.4661255,-0.001933193,0.027620234,0.6756197
19.16666667,0.22352,0,52,0,17.037882,15.61145,-0.007882598,0.05394779,0.6325737
20.27777778,0.44704,0,175,0,102.81177,16.733612,-0.07242381,0.1158095,0.14265847
21.94444444,0.44704,0,237.5,0.254,222.79626,18.90451,-0.18427016,0.071068764,0.356317
23.88888889,0.89408,0,388,0.254,383.53986,19.999054,-0.31088263,0.052493997,0.9460452
23.33333333,1.56464,0.254,391.5,0.254,604.85266,20.717316,-0.4705711,0.31657797,1.7371217
22.22222222,1.34112,0,370.5,0.254,522.73505,20.441833,-0.3975998,0.3538886,1.7397523
22.5,1.78816,0,410,0.254,749.2626,20.28714,-0.5199596,0.48633432,1.8288587
20,2.90576,3.048,114,0.254,241.4825,19.078735,-0.2739513,3.5805557,0.9388935
19.44444444,1.78816,5.08,37.5,0,311.89682,18.866028,-0.289555,0.3433898,0.4402102
19.72222222,1.1176,0,114.5,0,308.1805,19.297516,-0.24156258,0.77674586,1.1019291
20.27777778,0.67056,0,118.5,0,215.06404,18.993347,-0.160827,1.1983104,1.3652755
20,0.22352,0,45.5,0,111.80274,18.82193,-0.063188285,0.5469038,1.0884973
19.44444444,0.67056,0,5.5,0,21.713194,18.393494,-0.001449953,0.57791543,0.43354863
19.72222222,0.44704,0,0,0,0,17.770386,0.005133043,0.06444659,0.4050196
19.44444444,0.44704,0,0,0,0,16.717316,0.004746427,4.66E-07,0.41589004
19.72222222,0.22352,0,0,0,0,16.23825,0.002587913,4.66E-07,0.44346404
19.44444444,0.22352,0,0,0,0,16.326263,-0.000569358,4.66E-07,0.4177144
19.44444444,0.22352,0,0,0,0,15.735748,0.000236061,4.66E-07,0.45121548
19.72222222,0,0,0,0,0,15.382904,0.001105917,0.000484753,0.684516
18.88888889,0,0,0,0,0,15.463287,-0.002094283,0.011468306,0.8322131
18.88888889,0,0,0,0,0,15.123505,0.000193104,0.00387663,0.72509676
18.88888889,0,0,0,0,0,14.139526,0.000708591,0.006622635,0.607901
18.88888889,0,0,0,0,0,14.784363,0.00136366,0.004846137,0.6084864
18.88888889,0,0,1,0,0,14.374817,-0.000139786,0.004361384,0.812109
19.16666667,0.44704,0,50,0,18.131805,15.405945,-0.007603376,0.001938548,1.0623946
20.55555556,0.67056,0,240.5,0,130.02444,17.425598,-0.07526964,0.006622635,0.43352318
23.05555556,1.34112,0.254,509,0.254,292.8659,19.918457,-0.2119767,0.008076429,1.3134936
23.88888889,1.78816,0,446.5,0.254,492.27066,20.96762,-0.36068997,0.062023755,1.9664145
23.61111111,1.34112,0,439.5,0.254,678.90826,20.771423,-0.47776622,0.31900033,2.3043368
23.88888889,2.01168,0,403.5,0.254,584.51807,21.007355,-0.44525936,0.7552635,2.0534616
20.27777778,3.57632,1.27,216,0.254,627.1652,22.350708,-0.46303234,0.19075441,2.2532642
22.22222222,2.01168,0,499.5,0.254,405.37292,22.126251,-0.34454927,2.7026992,2.213819
21.66666667,2.2352,0,306.5,0.254,326.1325,20.17981,-0.2966857,2.7117445,1.5011127
20.83333333,0.89408,0,205,0,279.61923,18.88733,-0.26058128,0.6900099,1.0142611
20.55555556,1.1176,0,117.5,0,157.5218,18.555145,-0.16109547,0.31237817,0.7100712
20.83333333,0,0,68,0,70.129585,18.163849,-0.06996456,0.25649276,1.0142039
20,0.44704,0,6.5,0,22.49243,17.549225,-0.014938094,0.20787539,0.3687078
19.72222222,0.22352,0,0,0,0,17.516846,0.001331442,0.037149526,0.64323133
19.44444444,0.44704,0,0,0,0,17.219421,0.001105917,0.01437543,0.698732
19.16666667,0.22352,0,0,0,0,17.364532,0.000472326,0.005653594,0.9581255
18.88888889,0,0,0,0,0,17.573334,0.000332715,0.041026156,0.5930129
18.88888889,0,0,0,0,0,16.918518,-0.000644533,0.21272106,0.75197774
18.88888889,0,0,0,0,0,16.018188,-1.75E-07,0.20496827,0.58188266
18.33333333,0,0,0,0,0,15.834595,-0.000762666,0.07914472,0.6827725
19.16666667,1.1176,0,0,0,0,15.921722,-0.000784145,0.0314964,0.56225413
18.61111111,0.89408,0,0,0,0,15.491333,0.002974499,0.03101211,0.5336576
18.88888889,0,0,0,0,0,15.787445,-0.000633794,0.034403987,1.0721107
18.88888889,0,0,1,0,0,15.56192,-0.002631219,0.032950193,0.8599247
19.44444444,0,0,81.5,0,14.955,15.834808,-0.005960319,0.024874229,0.5406965
22.77777778,0.44704,0,322,0,143.00139,17.096893,-0.079264514,0.025681686,0.6607295
23.88888889,1.1176,0,494,0.254,271.82703,18.966858,-0.1870086,0.11209445,1.3774953
25.55555556,1.78816,0,699,0.254,417.43582,19.332062,-0.2955044,0.12679306,1.7902406
25.55555556,2.90576,0,684,0.508,494.57834,19.97647,-0.33938384,0.18687779,2.309189
23.88888889,3.57632,0,314,0.254,595.33716,20.617828,-0.40099335,0.08205184,2.5853624
23.61111111,3.3528,0,410,0.254,730.26166,22.590332,-0.48488614,0.60844284,1.8802127
21.66666667,4.69392,0,225,0.254,426.48672,21.399078,-0.37386668,0.8106646,2.277808
20.27777778,4.02336,0.508,125.5,0,426.0971,18.658997,-0.34340024,0.53123665,1.4155166
19.44444444,2.2352,1.016,67.5,0,383.01538,17.844055,-0.328516,0.5893833,1.4233279
19.44444444,0.44704,0.508,88,0,189.75444,17.754974,-0.18168208,0.84296846,0.8679967
19.72222222,0,0,48,0,56.4783,16.927856,-0.07990888,0.14875922,0.82951576
19.16666667,0.44704,0,6.5,0,22.192709,16.634125,-0.016259,0.04151091,0.7854958
18.88888889,0.44704,0,0,0,0,16.45401,0.001352921,0.026651192,0.50115556
19.44444444,0.67056,0,0,0,0,16.364716,0.002663088,0.03101211,0.39885604
19.16666667,0,0,0,0,0,16.00232,0.00342555,0.03763428,0.52101696
18.88888889,1.1176,0,0,0,0,16.067505,0.000493805,0.14359085,0.46098092
18.33333333,2.01168,7.366,0,0,0,16.035553,0.00121331,0.15021302,0.523638
18.33333333,1.56464,0.254,0,0,0,16.218933,0.001191831,0.1536049,0.553781
18.33333333,2.01168,0,0,0,0,15.769196,0.00643247,0.33612177,0.47281122
18.33333333,1.56464,0,0,0,0,15.876312,0.00788222,0.27183676,0.80063385
18.33333333,0.44704,0.762,0,0,0,15.401794,0.006260641,0.21272106,0.93405205
18.33333333,0.22352,0,0,0,0,16.14853,0.006593531,0.20545256,0.15862891
18.33333333,0,0,0,0,0,16.097473,0.006636488,0.18170941,0.50401556
18.33333333,0.22352,0,20,0,17.322603,16.302582,-0.000773405,0.053463038,0.14094578
18.61111111,0.67056,0,110.5,0,114.48503,16.913513,-0.052932564,0.060085207,0.27421573
20.55555556,1.1176,0,286.5,0,300.31345,18.382416,-0.20962489,0.062023755,1.1483386
20.27777778,1.34112,0.254,265.5,0.254,507.04584,18.908417,-0.39495802,0.07720664,2.0532358
20.55555556,2.90576,0,368,0.254,624.2132,19.315338,-0.45345315,0.11629425,2.5347917
21.94444444,2.2352,0,439.5,0.254,715.1868,19.544342,-0.4893965,0.18170941,2.7635078
21.38888889,2.2352,0,298,0.254,713.9731,19.762909,-0.48541236,0.122593254,2.528361
21.66666667,2.2352,0,326,0.254,698.1939,20.299744,-0.48061204,0.41058195,2.518783
21.66666667,2.01168,0,236.5,0,541.676,19.438965,-0.37137523,0.07865997,2.2262456
21.94444444,2.01168,0,290.5,0.254,435.71747,20.718414,-0.29831803,0.023905188,2.0703878
21.38888889,1.56464,0,243,0.254,253.86008,18.77414,-0.19236736,0.000484753,2.0225167
20.27777778,1.56464,0,89.5,0,171.24802,18.336792,-0.12009409,0.000484753,1.7847297
19.72222222,0.67056,0,7.5,0,42.24257,17.635895,-0.028458454,4.66E-07,0.89045423
18.88888889,0.22352,0,0,0,0,16.830963,-0.002233894,4.66E-07,1.1821277
18.88888889,0,0,0,0,0,16.519836,-0.001278124,4.66E-07,0.8867304
18.88888889,0,0,0,0,0,16.441833,-0.00260977,4.66E-07,0.62515056
18.05555556,0.67056,0,0,0,0,15.788757,-0.002738612,4.66E-07,0.60246855
18.33333333,0.89408,0,0,0,0,15.607117,-0.003340014,0.000969507,0.8754549
18.33333333,0.44704,0,0,0,0,16.211975,-0.00498307,0.01437543,0.85861003
18.61111111,0.22352,0,0,0,0,16.571991,-0.003458146,0.012437347,0.8998611
17.77777778,0.44704,0,0,0,0,15.017029,-0.004134694,4.66E-07,0.9033146
18.33333333,0.22352,0,0,0,0,14.931,-0.004617934,0.002907589,0.8315398
17.5,0,0,0,0,0,15.570831,-0.005369657,0.001938548,0.91882926
17.77777778,0.44704,0,0,0,0,14.946655,-0.005756272,0.004846137,0.63833046
18.61111111,0.67056,0,22,0,18.926006,15.747253,-0.010481425,0.003392343,0.4921808
19.72222222,0.44704,0,196,0,168.85045,18.876251,-0.076096535,0.007591676,0.4419907
22.22222222,1.1176,0,353.5,0.254,357.5859,20.238922,-0.18955374,0.004846137,1.7198153
24.44444444,1.34112,0,529,0.254,499.14874,21.001282,-0.28743944,0.09255065,2.4614084
26.11111111,2.2352,0,622,0.508,523.1697,19.704681,-0.33019128,0.27603656,2.7244978
25,1.78816,0,599.5,0.254,668.71844,20.239136,-0.40063894,0.2183742,2.6373985
26.11111111,2.45872,0,847,0.508,790.5911,21.437317,-0.5108637,0.3614803,2.920319
26.38888889,2.45872,0,820,0.508,663.7135,21.442749,-0.47890452,0.38522342,2.974156
24.16666667,2.90576,0,313.5,0.508,656.05615,20.712341,-0.4826202,0.47728932,2.9328723
22.77777778,2.90576,0,143.5,0,466.7663,20.034912,-0.3583596,0.56321734,2.4182513
21.38888889,2.2352,0,47.5,0,291.6671,17.978088,-0.23127463,1.9521201,1.2427777
21.11111111,1.56464,0,30,0,139.67476,17.769531,-0.118783936,0.2889582,0.7977837
20.55555556,2.45872,0,2.5,0,22.312605,17.350647,-0.033538003,0.12113945,0.7408619
20.27777778,2.2352,0,0,0,0,17.397125,-0.001106295,0.07526809,0.5712256
20,1.56464,0,0,0,0,17.306976,0.000665634,0.00516884,0.9329787
19.72222222,0.89408,0,0,0,0,17.190735,-0.000504922,0.057662837,0.9531077
20,0.67056,0,0,0,0,17.474274,-0.000247179,0.14116801,0.99815774
19.72222222,0.22352,0,0,0,0,16.48877,0.000279018,0.1653959,0.662465
19.44444444,0,0,0,0,0,16.700378,-0.000601576,0.1531206,0.7038653
19.44444444,0.22352,0,0,0,0,16.54657,-0.000279397,0.07865997,0.28212962
19.44444444,0.22352,0,0,0,0,16.262817,-0.000955944,0.054916833,0.48728177
19.16666667,0.44704,0,0,0,0,15.527374,8.57E-05,0.03860332,0.57696587
18.88888889,1.56464,0,0,0,0,15.479584,0.000665634,0.019059516,0.5562544
19.16666667,0.67056,0,0,0,0,15.494568,-0.00054788,0.010499265,0.5677298
18.88888889,0.22352,0,9.5,0,16.888056,15.72641,-0.006175106,0.021482352,0.69907343
19.16666667,0.44704,0.508,22,0,118.83066,16.729065,-0.06314533,0.060085207,0.95729715
18.88888889,0.89408,0.508,42.5,0,229.80923,18.849304,-0.15958127,0.24034083,1.4582771
18.88888889,0.67056,4.826,57.5,0,331.06256,19.029205,-0.22151291,0.98462075,1.4833913
19.16666667,0.89408,10.414,81,0,376.3171,18.518219,-0.29832876,0.7515489,1.4667388
21.11111111,0.89408,0,391.5,0,527.74005,20.073792,-0.40384987,1.0776557,1.7577857
21.66666667,1.1176,0,347,0.254,408.89438,20.441833,-0.34251964,1.5488069,1.7932665
22.22222222,1.1176,0,332,0.254,329.72888,21.804718,-0.28554937,0.6494685,1.927593
21.66666667,1.1176,0.254,193.5,0.254,344.99854,21.832977,-0.29939193,6.1102676,1.7296401
19.44444444,2.2352,0.254,64,0,277.61124,20.259125,-0.25539437,5.8193717,1.6071206
19.72222222,0.67056,0,72,0,134.90952,17.694122,-0.12714958,3.5285466,0.9906275
19.16666667,1.1176,0,23,0,44.565243,17.719757,-0.03744697,0.78159106,1.08119
19.72222222,1.56464,0,1,0,13.891042,17.4747,0.005272654,0.65899825,0.6927599
19.44444444,1.78816,0.254,0,0,0,17.294373,0.009181648,0.7114918,0.27195165
19.44444444,1.78816,0,0,0,0,16.550903,-0.000773405,0.40622103,0.48202613
18.88888889,0.22352,0,0,0,0,16.725586,-0.008838368,0.122108966,0.7369721
18.88888889,0.44704,0,0,0,0,17.197266,-0.005326728,0.026166439,0.38664156
18.88888889,0.67056,0,0,0,0,16.603271,0.000987813,0.009529758,0.34585518
19.16666667,1.1176,0,0,0,0,16.861145,-0.001471432,0.006622635,0.39063737
18.61111111,0.89408,0,0,0,0,16.729065,-0.001213688,0.009045471,0.4673265
18.61111111,1.1176,0,0,0,0,16.239563,-0.001471432,0.004846137,0.3443908
17.77777778,0.44704,0,0,0,0,15.945618,-0.002233894,0.010499265,0.76760197
18.33333333,0.67056,0,0,0,0,15.346405,-0.002029847,0.009045471,0.46670735
17.77777778,0.89408,0,0,0,0,14.993561,-0.002244633,0.023905188,0.9405558
18.88888889,0.44704,0,101.5,0,15.149792,15.791351,-0.008236966,0.019059516,0.9097047
19.72222222,0.89408,0,210.5,0,110.454094,17.023895,-0.07423869,0.008076429,0.42943108
22.22222222,1.1176,0,361,0.254,232.5365,18.39392,-0.17547496,0.30042604,1.0322541
24.72222222,1.34112,0,684.5,0.254,401.35693,19.638397,-0.31981745,0.2227351,1.7789699
26.11111111,2.2352,0,682.5,0.508,643.49884,20.40512,-0.45434448,0.08447468,2.0942795
23.61111111,2.2352,0,272.5,0.254,693.2638,21.00238,-0.45234707,0.7257056,2.5487158
23.61111111,2.2352,0,574.5,0.254,512.5453,20.179596,-0.3970199,2.6636117,2.2135415
25,1.1176,0,494.5,0.254,550.0826,21.10556,-0.4351325,0.42528006,1.9469143
23.88888889,0.44704,0,228.5,0.254,483.7742,21.343689,-0.38896567,0.842161,1.8385565
23.88888889,1.56464,0,182,0,362.33615,20.950867,-0.33695686,1.3456159,1.2208625
23.61111111,1.1176,0,214.5,0,127.47698,18.51538,-0.1417868,0.21272106,0.5506324
22.77777778,0.67056,0,127,0.254,76.97771,18.149078,-0.08155193,0.088674486,0.39776778
21.11111111,0.67056,0,3.5,0,17.652292,18.527985,-0.02532269,0.05200971,0.72363967
20.55555556,1.1176,0,0,0,0,17.66632,-0.000612316,0.021967106,0.40181586
20,0.89408,0,0,0,0,16.811615,-0.00228759,0.010983553,0.22168542
20,0.67056,0,0,0,0,15.605591,-0.005423353,0.013406388,0.45725262
19.72222222,0.22352,0,0,0,0,16.65149,-0.007646333,0.001938548,0.09603643
19.44444444,0.67056,0.254,0,0,0,16.752075,-0.006185845,0.007107388,0.1343819
18.88888889,0.44704,0,0,0,0,16.513977,-0.001202949,0.009045471,0.4049586
19.44444444,0.89408,0,0,0,0,16.288239,-0.001095556,0.063477546,0.68840516
19.72222222,0.44704,0,0,0,0,16.001007,-0.000451226,0.017121434,0.649663
18.88888889,0,0,0,0,0,16.465088,-1.75E-07,0.00387663,0.79789466
18.88888889,0.44704,0,0,0,0,16.011658,0.000977074,0.013406388,0.79263544
18.88888889,0,0,0,0,0,15.700745,-0.000451226,0.002907589,0.96416485
18.61111111,0.44704,0,32,0,14.190763,15.822205,-0.013348734,0.28653535,0.58501685
20.27777778,0.67056,0,165,0,86.29833,17.246796,-0.0740239,0.45015383,0.25653222
21.66666667,0.67056,0,241,0,170.90337,19.943237,-0.15705761,0.2665068,0.5233782
23.33333333,1.34112,0,372,0.254,376.21222,21.898132,-0.291284,0.28378937,1.4192597
25.55555556,1.56464,0,491,0.254,411.30698,22.411316,-0.2938506,0.8344082,1.8295585
22.5,2.68224,3.81,175.5,0.254,616.1063,23.690125,-0.41594195,0.8544363,1.8273077
21.66666667,0.89408,2.032,237.5,0,521.04175,21.535522,-0.3645345,2.2788732,2.1986024
22.77777778,0.67056,0.508,324.5,0.254,560.76685,20.367523,-0.42291155,0.31431672,2.421931
23.33333333,1.1176,1.27,455.5,0.254,558.7139,18.362,-0.42127922,0.52736,2.1621566
21.38888889,0.89408,0,115.5,0,406.42188,20.129639,-0.31759447,0.31996983,1.5176008
20.83333333,1.34112,0,63,0,206.07307,18.838226,-0.17472322,0.22176607,1.2197416
20.55555556,0.22352,0,55,0,117.07743,18.536469,-0.099679306,0.4491848,0.51643276
20.55555556,0.22352,0,5,0,28.980904,17.784515,-0.028458454,0.021967106,0.16779225
20.27777778,0.67056,0,0,0,0,17.51184,-0.006862392,0.004361384,0.5280441
19.72222222,1.1176,7.62,0,0,0,17.040161,-0.001933193,0.001453795,0.62456924
18.88888889,1.1176,12.954,0,0,0,16.648224,0.000622676,0.004361384,0.56466866
19.16666667,0.22352,0,0,0,0,16.585876,0.000955595,0.000484753,0.9671413
18.88888889,0,0,0,0,0,16.656067,-0.000644533,4.66E-07,0.81327
18.88888889,0.22352,0,0,0,0,16.094208,0.000193104,0.003392343,0.866582
18.61111111,0,0,0,0,0,16.23349,-0.000204222,0.004361384,0.7284798
18.88888889,0.22352,0,0,0,0,15.955597,-0.000773405,0.009529758,0.56973153
18.33333333,0.22352,0,0,0,0,16.024261,-0.000837812,0.012437347,0.5974019
18.33333333,0.22352,0.254,0,0,0,15.627533,-0.001406996,0.012437347,0.45436442
18.33333333,1.34112,0,0,0,0,15.41745,-0.001707696,0.009529758,0.40036368
18.61111111,0.67056,0,9.5,0,9.2606945,15.585815,-0.004102476,0.06525405,0.28467917
18.61111111,0.22352,0.508,8,0,81.51816,16.207397,-0.04677914,0.01954427,0.033815287
18.61111111,0,1.016,13,0,225.6584,18.775238,-0.1434943,0.10870257,0.91458005
