valid_time,latitude,longitude,tp,ssrd,e,u10,v10,t2m
2022-01-05 14:00:00,0.0,33.75,0.0,1459584.0,-0.0003093488,3.7479706,1.8081665,297.9879
2022-01-05 15:00:00,0.0,33.75,0.0,883136.0,-0.00030442118,4.189789,1.1481171,298.17957
2022-01-05 16:00:00,0.0,33.75,0.0,168576.0,-0.00026668725,3.5837708,0.7362213,298.239
2022-01-05 17:00:00,0.0,33.75,0.0,0.0,-0.00021380442,2.7253418,0.88401794,298.27982
2022-01-05 18:00:00,0.0,33.75,0.0,0.0,-0.00019119354,2.0752258,1.376358,298.34277
2022-01-05 19:00:00,0.0,33.75,0.0,0.0,-0.00019358029,1.0136871,2.0098877,298.3813
2022-01-05 20:00:00,0.0,33.75,0.0,0.0,-0.00017868192,-0.30021667,2.2009125,298.35046
2022-01-05 21:00:00,0.0,33.75,0.0,0.0,-0.00017388142,-1.5927582,1.9103241,298.2484
2022-01-05 22:00:00,0.0,33.75,0.0,0.0,-0.00017862231,-2.1853333,-0.046218872,298.46277
2022-01-05 23:00:00,0.0,33.75,0.0,0.0,-0.00018259138,-2.0787811,-0.80856323,298.28278
2022-01-06 00:00:00,0.0,33.75,0.0,0.0,-0.0001752344,-1.9750824,-1.3082428,298.02155
2022-01-06 01:00:00,0.0,33.75,0.0,0.0,-0.00016746065,-1.9323425,-1.2386322,297.78867
2022-01-06 02:00:00,0.0,33.75,9.10759e-05,0.0,-0.00016282615,-1.5868988,-0.70124817,297.06805
2022-01-06 03:00:00,0.0,33.75,0.0,0.0,-0.00014565629,-1.2968903,0.1491394,297.0943
2022-01-06 04:00:00,0.0,33.75,0.0,4160.0,-0.00013944088,-0.89245605,0.75823975,297.01038
2022-01-06 05:00:00,0.0,33.75,0.00010585785,391872.0,-0.00013884879,-1.1826172,1.244873,296.70984
2022-01-06 06:00:00,0.0,33.75,9.536743e-07,1250816.0,-0.00012713578,-1.1226196,1.3571625,296.88028
2022-01-06 07:00:00,0.0,33.75,0.0,2109440.0,-0.0001225213,-1.1239166,1.2898712,297.07013
2022-01-06 08:00:00,0.0,33.75,3.385544e-05,2652736.0,-0.00013761269,-0.74116516,1.249588,297.3593
2022-01-06 09:00:00,0.0,33.75,0.00010061264,2968576.0,-0.00015620631,-0.041931152,1.3626251,297.6457
2022-01-06 10:00:00,0.0,33.75,0.0,3378496.0,-0.0001755564,0.505249,1.0148468,297.68097
2022-01-06 11:00:00,0.0,33.75,0.0,3121536.0,-0.00020907656,1.4014587,1.4829865,297.87128
2022-01-06 12:00:00,0.0,33.75,0.0,2734848.0,-0.00025795237,2.4373016,2.2965698,298.0406
2022-01-06 13:00:00,0.0,33.75,0.0,2240512.0,-0.00031062262,3.3084106,2.7237244,298.23444
2022-01-06 14:00:00,0.0,33.75,0.0,1375104.0,-0.0003468853,3.2404175,2.4906006,298.4682
2022-01-06 15:00:00,0.0,33.75,0.0,807680.0,-0.0003181987,2.9417725,2.307373,298.57098
2022-01-06 16:00:00,0.0,33.75,0.0,190208.0,-0.0002816997,2.745346,2.5398102,298.68622
2022-01-06 17:00:00,0.0,33.75,0.0,0.0,-0.00024139276,2.496109,2.511734,298.7213
2022-01-06 18:00:00,0.0,33.75,0.0,0.0,-0.00021927804,2.3446503,2.4136353,298.76355
2022-01-06 19:00:00,0.0,33.75,0.0,0.0,-0.00023448467,2.007843,2.0960693,298.79282
2022-01-06 20:00:00,0.0,33.75,0.0,0.0,-0.00020223274,1.2246094,2.1036072,298.7519
2022-01-06 21:00:00,0.0,33.75,0.0,0.0,-0.00017000409,0.04307556,1.8838959,298.6222
2022-01-06 22:00:00,0.0,33.75,0.0,0.0,-0.0001476726,0.0524292,2.0709686,298.78107
2022-01-06 23:00:00,0.0,33.75,0.0,0.0,-0.00013691233,-0.0062408447,1.8860474,298.6127
2022-01-07 00:00:00,0.0,33.75,0.0,0.0,-0.0001370511,-0.48484802,1.4214935,298.43475
2022-01-07 01:00:00,0.0,33.75,0.0,0.0,-0.0001428239,-1.286087,0.6947632,297.94888
2022-01-07 02:00:00,0.0,33.75,0.00027656555,0.0,-0.00015934929,-2.275116,0.6027527,297.21448
2022-01-07 03:00:00,0.0,33.75,2.861023e-06,0.0,-0.00015921379,-2.9601898,1.5922241,297.13638
2022-01-07 04:00:00,0.0,33.75,0.0,3264.0,-0.00015986478,-2.504486,2.5651855,297.13675
2022-01-07 05:00:00,0.0,33.75,0.0,367616.0,-0.00016248738,-1.2727661,2.723816,297.22644
2022-01-07 06:00:00,0.0,33.75,0.0002655983,1166016.0,-0.00015740446,-1.413208,2.9992065,296.7735
2022-01-07 07:00:00,0.0,33.75,0.0,1777472.0,-0.00018198858,-1.8350677,3.3601532,296.85944
2022-01-07 08:00:00,0.0,33.75,0.0,2720192.0,-0.00019250251,-1.4718933,2.851822,297.1797
2022-01-07 09:00:00,0.0,33.75,0.0,3044992.0,-0.0001849141,-0.7025299,2.406723,297.47876
2022-01-07 10:00:00,0.0,33.75,0.0,3087552.0,-0.00018669781,-0.36175537,2.9265594,297.55347
2022-01-07 11:00:00,0.0,33.75,0.0,3125376.0,-0.00019788975,0.41926575,2.9798584,297.9965
2022-01-07 12:00:00,0.0,33.75,0.0,2889856.0,-0.00022833631,1.4176788,3.4074707,298.42526
2022-01-07 13:00:00,0.0,33.75,0.0,2361920.0,-0.0002949431,2.5249634,3.9661407,298.7284
2022-01-07 14:00:00,0.0,33.75,0.0,1572800.0,-0.00032119802,3.150055,3.2379456,298.82794
2022-01-07 15:00:00,0.0,33.75,0.0,763968.0,-0.00029413356,3.4902496,1.8396606,298.97974
2022-01-07 16:00:00,0.0,33.75,0.0,171136.0,-0.0002624637,4.1106873,0.4152527,299.08527
2022-01-07 17:00:00,0.0,33.75,0.0,0.0,-0.00022215652,4.249695,-1.0002441,299.15552
2022-01-07 18:00:00,0.0,33.75,0.0,0.0,-0.00022365712,4.0689545,-1.5827789,299.2979
2022-01-07 19:00:00,0.0,33.75,0.0,0.0,-0.00026183925,3.4426575,-1.3262329,299.45438
2022-01-07 20:00:00,0.0,33.75,0.0,0.0,-0.0002164205,2.5470428,-0.57676697,299.52765
2022-01-07 21:00:00,0.0,33.75,0.0,0.0,-0.00016003684,1.4580841,0.15414429,299.4814
2022-01-07 22:00:00,0.0,33.75,0.0,0.0,-0.00011746329,0.3743744,-0.7926941,299.50464
2022-01-07 23:00:00,0.0,33.75,0.0,0.0,-0.00011605164,-0.6108246,-0.8864746,299.16376
2022-01-08 00:00:00,0.0,33.75,0.0,0.0,-0.00013488298,-0.79467773,-1.4605103,298.61206
2022-01-08 01:00:00,0.0,33.75,0.0,0.0,-0.0001676362,-0.6500244,-0.89826965,297.75342
2022-01-08 02:00:00,0.0,33.75,0.0009942055,0.0,-0.0001728558,-1.8138733,1.0361481,296.30762
2022-01-08 03:00:00,0.0,33.75,9.059906e-06,0.0,-0.00016377796,-1.0986786,2.043396,296.6477
2022-01-08 04:00:00,0.0,33.75,0.0,3072.0,-0.00013461476,-1.342804,1.6452637,296.82678
2022-01-08 05:00:00,0.0,33.75,0.0,376704.0,-0.00014218176,-2.5431213,1.3284607,296.81873
2022-01-08 06:00:00,0.0,33.75,0.0,1247104.0,-0.00015193573,-2.4657288,1.816452,296.88684
2022-01-08 07:00:00,0.0,33.75,0.0,1857152.0,-0.00017242343,-2.2103882,1.900177,297.08228
2022-01-08 08:00:00,0.0,33.75,0.0,2688448.0,-0.00017571752,-1.9127808,1.7922363,297.4211
2022-01-08 09:00:00,0.0,33.75,0.0,3237312.0,-0.00018060394,-1.1896667,1.9429321,297.8085
2022-01-08 10:00:00,0.0,33.75,0.0,3586880.0,-0.00019407319,-1.0549469,2.7489624,297.76117
2022-01-08 11:00:00,0.0,33.75,0.0,3556736.0,-0.00021907454,0.44099426,3.542389,297.90707
2022-01-08 12:00:00,0.0,33.75,0.0,2731456.0,-0.0002633382,1.6629944,4.3036957,298.13116
2022-01-08 13:00:00,0.0,33.75,0.0,2566016.0,-0.000307712,2.3412323,4.563278,298.59967
2022-01-08 14:00:00,0.0,33.75,0.0,1638720.0,-0.00033709616,3.4391022,3.4606628,298.97644
2022-01-08 15:00:00,0.0,33.75,0.0,799808.0,-0.00035806885,4.4571075,1.8755646,299.33398
2022-01-08 16:00:00,0.0,33.75,0.0,170496.0,-0.00034792628,4.68692,0.48103333,299.53262
2022-01-08 17:00:00,0.0,33.75,0.0,0.0,-0.00029865885,4.503174,-0.3184967,299.703
2022-01-08 18:00:00,0.0,33.75,0.0,0.0,-0.00026419107,4.0986023,-0.5215912,299.87296
2022-01-08 19:00:00,0.0,33.75,0.0,0.0,-0.0002556278,3.0254517,-0.60084534,300.02533
2022-01-08 20:00:00,0.0,33.75,0.0,0.0,-0.00019219308,1.7702332,-0.6073303,300.00018
2022-01-08 21:00:00,0.0,33.75,0.0,0.0,-0.00013274304,0.35614014,-0.43867493,299.77817
2022-01-08 22:00:00,0.0,33.75,0.0,0.0,-0.00011601136,-1.4112244,-0.99272156,299.49304
2022-01-08 23:00:00,0.0,33.75,0.0,0.0,-0.00013966183,-1.7142181,-0.92141724,299.1136
2022-01-09 00:00:00,0.0,33.75,0.0,0.0,-0.00013851305,-1.7933197,-0.8775482,298.72443
2022-01-09 01:00:00,0.0,33.75,0.0,0.0,-0.00014071492,-1.9946136,-0.6315918,298.53162
2022-01-09 02:00:00,0.0,33.75,8.440018e-05,0.0,-0.00013133208,-2.151352,-0.5966797,298.03787
2022-01-09 03:00:00,0.0,33.75,0.00011539459,0.0,-0.000119587174,-2.4659882,-0.52900696,297.44434
2022-01-09 04:00:00,0.0,33.75,0.0,3136.0,-0.00013987371,-2.8401184,0.054336548,297.451
2022-01-09 05:00:00,0.0,33.75,0.0,375296.0,-0.00014513335,-3.0378265,0.48260498,297.4759
2022-01-09 06:00:00,0.0,33.75,0.0,1105792.0,-0.00014242297,-3.4289703,0.95066833,297.49994
2022-01-09 07:00:00,0.0,33.75,4.673004e-05,1833088.0,-0.00018405984,-3.3840485,1.5170746,297.55927
2022-01-09 08:00:00,0.0,33.75,0.0,2724352.0,-0.00020272518,-2.7061005,2.0408173,297.7605
2022-01-09 09:00:00,0.0,33.75,0.0,3091392.0,-0.00020875875,-1.5367737,2.824997,298.0603
2022-01-09 10:00:00,0.0,33.75,0.0,3617408.0,-0.00021769875,-0.6036835,3.0380096,298.14194
2022-01-09 11:00:00,0.0,33.75,0.0,3533696.0,-0.00023499271,0.9201355,3.8033142,298.22287
2022-01-09 12:00:00,0.0,33.75,0.0,3296960.0,-0.00025582197,2.1437836,4.311203,298.50208
2022-01-09 13:00:00,0.0,33.75,0.0,2547776.0,-0.00028981105,2.8784943,4.3945312,299.06955
2022-01-09 14:00:00,0.0,33.75,0.0,1528256.0,-0.00033316063,3.456726,3.9381256,299.44696
2022-01-09 15:00:00,0.0,33.75,0.0,976768.0,-0.0003549948,4.253189,3.5718994,299.75525
2022-01-09 16:00:00,0.0,33.75,0.0,219776.0,-0.0003557203,4.8068695,3.063324,299.99353
2022-01-09 17:00:00,0.0,33.75,0.0,0.0,-0.00033245655,4.8910217,2.5002441,300.1263
2022-01-09 18:00:00,0.0,33.75,0.0,0.0,-0.00029714755,4.543518,2.1734924,300.20837
2022-01-09 19:00:00,0.0,33.75,0.0,0.0,-0.00027562003,3.8253326,1.9093933,300.2013
2022-01-09 20:00:00,0.0,33.75,0.0,0.0,-0.00022204313,2.5898285,0.90763855,300.16663
2022-01-09 21:00:00,0.0,33.75,0.0,0.0,-0.00014248258,0.32862854,-0.89871216,299.94147
2022-01-09 22:00:00,0.0,33.75,0.0,0.0,-0.000116214156,-1.8344116,-2.1885376,299.32806
2022-01-09 23:00:00,0.0,33.75,0.0,0.0,-0.00014931429,-2.3966675,-1.8400726,298.58868
2022-01-10 00:00:00,0.0,33.75,0.0,0.0,-0.00015017902,-2.2896576,-1.1151123,298.34827
2022-01-10 01:00:00,0.0,33.75,0.00011634827,0.0,-0.00014446955,-2.370041,-0.49414062,297.8371
2022-01-10 02:00:00,0.0,33.75,0.0,0.0,-0.00014383532,-2.5582123,-0.17588806,297.80658
2022-01-10 03:00:00,0.0,33.75,0.0,0.0,-0.00015173806,-2.6200714,0.083740234,297.7153
2022-01-10 04:00:00,0.0,33.75,0.0,2880.0,-0.00015034154,-3.3005066,0.15600586,297.61554
2022-01-10 05:00:00,0.0,33.75,0.0,380032.0,-0.00016305712,-4.2191315,0.6214905,297.5503
2022-01-10 06:00:00,0.0,33.75,0.0,1227392.0,-0.00018745218,-4.8485565,1.0036469,297.702
2022-01-10 07:00:00,0.0,33.75,0.0,1945216.0,-0.00024852902,-4.8458557,1.2474823,298.09375
2022-01-10 08:00:00,0.0,33.75,0.0,2675968.0,-0.00026261085,-4.230789,1.5919342,298.651
2022-01-10 09:00:00,0.0,33.75,0.0,3241472.0,-0.00026282505,-3.1510315,2.3816376,299.06616
2022-01-10 10:00:00,0.0,33.75,0.0,3614656.0,-0.00026940438,-1.893219,3.1176605,299.26025
2022-01-10 11:00:00,0.0,33.75,0.0,3620480.0,-0.000282438,-0.22239685,3.8477478,299.2699
2022-01-10 12:00:00,0.0,33.75,0.0,3274752.0,-0.0002989478,1.5950165,4.4060516,299.24454
2022-01-10 13:00:00,0.0,33.75,0.0,2728064.0,-0.00031226221,2.8894653,4.1023407,299.56714
2022-01-10 14:00:00,0.0,33.75,0.0,1955200.0,-0.00032623042,3.6310577,3.5924835,299.83752
2022-01-10 15:00:00,0.0,33.75,0.0,1033920.0,-0.00033436622,4.1533813,3.0032501,300.02728
2022-01-10 16:00:00,0.0,33.75,0.0,224000.0,-0.00032682507,4.58255,2.1930695,300.12186
2022-01-10 17:00:00,0.0,33.75,0.0,0.0,-0.00031550392,5.092163,1.6092072,300.1618
2022-01-10 18:00:00,0.0,33.75,0.0,0.0,-0.0003113763,5.306839,1.5177917,300.20847
2022-01-10 19:00:00,0.0,33.75,0.0,0.0,-0.00028805714,5.029129,1.6940765,300.1703
2022-01-10 20:00:00,0.0,33.75,0.0,0.0,-0.00025506574,4.2317505,1.9354858,300.11328
2022-01-10 21:00:00,0.0,33.75,0.0,0.0,-0.00020482531,2.420807,2.1135101,299.99725
2022-01-10 22:00:00,0.0,33.75,0.0,0.0,-0.00014930451,-0.85969543,1.9189148,299.88354
2022-01-10 23:00:00,0.0,33.75,0.0,0.0,-0.00011752709,-1.8173981,1.2563782,299.53357
2022-01-11 00:00:00,0.0,33.75,0.0,0.0,-0.00011005555,-2.1257172,0.69343567,299.0799
2022-01-11 01:00:00,0.0,33.75,0.0,0.0,-0.0001100353,-2.2938538,0.2189331,298.63654
2022-01-11 02:00:00,0.0,33.75,0.0,0.0,-0.00011614314,-2.4032288,-0.03404236,298.2997
2022-01-11 03:00:00,0.0,33.75,0.00026273727,0.0,-0.00011953851,-2.7965393,-0.36575317,297.78455
2022-01-11 04:00:00,0.0,33.75,1.4305115e-06,2496.0,-0.0001283309,-3.4885254,-0.8989868,297.70593
2022-01-11 05:00:00,0.0,33.75,0.0,294144.0,-0.00012838747,-4.4006805,-1.035492,297.62317
2022-01-11 06:00:00,0.0,33.75,0.0,905792.0,-0.00015266263,-5.3595734,-0.88697815,297.7783
