valid_time,latitude,longitude,tp,ssrd,e,u10,v10,t2m
2022-01-01 00:00:00,0.0,33.75,0.0017757416,0.0,-0.00025256583,-0.4842682,4.5379486,294.58826
2022-01-01 01:00:00,0.0,33.75,0.0032606125,0.0,-0.00024142629,-0.81018066,3.9468079,293.7776
2022-01-01 02:00:00,0.0,33.75,0.0034313202,0.0,-0.0002054309,-1.0463715,2.6609802,293.26086
2022-01-01 03:00:00,0.0,33.75,0.0026245117,0.0,-0.00017189304,-1.6302643,1.8924408,293.50485
2022-01-01 04:00:00,0.0,33.75,0.0012741089,2496.0,-0.00018811412,-1.2393494,1.71698,294.1341
2022-01-01 05:00:00,0.0,33.75,0.0015439987,86144.0,-0.00019621127,-1.4137878,0.8254852,293.95282
2022-01-01 06:00:00,0.0,33.75,0.0006494522,346048.0,-0.00022520637,-1.7072754,0.59259033,294.1771
2022-01-01 07:00:00,0.0,33.75,0.0020627975,170944.0,-0.00015726686,-2.0628662,1.2211151,293.81418
2022-01-01 08:00:00,0.0,33.75,0.0006427765,313216.0,-0.00016837474,-1.594101,2.2877808,293.97855
2022-01-01 09:00:00,0.0,33.75,0.000538826,883136.0,-0.00016583246,-1.0848846,2.9644012,294.8346
2022-01-01 10:00:00,0.0,33.75,0.00035381317,1671360.0,-0.00017860252,-0.78637695,3.074463,295.13257
2022-01-01 11:00:00,0.0,33.75,0.00013113022,1788544.0,-0.0001963249,0.39294434,3.6721344,295.5315
2022-01-01 12:00:00,0.0,33.75,1.335144e-05,1943808.0,-0.00021279324,1.6191864,4.162628,295.84433
2022-01-01 13:00:00,0.0,33.75,0.0,1734144.0,-0.00022031157,2.235199,3.9300232,296.0926
2022-01-01 14:00:00,0.0,33.75,0.0,1018688.0,-0.0002110349,2.893509,3.3531647,296.38947
2022-01-01 15:00:00,0.0,33.75,0.0,655488.0,-0.00018913788,2.4460754,3.370819,296.57867
2022-01-01 16:00:00,0.0,33.75,1.4305115e-06,122368.0,-0.00015797815,1.8607941,3.1614838,296.74872
2022-01-01 17:00:00,0.0,33.75,2.3841858e-06,0.0,-0.00015017041,1.5853729,3.1493683,296.9425
2022-01-01 18:00:00,0.0,33.75,0.0,0.0,-0.00015389756,0.96302795,2.9069061,297.1065
2022-01-01 19:00:00,0.0,33.75,0.0001282692,0.0,-0.0001804335,0.34513855,3.0221558,296.98608
2022-01-01 20:00:00,0.0,33.75,0.00025129318,0.0,-0.00018139067,-0.37524414,3.1923523,297.10358
2022-01-01 21:00:00,0.0,33.75,0.0001988411,0.0,-0.00019287388,-1.1204071,3.6894531,297.11673
2022-01-01 22:00:00,0.0,33.75,0.0,0.0,-0.00020498177,-1.1612091,4.4802856,296.3971
2022-01-01 23:00:00,0.0,33.75,0.00013256073,0.0,-0.00019818614,-1.6126099,3.8352356,295.9026
2022-01-02 00:00:00,0.0,33.75,0.00015830994,0.0,-0.0001902089,-1.8815613,3.511444,296.08954
2022-01-02 01:00:00,0.0,33.75,4.4822693e-05,0.0,-0.00017442601,-2.2100983,3.326767,296.17712
2022-01-02 02:00:00,0.0,33.75,0.00032043457,0.0,-0.00015703728,-2.1303558,2.935608,295.64
2022-01-02 03:00:00,0.0,33.75,0.00022745132,0.0,-0.00014729216,-1.8472595,2.3163605,295.57498
2022-01-02 04:00:00,0.0,33.75,0.00027751923,5184.0,-0.00013887044,-1.6724396,1.5468597,295.36047
2022-01-02 05:00:00,0.0,33.75,4.673004e-05,316480.0,-0.000119848875,-1.4480591,1.0996552,295.3482
2022-01-02 06:00:00,0.0,33.75,1.5735626e-05,1023040.0,-0.00010473421,-1.1068878,0.93382263,295.61066
2022-01-02 07:00:00,0.0,33.75,2.861023e-06,1912384.0,-0.00010218518,-0.6847992,1.1337128,295.81754
2022-01-02 08:00:00,0.0,33.75,1.1920929e-05,2596608.0,-0.0001167343,0.015533447,1.6226501,295.77075
2022-01-02 09:00:00,0.0,33.75,2.002716e-05,3147968.0,-0.00015507871,0.69065857,2.29216,296.09067
2022-01-02 10:00:00,0.0,33.75,2.670288e-05,2742272.0,-0.00019571558,0.80867004,2.8067322,296.68445
2022-01-02 11:00:00,0.0,33.75,1.2874603e-05,3118080.0,-0.00022553303,1.4376678,3.147461,296.919
2022-01-02 12:00:00,0.0,33.75,0.0,2951872.0,-0.0002473963,1.9048767,3.292801,297.1286
2022-01-02 13:00:00,0.0,33.75,0.0,2378816.0,-0.00025815167,2.4041595,3.1643982,297.4182
2022-01-02 14:00:00,0.0,33.75,0.0,1603456.0,-0.00026066648,2.5258179,2.9008636,297.7384
2022-01-02 15:00:00,0.0,33.75,0.0,806912.0,-0.00025581196,2.698944,2.8036652,298.02512
2022-01-02 16:00:00,0.0,33.75,0.0,179456.0,-0.0002462652,2.7623444,2.4951477,298.17096
2022-01-02 17:00:00,0.0,33.75,0.0,0.0,-0.0002151418,2.4271088,2.17453,298.33994
2022-01-02 18:00:00,0.0,33.75,0.0,0.0,-0.00017250073,2.0826263,2.115326,298.42636
2022-01-02 19:00:00,0.0,33.75,0.0,0.0,-0.00020211353,1.8899841,2.1605072,298.47473
2022-01-02 20:00:00,0.0,33.75,0.0,0.0,-0.00019206642,2.1040497,2.0088654,298.49844
2022-01-02 21:00:00,0.0,33.75,0.0,0.0,-0.00018727873,2.3742828,1.7151337,298.50842
2022-01-02 22:00:00,0.0,33.75,0.0,0.0,-0.00017127395,2.3947296,0.3771515,298.42645
2022-01-02 23:00:00,0.0,33.75,0.0,0.0,-0.0001334534,1.2554932,-0.8949127,298.3139
2022-01-03 00:00:00,0.0,33.75,0.0,0.0,-0.00011088443,-0.40559387,-1.7925873,298.04077
2022-01-03 01:00:00,0.0,33.75,0.00019788742,0.0,-0.00012231944,-1.7523956,-0.65660095,297.153
2022-01-03 02:00:00,0.0,33.75,2.3841858e-06,0.0,-0.00013913703,-1.094101,-0.9818878,296.96707
2022-01-03 03:00:00,0.0,33.75,0.0011029243,0.0,-0.00013761804,-0.99824524,-1.4371185,295.74622
2022-01-03 04:00:00,0.0,33.75,0.0019054413,4160.0,-0.00012757233,-0.14616394,-0.2467804,294.2132
2022-01-03 05:00:00,0.0,33.75,0.0010800362,222784.0,-0.0001599819,0.6939087,1.0266876,294.52002
2022-01-03 06:00:00,0.0,33.75,1.9073486e-06,853952.0,-0.00018662517,0.27973938,0.89601135,295.05582
2022-01-03 07:00:00,0.0,33.75,0.00077819824,1885632.0,-9.0854475e-05,-0.23080444,0.6335907,295.6073
2022-01-03 08:00:00,0.0,33.75,0.0002784729,2047104.0,-0.00011974899,-0.08682251,0.6397705,296.2401
2022-01-03 09:00:00,0.0,33.75,7.6293945e-06,2682752.0,-0.000119283795,0.61227417,1.1960449,296.7839
2022-01-03 10:00:00,0.0,33.75,0.0,3223616.0,-0.00016612816,0.8368683,2.0806274,296.0472
2022-01-03 11:00:00,0.0,33.75,0.0,3016448.0,-0.00020928751,2.0261383,2.9865723,296.42383
2022-01-03 12:00:00,0.0,33.75,0.0,2624768.0,-0.00026119384,3.3921814,3.2625885,296.82645
2022-01-03 13:00:00,0.0,33.75,0.0,2284736.0,-0.00028886553,3.759262,3.1768951,297.24387
2022-01-03 14:00:00,0.0,33.75,0.0,1548160.0,-0.00029195752,3.2727966,3.320282,297.65677
2022-01-03 15:00:00,0.0,33.75,0.0,836864.0,-0.000279163,3.2090302,3.7222443,297.94095
2022-01-03 16:00:00,0.0,33.75,0.0,175616.0,-0.00026968354,3.0690308,3.0861816,298.12335
2022-01-03 17:00:00,0.0,33.75,0.0,0.0,-0.00024253945,3.0260925,2.3466492,298.2356
2022-01-03 18:00:00,0.0,33.75,0.0,0.0,-0.0002264292,3.21698,2.2431335,298.36212
2022-01-03 19:00:00,0.0,33.75,0.0,0.0,-0.00024286378,3.107132,2.733963,298.47852
2022-01-03 20:00:00,0.0,33.75,0.0,0.0,-0.00023264787,2.537445,2.6078491,298.54156
2022-01-03 21:00:00,0.0,33.75,0.0,0.0,-0.000197632,1.7162018,2.0218964,298.51907
2022-01-03 22:00:00,0.0,33.75,0.0,0.0,-0.00014975783,1.9056549,1.7231598,298.13373
2022-01-03 23:00:00,0.0,33.75,0.0,0.0,-0.00010864111,0.85697937,1.0446472,297.9229
2022-01-04 00:00:00,0.0,33.75,0.00015068054,0.0,-0.000109279295,-1.0070496,0.93000793,297.1895
2022-01-04 01:00:00,0.0,33.75,0.00015163422,0.0,-0.00013247714,-3.3244476,1.5037842,296.8816
2022-01-04 02:00:00,0.0,33.75,0.0010633469,0.0,-0.00017782231,-3.883728,1.1564331,295.43604
2022-01-04 03:00:00,0.0,33.75,0.00019836426,0.0,-0.00021291687,-2.4475098,2.0915222,295.74335
2022-01-04 04:00:00,0.0,33.75,0.0,4672.0,-0.0001902685,-0.5104065,2.0552063,296.09985
2022-01-04 05:00:00,0.0,33.75,8.9645386e-05,309248.0,-0.00015579979,1.2522125,1.5817413,296.15344
2022-01-04 06:00:00,0.0,33.75,0.000106334686,916224.0,-0.00013413327,1.7186432,0.74076843,296.00568
2022-01-04 07:00:00,0.0,33.75,0.00073337555,885888.0,-0.00013715774,2.2118988,0.07008362,296.18304
2022-01-04 08:00:00,0.0,33.75,0.00014305115,2029824.0,-0.00014884537,1.8901825,0.12562561,296.45966
2022-01-04 09:00:00,0.0,33.75,1.04904175e-05,2767232.0,-0.00014413055,1.4039307,0.84806824,296.76855
2022-01-04 10:00:00,0.0,33.75,0.0,2977600.0,-0.00017647329,2.2110596,1.143158,295.4142
2022-01-04 11:00:00,0.0,33.75,0.0,2667264.0,-0.00022340077,3.71138,1.2754974,296.0456
2022-01-04 12:00:00,0.0,33.75,0.0,2993408.0,-0.00029485812,4.869034,1.138443,296.7122
2022-01-04 13:00:00,0.0,33.75,0.0,2499008.0,-0.00033063674,4.9150085,0.84646606,297.11957
2022-01-04 14:00:00,0.0,33.75,0.0,1707264.0,-0.0003421451,4.542862,0.751297,297.4893
2022-01-04 15:00:00,0.0,33.75,0.0,883392.0,-0.0003115104,4.033386,0.45968628,297.71295
2022-01-04 16:00:00,0.0,33.75,0.0,167424.0,-0.00027461606,4.154999,-0.14189148,297.9125
2022-01-04 17:00:00,0.0,33.75,0.0,0.0,-0.00025704363,3.9782104,-0.45303345,298.02692
2022-01-04 18:00:00,0.0,33.75,0.0,0.0,-0.00024050078,3.1896515,0.16825867,298.18878
2022-01-04 19:00:00,0.0,33.75,0.0,0.0,-0.00019748672,2.0960083,1.4254913,298.33304
2022-01-04 20:00:00,0.0,33.75,0.0,0.0,-0.00017606211,0.9028473,2.3847961,298.3454
2022-01-04 21:00:00,0.0,33.75,0.0,0.0,-0.00017111073,-0.3940735,2.3541565,298.28763
2022-01-04 22:00:00,0.0,33.75,0.0,0.0,-0.00015972997,-0.85235596,1.7541046,298.03595
2022-01-04 23:00:00,0.0,33.75,0.0002360344,0.0,-0.00015591783,-1.6802979,1.2605133,297.73895
2022-01-05 00:00:00,0.0,33.75,0.0,0.0,-0.00015596952,-2.2445068,1.1302643,297.60477
2022-01-05 01:00:00,0.0,33.75,0.0003004074,0.0,-0.00018269662,-2.6277618,1.5929718,296.9375
2022-01-05 02:00:00,0.0,33.75,0.0,0.0,-0.00018802704,-2.6461182,1.744461,297.08527
2022-01-05 03:00:00,0.0,33.75,0.0,0.0,-0.00018706359,-2.636032,1.3610077,297.083
2022-01-05 04:00:00,0.0,33.75,0.0,4544.0,-0.00018953532,-2.6190033,1.1787872,296.84985
2022-01-05 05:00:00,0.0,33.75,0.00025081635,344640.0,-0.00017533079,-2.6284637,1.1188812,296.26382
2022-01-05 06:00:00,0.0,33.75,0.00033950806,961600.0,-0.00015897606,-2.2375488,1.5307312,296.20294
2022-01-05 07:00:00,0.0,33.75,2.6226044e-05,1975488.0,-0.00014693779,-1.5860443,1.7080994,296.23376
2022-01-05 08:00:00,0.0,33.75,4.529953e-05,2401408.0,-0.00015405193,-0.49186707,1.7629852,296.51276
2022-01-05 09:00:00,0.0,33.75,3.8146973e-06,3157760.0,-0.00015941542,0.72502136,2.000885,296.6463
2022-01-05 10:00:00,0.0,33.75,3.0994415e-05,3040896.0,-0.00019429601,1.6496277,1.7440796,297.2447
2022-01-05 11:00:00,0.0,33.75,3.671646e-05,2970752.0,-0.00023523066,2.7775574,2.2108154,297.40558
2022-01-05 12:00:00,0.0,33.75,0.0,2517632.0,-0.00028028013,3.5049438,2.5701294,297.71155
2022-01-05 13:00:00,0.0,33.75,0.0,2166912.0,-0.0003055376,3.7832794,2.555954,297.87134
