longitude,latitude,time,ssrd,t2m,u10,v10,e,tp,t_air,ghi,,,,
-83.5,9.75,12/25/2020 23:00,408839.75,288.76852,-1.0720172,-1.1458861,-6.15E-05,0.000127865,15.61853,113.5666,,,,
-83.5,9.75,12/26/2020 0:00,14246.25,287.91345,-0.7023485,-0.7665142,1.77E-06,0.000161089,14.763458,3.9572916,,,,
-83.5,9.75,12/26/2020 1:00,-0.125,287.64783,-0.28302726,-0.2996495,-1.44E-06,9.56E-06,14.497833,-3.47E-05,,,,
-83.5,9.75,12/26/2020 2:00,-0.125,287.52402,-0.43049157,-0.60779154,1.58E-06,1.33E-05,14.374023,-3.47E-05,,,,
-83.5,9.75,12/26/2020 3:00,-0.125,287.4476,-0.33626375,-0.5566594,7.26E-07,5.29E-06,14.297607,-3.47E-05,,,,
-83.5,9.75,12/26/2020 4:00,-0.125,288.07324,-0.26928884,-0.36668938,1.19E-09,5.29E-06,14.923248,-3.47E-05,,,,
-83.5,9.75,12/26/2020 5:00,-0.125,288.3119,-0.3015443,0.040379077,-8.56E-07,3.27E-06,15.161896,-3.47E-05,,,,
-83.5,9.75,12/26/2020 6:00,-0.125,287.9956,0.4964801,1.0704072,-1.65E-06,2.77E-06,14.845612,-3.47E-05,,,,
-83.5,9.75,12/26/2020 7:00,-0.125,287.68628,0.56950295,0.94953656,-1.17E-06,3.27E-06,14.536285,-3.47E-05,,,,
-83.5,9.75,12/26/2020 8:00,-0.125,287.3158,0.3655169,1.0264478,-1.31E-07,5.04E-07,14.165802,-3.47E-05,,,,
-83.5,9.75,12/26/2020 9:00,-0.125,287.4089,0.3842579,0.93142724,5.18E-07,9.31E-10,14.258911,-3.47E-05,,,,
-83.5,9.75,12/26/2020 10:00,-0.125,286.48544,0.33244002,0.9649472,-1.05E-06,9.31E-10,13.335449,-3.47E-05,,,,
-83.5,9.75,12/26/2020 11:00,-0.125,286.55286,0.2716624,1.0269449,-2.44E-06,9.31E-10,13.402863,-3.47E-05,,,,
-83.5,9.75,12/26/2020 12:00,3430.625,286.7084,0.36454618,0.9629587,-2.66E-06,9.31E-10,13.558411,0.9529514,,,,
-83.5,9.75,12/26/2020 13:00,376858.25,287.46808,0.4548167,0.85970026,-4.21E-05,9.31E-10,14.318085,104.682846,,,,
-83.5,9.75,12/26/2020 14:00,1194072.6,291.22733,-0.34626892,-0.3034844,-0.000202365,9.31E-10,18.077332,331.68683,,,,
-83.5,9.75,12/26/2020 15:00,1897898,292.171,-0.9639015,-1.1622909,-0.000351807,9.31E-10,19.020996,527.1939,,,,
-83.5,9.75,12/26/2020 16:00,2276093.8,291.9618,-1.0944167,-1.4358478,-0.000412666,1.01E-06,18.811798,632.2483,,,,
-83.5,9.75,12/26/2020 17:00,2663535,292.39243,-1.467072,-1.959526,-0.000472886,2.77E-06,19.242432,739.87085,,,,
-83.5,9.75,12/26/2020 18:00,2462865.8,291.9261,-1.3367062,-1.9940401,-0.00044804,9.56E-06,18.776093,684.1294,,,,
-83.5,9.75,12/26/2020 19:00,1954534.4,292.47183,-1.4775252,-2.2791016,-0.000298466,0.00034911,19.321838,542.9262,,,,
-83.5,9.75,12/26/2020 20:00,2162763,292.96564,-1.5657051,-2.1526916,-0.000403852,0.000141708,19.815643,600.7675,,,,
-83.5,9.75,12/26/2020 21:00,1258733.4,292.0629,-1.1699035,-2.0124333,-0.000251168,0.000133403,18.912903,349.64816,,,,
-83.5,9.75,12/26/2020 22:00,1071554.5,291.1362,-0.979432,-1.5837759,-0.000197805,4.48E-05,17.986206,297.65402,,,,
-83.5,9.75,12/26/2020 23:00,398663.75,290.42194,-0.6671064,-1.1345234,-6.41E-05,7.05E-05,17.271942,110.73993,,,,
-83.5,9.75,12/27/2020 0:00,12618.125,289.23862,-0.15572268,-0.8405137,2.43E-07,6.77E-05,16.088623,3.5050347,,,,
-83.5,9.75,12/27/2020 1:00,-0.125,288.86115,0.06304711,-0.47697854,-2.78E-06,5.79E-06,15.711151,-3.47E-05,,,,
-83.5,9.75,12/27/2020 2:00,-0.125,288.48465,0.29241937,-0.47072905,-4.92E-06,3.83E-05,15.334656,-3.47E-05,,,,
-83.5,9.75,12/27/2020 3:00,-0.125,288.06873,0.81701887,-0.05705601,-8.56E-07,1.06E-05,14.918732,-3.47E-05,,,,
-83.5,9.75,12/27/2020 4:00,-0.125,288.38455,0.88026047,0.12403692,-4.22E-06,1.91E-05,15.234558,-3.47E-05,,,,
-83.5,9.75,12/27/2020 5:00,-0.125,288.54083,0.6720933,-0.30696425,-6.60E-06,1.76E-05,15.390839,-3.47E-05,,,,
-83.5,9.75,12/27/2020 6:00,-0.125,288.07922,0.84942365,-0.1801992,-1.82E-06,2.34E-05,14.92923,-3.47E-05,,,,
-83.5,9.75,12/27/2020 7:00,-0.125,287.91296,0.8144803,0.18319394,1.26E-06,3.42E-05,14.76297,-3.47E-05,,,,
-83.5,9.75,12/27/2020 8:00,-0.125,287.25537,0.6302806,0.41818863,1.64E-06,9.54E-05,14.105377,-3.47E-05,,,,
-83.5,9.75,12/27/2020 9:00,-0.125,287.4214,0.46728587,0.37493938,-9.88E-07,0.000127865,14.271393,-3.47E-05,,,,
-83.5,9.75,12/27/2020 10:00,-0.125,286.71588,0.80753636,0.50994235,-3.99E-06,0.000242137,13.565887,-3.47E-05,,,,
-83.5,9.75,12/27/2020 11:00,-0.125,286.16864,0.41994798,0.3853078,-4.21E-06,0.000401464,13.018646,-3.47E-05,,,,
-83.5,9.75,12/27/2020 12:00,1337.375,286.43503,0.3066805,0.27196497,-4.93E-06,0.000575642,13.285034,0.37149304,,,,
-83.5,9.75,12/27/2020 13:00,199738.88,287.19122,0.024146438,-0.38202903,-3.12E-05,0.000612138,14.041229,55.48302,,,,
-83.5,9.75,12/27/2020 14:00,610672,290.0088,-0.51546085,-1.0961742,-0.000113166,0.000883221,16.858795,169.6311,,,,
-83.5,9.75,12/27/2020 15:00,792908.4,290.71478,-0.6318643,-1.4234909,-0.000168211,0.00114348,17.564789,220.25232,,,,
-83.5,9.75,12/27/2020 16:00,727549.9,290.62366,-0.9578537,-1.761389,-0.000166804,0.002031735,17.473663,202.09718,,,,
-83.5,9.75,12/27/2020 17:00,1123306.2,291.4635,-1.0389403,-2.0215235,-0.000242102,0.002066721,18.313507,312.0295,,,,
-83.5,9.75,12/27/2020 18:00,1115281.8,291.29422,-1.0891902,-1.6467679,-0.000268773,0.002882989,18.144226,309.80048,,,,
-83.5,9.75,12/27/2020 19:00,769591,290.89178,-0.93948597,-1.7802794,-0.000182211,0.002040292,17.74179,213.77528,,,,
-83.5,9.75,12/27/2020 20:00,854138.4,290.64462,-0.795531,-1.4767535,-0.000183716,0.000942119,17.494629,237.26067,,,,
-83.5,9.75,12/27/2020 21:00,510657.12,291.09152,-0.8018029,-1.487406,-0.000111605,0.000604084,17.941528,141.8492,,,,
-83.5,9.75,12/27/2020 22:00,221195.5,288.7805,-0.3341731,-1.0853087,-6.51E-05,0.000256987,15.630493,61.443195,,,,
-83.5,9.75,12/27/2020 23:00,70010.375,289.1275,-0.14922678,-1.1068978,-2.75E-05,0.000147246,15.977509,19.447327,,,,
-83.5,9.75,12/28/2020 0:00,4302.875,288.93427,-0.02535677,-0.7561457,-1.81E-06,0.000102947,15.784271,1.195243,,,,
-83.5,9.75,12/28/2020 1:00,-0.125,288.43997,0.003165424,-0.6368374,-3.94E-07,0.000135416,15.289978,-3.47E-05,,,,
-83.5,9.75,12/28/2020 2:00,-0.125,287.95016,-0.06694543,-0.5359935,-3.83E-06,0.000214199,14.800171,-3.47E-05,,,,
-83.5,9.75,12/28/2020 3:00,-0.125,287.86926,0.20222354,-0.60374355,-8.34E-07,0.000229301,14.719269,-3.47E-05,,,,
-83.5,9.75,12/28/2020 4:00,-0.125,287.86078,0.67649853,-0.18815309,9.46E-07,0.000350369,14.710785,-3.47E-05,,,,
-83.5,9.75,12/28/2020 5:00,-0.125,287.4366,0.6962849,0.009557784,-1.86E-06,0.000493587,14.286621,-3.47E-05,,,,
-83.5,9.75,12/28/2020 6:00,-0.125,287.20993,0.79514194,0.04726772,-3.19E-06,0.000564567,14.059937,-3.47E-05,,,,
-83.5,9.75,12/28/2020 7:00,-0.125,287.0137,0.83710384,0.35278213,-1.11E-06,0.000138185,13.8637085,-3.47E-05,,,,
-83.5,9.75,12/28/2020 8:00,-0.125,286.63675,0.95515,0.5102264,-2.81E-06,0.000792105,13.486755,-3.47E-05,,,,
-83.5,9.75,12/28/2020 9:00,-0.125,286.71762,0.8185122,0.47329766,-3.83E-06,0.002002789,13.567627,-3.47E-05,,,,
-83.5,9.75,12/28/2020 10:00,-0.125,286.72363,0.91856384,0.25129908,-1.02E-05,0.003388909,13.573639,-3.47E-05,,,,
-83.5,9.75,12/28/2020 11:00,-0.125,286.83972,0.75108933,-0.037952483,-1.05E-05,0.005248983,13.689728,-3.47E-05,,,,
-83.5,9.75,12/28/2020 12:00,465.125,286.55212,0.6371498,-0.18140648,-4.33E-06,0.005514527,13.40213,0.12920138,,,,
-83.5,9.75,12/28/2020 13:00,50647,286.71188,0.23306036,-0.50687665,-1.29E-05,0.004913213,13.56189,14.068611,,,,
-83.5,9.75,12/28/2020 14:00,159209.62,289.47552,0.024146438,-0.71708643,-3.11E-05,0.004557558,16.325531,44.224895,,,,
-83.5,9.75,12/28/2020 15:00,217067,290.2,-0.08329719,-1.1433295,-5.24E-05,0.003571141,17.050018,60.29639,,,,
-83.5,9.75,12/28/2020 16:00,307313,290.6681,-0.21493238,-1.1484427,-7.05E-05,0.002690437,17.518097,85.36472,,,,
-83.5,9.75,12/28/2020 17:00,425237.5,291.58206,-0.17625567,-1.3246355,-9.11E-05,0.002191062,18.432068,118.12153,,,,
-83.5,9.75,12/28/2020 18:00,254747,290.4157,-0.005271792,-1.3147641,-7.13E-05,0.001968809,17.265717,70.763054,,,,
-83.5,9.75,12/28/2020 19:00,1092604,291.05182,-0.17983961,-1.3765488,-0.000245608,0.000704261,17.901825,303.5011,,,,
-83.5,9.75,12/28/2020 20:00,920078.44,291.38086,-0.061942875,-1.2521273,-0.000230058,0.000337532,18.230865,255.57735,,,,
-83.5,9.75,12/28/2020 21:00,865244.7,291.10922,0.021682441,-1.2410487,-0.00020809,0.000507934,17.959229,240.34575,,,,
-83.5,9.75,12/28/2020 22:00,390348.62,290.13235,-0.40629995,-1.3533262,-0.000107671,0.000211681,16.98236,108.430176,,,,
-83.5,9.75,12/28/2020 23:00,138741.5,289.50824,-0.40129736,-1.3339386,-4.06E-05,7.58E-05,16.358246,38.539307,,,,
-83.5,9.75,12/29/2020 0:00,6396.25,289.07285,-0.12540847,-0.89597785,-5.77E-06,0.000124341,15.922852,1.7767361,,,,
-83.5,9.75,12/29/2020 1:00,-0.125,288.82144,0.025191724,-0.365056,1.07E-06,0.000325198,15.671448,-3.47E-05,,,,
-83.5,9.75,12/29/2020 2:00,-0.125,288.06174,0.038706183,-0.24880145,-6.03E-07,0.00055324,14.911743,-3.47E-05,,,,
-83.5,9.75,12/29/2020 3:00,-0.125,287.99335,0.520373,-0.004716605,-1.28E-06,0.000600309,14.843353,-3.47E-05,,,,
-83.5,9.75,12/29/2020 4:00,-0.125,288.27646,0.5995184,-0.10236475,-3.52E-06,0.000681356,15.126465,-3.47E-05,,,,
-83.5,9.75,12/29/2020 5:00,-0.125,288.1711,0.42562258,-0.25000873,-7.95E-06,0.000795377,15.021118,-3.47E-05,,,,
-83.5,9.75,12/29/2020 6:00,-0.125,288.10443,0.52828753,0.22963895,-4.81E-06,0.000811989,14.954437,-3.47E-05,,,,
-83.5,9.75,12/29/2020 7:00,-0.125,288.06873,0.38552725,0.55809176,-2.61E-06,0.000199348,14.918732,-3.47E-05,,,,
-83.5,9.75,12/29/2020 8:00,-0.125,288.1414,-0.19417539,0.3632216,-3.94E-06,0.000216464,14.991394,-3.47E-05,,,,
-83.5,9.75,12/29/2020 9:00,-0.125,288.27246,0.37649274,0.6722158,-7.26E-06,0.000214199,15.122467,-3.47E-05,,,,
-83.5,9.75,12/29/2020 10:00,-0.125,287.87326,0.26591313,0.24348722,-2.50E-06,7.00E-05,14.723267,-3.47E-05,,,,
-83.5,9.75,12/29/2020 11:00,-0.125,287.90222,0.10276914,0.9069264,-1.81E-06,5.44E-05,14.752228,-3.47E-05,,,,
-83.5,9.75,12/29/2020 12:00,1046.625,287.55997,0.039004862,0.75267786,-8.23E-07,4.73E-05,14.409973,0.29072917,,,,
-83.5,9.75,12/29/2020 13:00,208519.25,288.71384,-0.2747394,0.07830207,-2.45E-05,3.10E-05,15.563843,57.922012,,,,
-83.5,9.75,12/29/2020 14:00,609857.9,291.1921,-0.76178217,-0.6462117,-0.000123441,2.34E-05,18.042114,169.40497,,,,
-83.5,9.75,12/29/2020 15:00,1348049,292.18222,-1.1133071,-0.69521326,-0.000299795,0.000214954,19.032227,374.45807,,,,
-83.5,9.75,12/29/2020 16:00,1608552.8,292.8071,-1.4096544,-0.9885128,-0.00035106,0.000221246,19.657104,446.82022,,,,
-83.5,9.75,12/29/2020 17:00,2127757.8,294.75613,-1.5533853,-1.3218658,-0.000432314,0.000152532,21.60614,591.0438,,,,
-83.5,9.75,12/29/2020 18:00,2022393.2,295.02225,-1.7279532,-1.7496002,-0.00041283,0.000283668,21.872253,561.7759,,,,
-83.5,9.75,12/29/2020 19:00,1924588.1,294.4166,-1.802768,-1.8160009,-0.000363324,9.72E-05,21.266602,534.6078,,,,
-83.5,9.75,12/29/2020 20:00,1963140.2,292.96762,-1.5037328,-1.4804463,-0.000358873,0.000266049,19.817627,545.3167,,,,
-83.5,9.75,12/29/2020 21:00,1493128.6,291.7109,-1.6060991,-1.4645386,-0.00028685,0.000271334,18.560913,414.75797,,,,
-83.5,9.75,12/29/2020 22:00,897924,290.381,-1.3579859,-1.3332285,-0.000172738,0.000214954,17.231018,249.42334,,,,
-83.5,9.75,12/29/2020 23:00,325629.62,290.05322,-1.2354598,-0.9114595,-5.64E-05,0.000161089,16.903229,90.452675,,,,
-83.5,9.75,12/30/2020 0:00,13432.125,289.6398,-0.9324674,-0.7449961,1.84E-06,7.35E-05,16.489807,3.7311459,,,,
-83.5,9.75,12/30/2020 1:00,-0.125,288.94302,-0.4001027,-0.26485127,6.46E-06,2.87E-05,15.79303,-3.47E-05,,,,
-83.5,9.75,12/30/2020 2:00,-0.125,288.45795,-0.48641598,-0.1895024,5.45E-06,3.90E-05,15.307953,-3.47E-05,,,,
-83.5,9.75,12/30/2020 3:00,-0.125,288.32562,-0.5389058,0.002811179,2.40E-06,7.55E-06,15.175629,-3.47E-05,,,,
-83.5,9.75,12/30/2020 4:00,-0.125,288.3099,-0.22672951,0.72057825,2.26E-06,7.55E-06,15.159912,-3.47E-05,,,,
-83.5,9.75,12/30/2020 5:00,-0.125,287.91046,-0.006541073,0.74713856,1.13E-06,4.78E-06,14.760468,-3.47E-05,,,,
-83.5,9.75,12/30/2020 6:00,-0.125,287.09335,0.23455364,0.634861,1.02E-06,4.28E-06,13.943359,-3.47E-05,,,,
-83.5,9.75,12/30/2020 7:00,-0.125,286.38434,0.29749662,0.5678921,1.02E-06,3.78E-06,13.2343445,-3.47E-05,,,,
-83.5,9.75,12/30/2020 8:00,-0.125,286.05856,0.2973473,0.6178169,-3.28E-07,3.27E-06,12.908569,-3.47E-05,,,,
-83.5,9.75,12/30/2020 9:00,-0.125,285.88678,0.3685782,0.550777,-8.45E-07,1.01E-06,12.736786,-3.47E-05,,,,
-83.5,9.75,12/30/2020 10:00,-0.125,286.10098,0.4993174,0.9604732,4.96E-07,1.01E-06,12.950989,-3.47E-05,,,,
-83.5,9.75,12/30/2020 11:00,-0.125,285.9355,0.26777977,0.504332,4.96E-07,9.31E-10,12.785492,-3.47E-05,,,,
-83.5,9.75,12/30/2020 12:00,1686.25,285.6519,0.1289767,0.37983954,1.01E-06,9.31E-10,12.501892,0.46840277,,,,
-83.5,9.75,12/30/2020 13:00,276261.88,287.48532,-0.4316862,0.47059906,-2.81E-05,9.31E-10,14.335327,76.73941,,,,
-83.5,9.75,12/30/2020 14:00,933394.4,291.37387,-0.9073798,-0.39403087,-0.00014599,9.31E-10,18.223877,259.2762,,,,
-83.5,9.75,12/30/2020 15:00,1622566.5,292.34775,-1.2928776,-0.7497542,-0.000282784,4.28E-06,19.197754,450.71292,,,,
-83.5,9.75,12/30/2020 16:00,2026987,292.4099,-1.7452009,-1.0377984,-0.000364236,1.59E-05,19.259918,563.05194,,,,
-83.5,9.75,12/30/2020 17:00,2365176.8,293.2939,-1.8335301,-1.2359354,-0.000424589,4.76E-05,20.14392,656.9935,,,,
-83.5,9.75,12/30/2020 18:00,2528631.2,292.94318,-1.8959504,-1.385852,-0.000467798,0.000250695,19.793182,702.3976,,,,
-83.5,9.75,12/30/2020 19:00,1779741,292.7794,-1.8825107,-1.3295356,-0.000359851,0.000357668,19.629395,494.3725,,,,
-83.5,9.75,12/30/2020 20:00,1426723.5,292.65308,-1.6772553,-1.2232944,-0.000289751,0.000254219,19.503082,396.31207,,,,
-83.5,9.75,12/30/2020 21:00,1391078.6,292.72522,-1.5339723,-1.1942486,-0.000273597,0.00028241,19.575226,386.41074,,,,
-83.5,9.75,12/30/2020 22:00,738307.25,290.9829,-0.98951185,-0.955774,-0.000148892,0.000283165,17.832916,205.08534,,,,
-83.5,9.75,12/30/2020 23:00,366391.5,290.90802,-1.0801556,-0.77858704,-7.37E-05,0.000268063,17.758026,101.77541,,,,
-83.5,9.75,12/31/2020 0:00,17677,289.54343,-0.96815753,-0.39445698,-1.86E-06,2.77E-05,16.393433,4.910278,,,,
-83.5,9.75,12/31/2020 1:00,-0.125,289.53745,-0.62887764,-0.1532128,1.83E-06,4.68E-05,16.387451,-3.47E-05,,,,
-83.5,9.75,12/31/2020 2:00,-0.125,288.07397,-0.401596,0.09811577,6.72E-06,1.43E-05,14.923981,-3.47E-05,,,,
-83.5,9.75,12/31/2020 3:00,-0.125,288.03378,-0.4597604,-0.1675582,5.20E-06,1.49E-05,14.883789,-3.47E-05,,,,
-83.5,9.75,12/31/2020 4:00,-0.125,287.89398,-0.7113083,-0.4540401,2.94E-06,1.71E-05,14.743988,-3.47E-05,,,,
-83.5,9.75,12/31/2020 5:00,-0.125,287.6256,-0.9697255,-0.20654644,3.69E-06,9.06E-06,14.475616,-3.47E-05,,,,
-83.5,9.75,12/31/2020 6:00,-0.125,287.5969,-0.5639187,0.59708,1.37E-06,2.77E-06,14.446899,-3.47E-05,,,,
-83.5,9.75,12/31/2020 7:00,-0.125,286.71912,0.3281095,0.6409684,1.43E-06,2.94E-05,13.569122,-3.47E-05,,,,
-83.5,9.75,12/31/2020 8:00,-0.125,286.34814,0.5270182,0.8321457,1.69E-06,5.79E-06,13.198151,-3.47E-05,,,,
-83.5,9.75,12/31/2020 9:00,-0.125,286.01837,0.6568614,0.85281163,6.94E-07,2.01E-06,12.868378,-3.47E-05,,,,
-83.5,9.75,12/31/2020 10:00,-0.125,285.98367,0.8359839,1.3064672,-2.46E-06,1.01E-06,12.833679,-3.47E-05,,,,
-83.5,9.75,12/31/2020 11:00,-0.125,286.095,0.67015195,1.031348,-3.42E-06,1.01E-06,12.945007,-3.47E-05,,,,
-83.5,9.75,12/31/2020 12:00,1744.375,286.08902,0.64484036,0.97332716,-5.47E-06,5.04E-07,12.939026,0.4845486,,,,
-83.5,9.75,12/31/2020 13:00,307836.38,287.98636,0.48990953,0.83626467,-4.14E-05,5.04E-07,14.836365,85.5101,,,,
-83.5,9.75,12/31/2020 14:00,1077311,291.8889,-0.6544879,-0.000455603,-0.000204255,5.04E-07,18.738892,299.25305,,,,
-83.5,9.75,12/31/2020 15:00,1802418.8,291.82397,-1.2770485,-0.75422823,-0.000359137,9.31E-10,18.67398,500.67188,,,,
-83.5,9.75,12/31/2020 16:00,2609806,292.53723,-1.8159838,-1.1095254,-0.000491151,9.31E-10,19.387238,724.9461,,,,
-83.5,9.75,12/31/2020 17:00,3102321,293.93402,-2.191551,-1.2360065,-0.000568262,4.28E-06,20.784027,861.75586,,,,
-83.5,9.75,12/31/2020 18:00,2827280.2,293.5628,-2.1717646,-1.4121993,-0.000526909,1.54E-05,20.412811,785.35565,,,,
-83.5,9.75,12/31/2020 19:00,2604921.8,293.3059,-2.2620351,-1.504379,-0.000503788,0.000165871,20.155914,723.58936,,,,
-83.5,9.75,12/31/2020 20:00,2184859.2,293.88486,-2.4019582,-1.5850542,-0.000419875,0.000159328,20.734863,606.90533,,,,
-83.5,9.75,12/31/2020 21:00,1834167.6,293.25623,-2.2347822,-1.5747567,-0.000348752,0.000284172,20.106232,509.491,,,,
-83.5,9.75,12/31/2020 22:00,1034455.9,290.78244,-1.9132729,-1.1924021,-0.000197816,0.000211681,17.632446,287.34885,,,,
-83.5,9.75,12/31/2020 23:00,395407.5,289.87646,-1.5225484,-0.96933824,-7.55E-05,9.39E-05,16.72647,109.83542,,,,
-83.5,9.75,1/1/2021 0:00,17793.25,289.56366,-0.9896611,-0.45595753,-2.05E-06,5.44E-05,16.413666,4.9425693,,,,
-83.5,9.75,1/1/2021 1:00,-0.125,289.122,-0.8708684,-0.40439934,3.51E-06,5.29E-06,15.972015,-3.47E-05,,,,
-83.5,9.75,1/1/2021 2:00,-0.125,288.45645,-0.61857384,-0.07999445,1.91E-06,1.06E-05,15.3064575,-3.47E-05,,,,
-83.5,9.75,1/1/2021 3:00,-0.125,287.67853,0.16362149,0.6904671,2.26E-06,3.27E-06,14.528534,-3.47E-05,,,,
-83.5,9.75,1/1/2021 4:00,-0.125,287.35648,0.28779012,0.5115047,2.80E-06,1.51E-06,14.206482,-3.47E-05,,,,
-83.5,9.75,1/1/2021 5:00,-0.125,286.21808,0.30877113,0.45454925,1.02E-06,5.04E-07,13.068085,-3.47E-05,,,,
-83.5,9.75,1/1/2021 6:00,-0.125,285.906,0.18542379,0.2282186,-1.69E-06,9.31E-10,12.756012,-3.47E-05,,,,
-83.5,9.75,1/1/2021 7:00,-0.125,285.6239,0.21543932,0.27146786,2.87E-06,1.51E-06,12.473907,-3.47E-05,,,,
-83.5,9.75,1/1/2021 8:00,-0.125,285.61017,0.27464902,0.37153053,7.26E-07,1.51E-06,12.460175,-3.47E-05,,,,
-83.5,9.75,1/1/2021 9:00,-0.125,285.53378,0.28345954,0.38054967,-1.49E-06,5.29E-06,12.383789,-3.47E-05,,,,
-83.5,9.75,1/1/2021 10:00,-0.125,285.89078,0.34670115,0.50227255,-1.58E-06,5.04E-07,12.740784,-3.47E-05,,,,
-83.5,9.75,1/1/2021 11:00,-0.125,285.99713,0.39568174,0.6320203,-1.10E-06,1.01E-06,12.847137,-3.47E-05,,,,
-83.5,9.75,1/1/2021 12:00,1337.375,286.71887,0.39732432,0.78662395,-1.50E-06,1.33E-05,13.568878,0.37149304,,,,
-83.5,9.75,1/1/2021 13:00,334468.25,288.9303,0.17437333,0.90685546,-3.70E-05,2.14E-05,15.780304,92.907845,,,,
-83.5,9.75,1/1/2021 14:00,1043003.6,291.64175,-1.5214286,-0.8021646,-0.000154342,6.80E-06,18.49176,289.72324,,,,
-83.5,9.75,1/1/2021 15:00,1856438.4,292.47232,-2.2412782,-1.4119152,-0.000323994,3.05E-05,19.322327,515.6773,,,,
-83.5,9.75,1/1/2021 16:00,2162065.2,291.9151,-2.5226922,-1.5851963,-0.000391006,4.68E-05,18.765106,600.57367,,,,
-83.5,9.75,1/1/2021 17:00,2630274.2,292.4833,-2.6072135,-1.559133,-0.000490975,6.62E-05,19.333313,730.6317,,,,
-83.5,9.75,1/1/2021 18:00,2624924.5,292.50552,-2.5054445,-1.6568522,-0.000499689,6.29E-05,19.35553,729.1457,,,,
-83.5,9.75,1/1/2021 19:00,2668826.5,292.4511,-2.5005913,-1.6228352,-0.000491876,0.000154546,19.301117,741.3407,,,,
-83.5,9.75,1/1/2021 20:00,2499382.8,292.74194,-2.5041752,-1.7167194,-0.000467502,0.000271334,19.59195,694.273,,,,
-83.5,9.75,1/1/2021 21:00,1745608,292.99258,-2.3075066,-1.6565682,-0.0003435,0.000338036,19.84259,484.8911,,,,
-83.5,9.75,1/1/2021 22:00,1094057.8,291.45,-2.1744525,-1.5133982,-0.00022342,0.000115783,18.300018,303.90494,,,,
-83.5,9.75,1/1/2021 23:00,482920.5,290.55252,-1.6666528,-1.1836671,-8.25E-05,6.77E-05,17.402527,134.14458,,,,
-83.5,9.75,1/2/2021 0:00,21863.625,289.9144,-0.89110273,-0.43401337,-1.70E-06,6.09E-05,16.764404,6.0732293,,,,
-83.5,9.75,1/2/2021 1:00,-0.125,289.15298,-0.5555562,-0.2265732,3.40E-06,1.01E-06,16.00299,-3.47E-05,,,,
-83.5,9.75,1/2/2021 2:00,-0.125,288.7201,-0.5449537,0.1434245,2.65E-06,1.51E-06,15.570099,-3.47E-05,,,,
-83.5,9.75,1/2/2021 3:00,-0.125,288.23526,-0.024386108,0.65794146,2.95E-06,3.78E-06,15.085266,-3.47E-05,,,,
-83.5,9.75,1/2/2021 4:00,-0.125,288.00882,0.36895144,0.7820078,3.86E-07,2.77E-06,14.858826,-3.47E-05,,,,
-83.5,9.75,1/2/2021 5:00,-0.125,287.79388,0.21999389,0.87560797,8.25E-07,2.01E-06,14.64389,-3.47E-05,,,,
-83.5,9.75,1/2/2021 6:00,-0.125,287.75644,0.23709232,0.6832944,-4.28E-08,1.51E-06,14.606445,-3.47E-05,,,,
-83.5,9.75,1/2/2021 7:00,-0.125,287.82632,0.13114202,0.7923763,-1.45E-06,8.56E-06,14.676331,-3.47E-05,,,,
-83.5,9.75,1/2/2021 8:00,-0.125,287.9604,0.23261237,0.8047332,-8.12E-07,4.78E-06,14.810394,-3.47E-05,,,,
-83.5,9.75,1/2/2021 9:00,-0.125,288.2757,0.25859594,0.7760424,6.71E-08,8.06E-06,15.125702,-3.47E-05,,,,
-83.5,9.75,1/2/2021 10:00,-0.125,285.6516,0.3832872,0.53316486,-5.15E-07,2.77E-06,12.501617,-3.47E-05,,,,
-83.5,9.75,1/2/2021 11:00,-0.125,285.7128,0.43592644,0.5481494,1.24E-06,8.56E-06,12.562805,-3.47E-05,,,,
-83.5,9.75,1/2/2021 12:00,1162.875,285.00253,0.33580005,0.40050542,1.22E-07,2.01E-06,11.852539,0.32302085,,,,
-83.5,9.75,1/2/2021 13:00,349005.25,287.85028,0.40180433,0.53650266,-2.97E-05,2.01E-06,14.700287,96.9459,,,,
-83.5,9.75,1/2/2021 14:00,1139762.2,291.4902,-0.8722124,-0.7927904,-0.00016543,2.01E-06,18.34021,316.60062,,,,
-83.5,9.75,1/2/2021 15:00,1879116.2,291.8739,-1.2996721,-1.2365745,-0.000320202,1.01E-06,18.723907,521.97675,,,,
-83.5,9.75,1/2/2021 16:00,2336393.5,292.1006,-1.7861176,-1.6034476,-0.000398017,1.23E-05,18.950592,648.99817,,,,
-83.5,9.75,1/2/2021 17:00,2546192,293.37357,-2.0517774,-1.8278607,-0.000452447,2.44E-05,20.223572,707.2756,,,,
-83.5,9.75,1/2/2021 18:00,2540435.2,293.40002,-2.1964788,-1.8475324,-0.000469546,0.000100681,20.25003,705.67645,,,,
-83.5,9.75,1/2/2021 19:00,2398146.8,292.9564,-2.2028255,-2.1044002,-0.000441765,8.48E-05,19.806396,666.15186,,,,
-83.5,9.75,1/2/2021 20:00,2138166.2,292.6925,-2.0706677,-2.090694,-0.000378819,0.00017745,19.542511,593.93506,,,,
-83.5,9.75,1/2/2021 21:00,1781252.9,292.4169,-1.823973,-1.9139332,-0.000337895,0.000318906,19.266907,494.79248,,,,
-83.5,9.75,1/2/2021 22:00,1142030,291.21982,-1.778651,-1.3720037,-0.000200783,0.000209416,18.069824,317.23056,,,,
