longitude,latitude,time,ssrd,t2m,u10,v10,e,tp,t_air,ghi,,,,
-83.5,9.75,1/1/2020 0:00,16339.5,289.18842,-0.77163804,-0.5595001,-2.08E-06,1.01E-06,16.038422,4.53875,,,,
-83.5,9.75,1/1/2020 1:00,-0.125,288.6327,-0.48798394,-0.34069723,6.17E-07,2.77E-06,15.482697,-3.47E-05,,,,
-83.5,9.75,1/1/2020 2:00,-0.125,288.65717,-0.14825612,-0.27202398,-2.08E-08,5.79E-06,15.507172,-3.47E-05,,,,
-83.5,9.75,1/1/2020 3:00,-0.125,288.49765,0.4995414,0.79386765,1.22E-08,2.77E-06,15.347656,-3.47E-05,,,,Total Precipitation
-83.5,9.75,1/1/2020 4:00,-0.125,288.42474,0.44324362,0.8538769,-3.28E-07,5.04E-07,15.27475,-3.47E-05,,,,3.37
-83.5,9.75,1/1/2020 5:00,-0.125,287.9042,0.3906045,0.7860558,-1.03E-06,5.04E-07,14.754211,-3.47E-05,,,,
-83.5,9.75,1/1/2020 6:00,-0.125,288.19455,0.3688022,0.7604187,-2.23E-06,4.78E-06,15.044556,-3.47E-05,,,,
-83.5,9.75,1/1/2020 7:00,-0.125,288.3556,0.40703082,0.6919585,-2.64E-06,9.31E-10,15.205597,-3.47E-05,,,,
-83.5,9.75,1/1/2020 8:00,-0.125,287.25388,0.4131534,0.79543,-2.67E-06,9.31E-10,14.103882,-3.47E-05,,,,
-83.5,9.75,1/1/2020 9:00,-0.125,286.7446,0.41233206,0.8152437,-3.02E-06,9.31E-10,13.5946045,-3.47E-05,,,,
-83.5,9.75,1/1/2020 10:00,-0.125,287.44586,0.42987847,0.7384035,-3.87E-06,9.31E-10,14.295868,-3.47E-05,,,,
-83.5,9.75,1/1/2020 11:00,-0.125,287.84705,0.36925018,0.7959271,-3.64E-06,9.31E-10,14.697052,-3.47E-05,,,,
-83.5,9.75,1/1/2020 12:00,1628.125,288.01132,0.3934418,0.94641185,-3.74E-06,9.31E-10,14.861328,0.45225695,,,,
-83.5,9.75,1/1/2020 13:00,295625.25,288.75726,0.38478053,0.9318533,-2.52E-05,9.31E-10,15.607269,82.118126,,,,
-83.5,9.75,1/1/2020 14:00,876409.1,291.14917,-0.68786335,-0.039230786,-0.000134199,9.31E-10,17.999176,243.44698,,,,
-83.5,9.75,1/1/2020 15:00,1692693.1,291.90286,-1.3681403,-0.8526576,-0.000301004,5.04E-07,18.752869,470.19254,,,,
-83.5,9.75,1/1/2020 16:00,2235273.8,292.09634,-1.6674742,-1.2549679,-0.000416072,5.04E-07,18.94635,620.90936,,,,
-83.5,9.75,1/1/2020 17:00,2682491.2,292.94568,-1.9897302,-1.6310731,-0.000505426,9.31E-10,19.795685,745.1365,,,,
-83.5,9.75,1/1/2020 18:00,2824547.2,292.64508,-2.0707421,-1.7072031,-0.000537646,9.31E-10,19.495087,784.59644,,,,
-83.5,9.75,1/1/2020 19:00,3174192.2,292.57617,-1.8899025,-1.6665105,-0.000602603,9.31E-10,19.426178,881.7201,,,,
-83.5,9.75,1/1/2020 20:00,2030243.2,292.37646,-1.8682495,-1.6942071,-0.000422325,9.31E-10,19.22647,563.9565,,,,
-83.5,9.75,1/1/2020 21:00,1837540.2,292.00397,-1.815685,-1.5361946,-0.000358159,9.31E-10,18.853973,510.42786,,,,
-83.5,9.75,1/1/2020 22:00,1376134.5,290.88904,-1.8677269,-1.5005442,-0.00025308,9.31E-10,17.739044,382.25958,,,,
-83.5,9.75,1/1/2020 23:00,509029,289.9963,-1.1987991,-0.99043024,-8.91E-05,9.31E-10,16.846313,141.39694,,,,
-83.5,9.75,1/2/2020 0:00,23724.375,289.75165,-1.101062,-0.8199188,-1.53E-07,9.31E-10,16.601654,6.590104,,,,
-83.5,9.75,1/2/2020 1:00,-0.125,289.23935,-0.6300723,-0.1177754,7.15E-07,1.01E-06,16.089355,-3.47E-05,,,,
-83.5,9.75,1/2/2020 2:00,-0.125,289.32422,-0.19843131,0.72150147,2.21E-07,2.77E-06,16.174225,-3.47E-05,,,,
-83.5,9.75,1/2/2020 3:00,-0.125,287.41464,0.24567884,0.70019644,6.83E-07,9.31E-10,14.264648,-3.47E-05,,,,
-83.5,9.75,1/2/2020 4:00,-0.125,287.09537,0.3517784,0.5612875,-5.38E-08,5.04E-07,13.945374,-3.47E-05,,,,
-83.5,9.75,1/2/2020 5:00,-0.125,286.59482,0.33020008,0.49367952,5.40E-07,9.31E-10,13.444824,-3.47E-05,,,,
-83.5,9.75,1/2/2020 6:00,-0.125,286.3122,0.2751717,0.40043437,-7.79E-07,1.01E-06,13.162201,-3.47E-05,,,,
-83.5,9.75,1/2/2020 7:00,-0.125,286.76157,0.2601639,0.3751524,-1.19E-06,1.01E-06,13.611572,-3.47E-05,,,,
-83.5,9.75,1/2/2020 8:00,-0.125,286.65747,0.24874008,0.4053346,-3.24E-06,9.31E-10,13.507477,-3.47E-05,,,,
-83.5,9.75,1/2/2020 9:00,-0.125,286.50693,0.2820409,0.46399444,-4.16E-06,5.04E-07,13.356934,-3.47E-05,,,,
-83.5,9.75,1/2/2020 10:00,-0.125,286.21307,0.25000942,0.31727374,-3.52E-06,5.04E-07,13.06308,-3.47E-05,,,,
-83.5,9.75,1/2/2020 11:00,-0.125,286.40106,0.21379668,0.2759419,-5.10E-06,9.31E-10,13.251068,-3.47E-05,,,,
-83.5,9.75,1/2/2020 12:00,1337.375,286.51367,0.28323555,0.42010605,-5.15E-06,5.04E-07,13.363678,0.37149304,,,,
-83.5,9.75,1/2/2020 13:00,287426.38,287.8026,0.3102644,0.504119,-3.53E-05,5.04E-07,14.652618,79.84066,,,,
-83.5,9.75,1/2/2020 14:00,957584,290.46365,-0.7068284,-0.05258195,-0.000145957,9.31E-10,17.31366,265.99554,,,,
-83.5,9.75,1/2/2020 15:00,1447831.2,290.8673,-1.2168682,-0.74144524,-0.000247179,2.77E-06,17.717316,402.17535,,,,
-83.5,9.75,1/2/2020 16:00,2263940.8,291.80475,-1.6268561,-1.2668988,-0.000396786,5.79E-06,18.654755,628.87244,,,,
-83.5,9.75,1/2/2020 17:00,2643299.5,293.3728,-1.8297222,-1.4845654,-0.000473974,1.61E-05,20.222809,734.2499,,,,
-83.5,9.75,1/2/2020 18:00,2764422,293.78622,-1.7982134,-1.5305133,-0.000518151,9.34E-05,20.63623,767.895,,,,
-83.5,9.75,1/2/2020 19:00,1953778.5,293.00906,-1.843162,-1.3029753,-0.000383193,0.000181225,19.85907,542.71625,,,,
-83.5,9.75,1/2/2020 20:00,1804279.5,292.02072,-1.6734474,-1.3033304,-0.00034295,0.00024692,18.870728,501.18875,,,,
-83.5,9.75,1/2/2020 21:00,1320893.8,291.49744,-1.7363904,-1.3133438,-0.000258465,0.000315635,18.347443,366.91492,,,,
-83.5,9.75,1/2/2020 22:00,939092.9,290.09015,-1.7929868,-1.3676716,-0.000174837,0.000281403,16.940155,260.85913,,,,
-83.5,9.75,1/2/2020 23:00,396163.38,289.69446,-1.2565155,-0.84825456,-6.32E-05,0.000151524,16.544464,110.04538,,,,
-83.5,9.75,1/3/2020 0:00,17677,289.75787,-1.0225886,-0.2958146,-3.53E-06,3.15E-05,16.60788,4.910278,,,,
-83.5,9.75,1/3/2020 1:00,-0.125,289.65378,-0.58415306,0.69302374,4.41E-07,3.78E-06,16.503784,-3.47E-05,,,,
-83.5,9.75,1/3/2020 2:00,-0.125,289.0706,0.09291327,0.60055983,2.43E-06,5.04E-07,15.920593,-3.47E-05,,,,
-83.5,9.75,1/3/2020 3:00,-0.125,289.2618,0.20394081,0.64629465,3.64E-06,2.01E-06,16.111816,-3.47E-05,,,,
-83.5,9.75,1/3/2020 4:00,-0.125,288.591,0.20394081,0.61078626,6.17E-06,5.79E-06,15.4410095,-3.47E-05,,,,
-83.5,9.75,1/3/2020 5:00,-0.125,287.86652,0.26852643,0.6582255,5.09E-06,1.23E-05,14.716522,-3.47E-05,,,,
-83.5,9.75,1/3/2020 6:00,-0.125,287.99585,0.28316087,0.5357215,3.52E-06,1.23E-05,14.845856,-3.47E-05,,,,
-83.5,9.75,1/3/2020 7:00,-0.125,287.6628,0.37432742,0.6974978,6.01E-06,2.04E-05,14.512817,-3.47E-05,,,,
-83.5,9.75,1/3/2020 8:00,-0.125,287.6221,0.39374042,0.7482038,5.02E-06,2.01E-06,14.472107,-3.47E-05,,,,
-83.5,9.75,1/3/2020 9:00,-0.125,286.97403,0.3588717,0.588558,5.28E-06,4.78E-06,13.824036,-3.47E-05,,,,
-83.5,9.75,1/3/2020 10:00,-0.125,285.94522,0.32497352,0.4611538,3.23E-06,2.77E-06,12.795227,-3.47E-05,,,,
-83.5,9.75,1/3/2020 11:00,-0.125,285.74374,0.19707161,0.3066212,2.62E-06,9.31E-10,12.59375,-3.47E-05,,,,
-83.5,9.75,1/3/2020 12:00,1104.75,285.7717,0.20446348,0.31585336,2.18E-06,9.31E-10,12.621704,0.306875,,,,
-83.5,9.75,1/3/2020 13:00,281378.88,287.89798,0.2223832,0.31457508,-2.60E-05,9.31E-10,14.747986,78.1608,,,,
-83.5,9.75,1/3/2020 14:00,982006.25,291.48196,-0.73729193,-0.40944153,-0.000177584,9.31E-10,18.33197,272.7795,,,,
-83.5,9.75,1/3/2020 15:00,1831318.4,291.93607,-1.3051974,-0.9319834,-0.000369654,9.31E-10,18.786072,508.69955,,,,
-83.5,9.75,1/3/2020 16:00,2154506,292.5602,-1.3737402,-1.1051224,-0.000411677,9.31E-10,19.410217,598.4739,,,,
-83.5,9.75,1/3/2020 17:00,2756630.2,294.74115,-1.6052778,-1.5532386,-0.000512382,1.23E-05,21.591156,765.73065,,,,
-83.5,9.75,1/3/2020 18:00,2580848.2,294.47702,-1.9416457,-1.7546424,-0.000488447,0.000121069,21.327026,716.9023,,,,
-83.5,9.75,1/3/2020 19:00,2571428.2,293.9967,-1.9621787,-1.655929,-0.000488205,0.000444505,20.84671,714.28564,,,,
-83.5,9.75,1/3/2020 20:00,2203641,293.0575,-1.9187233,-1.7732488,-0.000432919,0.000765676,19.907501,612.1225,,,,
-83.5,9.75,1/3/2020 21:00,1500397.1,292.93417,-1.6158056,-1.5136822,-0.000332543,0.000608363,19.78418,416.77698,,,,
-83.5,9.75,1/3/2020 22:00,1080858.1,291.5214,-1.6386533,-1.3671036,-0.000245311,0.000616166,18.371399,300.23837,,,,
-83.5,9.75,1/3/2020 23:00,347900.38,291.1704,-1.2161961,-1.0914161,-0.000102572,0.000218477,18.020416,96.63899,,,,
-83.5,9.75,1/4/2020 0:00,14246.25,291.1085,-0.9255235,-0.78618586,-8.47E-06,0.000138185,17.958496,3.9572916,,,,
-83.5,9.75,1/4/2020 1:00,-0.125,290.40222,-1.0569347,-0.5520433,5.54E-06,0.000164865,17.252228,-3.47E-05,,,,
-83.5,9.75,1/4/2020 2:00,-0.125,289.79608,-0.97554934,-0.30909473,1.41E-05,0.000184498,16.646088,-3.47E-05,,,,
-83.5,9.75,1/4/2020 3:00,-0.125,288.8177,-0.7798512,-0.20619136,1.72E-05,9.16E-05,15.667694,-3.47E-05,,,,
-83.5,9.75,1/4/2020 4:00,-0.125,288.78424,-1.2478542,-0.25817567,6.99E-06,4.73E-05,15.634247,-3.47E-05,,,,
-83.5,9.75,1/4/2020 5:00,-0.125,288.24298,-0.894164,0.3416325,5.06E-06,4.33E-05,15.092987,-3.47E-05,,,,
-83.5,9.75,1/4/2020 6:00,-0.125,287.4596,-0.022146165,0.77923816,5.42E-06,3.52E-05,14.309601,-3.47E-05,,,,
-83.5,9.75,1/4/2020 7:00,-0.125,287.19247,0.22999907,0.6178879,3.83E-06,4.20E-05,14.04248,-3.47E-05,,,,
-83.5,9.75,1/4/2020 8:00,-0.125,286.89337,0.32124025,0.69835,4.54E-06,3.47E-05,13.743378,-3.47E-05,,,,
-83.5,9.75,1/4/2020 9:00,-0.125,287.16998,0.30264854,0.6468628,3.39E-06,1.43E-05,14.019989,-3.47E-05,,,,
-83.5,9.75,1/4/2020 10:00,-0.125,286.2051,0.4119588,0.6489933,4.52E-06,4.78E-06,13.055115,-3.47E-05,,,,
-83.5,9.75,1/4/2020 11:00,-0.125,285.05496,0.66022146,0.9221951,6.63E-06,1.01E-06,11.904968,-3.47E-05,,,,
-83.5,9.75,1/4/2020 12:00,1104.75,285.64462,0.7466841,1.023323,2.76E-06,1.51E-06,12.494629,0.306875,,,,
-83.5,9.75,1/4/2020 13:00,350459,288.63394,0.7115166,1.0213345,-4.26E-05,5.04E-07,15.483948,97.349724,,,,
-83.5,9.75,1/4/2020 14:00,1158486,291.48645,-0.44408065,-0.13361216,-0.000226761,5.04E-07,18.336456,321.80167,,,,
-83.5,9.75,1/4/2020 15:00,1976281.8,292.86703,-1.0738091,-1.0806926,-0.000415204,1.01E-06,19.717041,548.96716,,,,
-83.5,9.75,1/4/2020 16:00,2570614.2,293.17908,-1.4557229,-1.5430123,-0.000503799,9.31E-10,20.029083,714.0595,,,,
-83.5,9.75,1/4/2020 17:00,3105810,293.9303,-1.7559527,-1.8240259,-0.000578768,9.31E-10,20.780304,862.725,,,,
-83.5,9.75,1/4/2020 18:00,3230189,293.88486,-1.9315659,-1.9309062,-0.000600032,5.04E-07,20.734863,897.2747,,,,
-83.5,9.75,1/4/2020 19:00,2585849,293.88187,-1.9868183,-1.9588158,-0.000482634,2.49E-05,20.731873,718.2914,,,,
-83.5,9.75,1/4/2020 20:00,2325403.5,293.57452,-2.024599,-2.170659,-0.000430699,7.25E-05,20.42453,645.94543,,,,
-83.5,9.75,1/4/2020 21:00,1895921,293.5161,-1.9873409,-2.301827,-0.000348214,0.000131137,20.36612,526.6447,,,,
-83.5,9.75,1/4/2020 22:00,1186746,291.34164,-2.2087986,-2.0206003,-0.000228739,0.000193559,18.19165,329.65167,,,,
-83.5,9.75,1/4/2020 23:00,496876,290.5263,-1.4020385,-1.689804,-8.29E-05,0.000140199,17.376312,138.02112,,,,
-83.5,9.75,1/5/2020 0:00,26457.375,290.51706,-0.98503184,-1.3060291,1.97E-06,8.81E-05,17.367065,7.349271,,,,
-83.5,9.75,1/5/2020 1:00,-0.125,289.69196,-0.35097283,-0.49700528,3.42E-08,1.71E-05,16.541962,-3.47E-05,,,,
-83.5,9.75,1/5/2020 2:00,-0.125,288.62247,-0.47603747,-0.70600784,2.95E-06,1.43E-05,15.472473,-3.47E-05,,,,
-83.5,9.75,1/5/2020 3:00,-0.125,288.12692,-0.45625114,-0.73682916,1.70E-06,1.13E-05,14.976929,-3.47E-05,,,,
-83.5,9.75,1/5/2020 4:00,-0.125,287.9841,-0.35634875,-0.6587106,-1.97E-07,1.61E-05,14.834106,-3.47E-05,,,,
-83.5,9.75,1/5/2020 5:00,-0.125,288.02255,0.7996218,-0.0886585,-1.98E-06,7.55E-06,14.872559,-3.47E-05,,,,
-83.5,9.75,1/5/2020 6:00,-0.125,287.60614,0.68508506,0.62463456,-3.37E-06,1.11E-05,14.456146,-3.47E-05,,,,
-83.5,9.75,1/5/2020 7:00,-0.125,287.6563,0.6696292,0.61490524,-2.70E-06,4.91E-05,14.506317,-3.47E-05,,,,
-83.5,9.75,1/5/2020 8:00,-0.125,287.39145,0.16175485,0.3485921,-3.28E-06,3.90E-05,14.241455,-3.47E-05,,,,
-83.5,9.75,1/5/2020 9:00,-0.125,286.65897,-0.32125598,0.2155066,-3.69E-06,5.92E-05,13.508972,-3.47E-05,,,,
-83.5,9.75,1/5/2020 10:00,-0.125,286.45175,-0.28586456,-0.55026793,-2.17E-06,6.07E-05,13.301758,-3.47E-05,,,,
-83.5,9.75,1/5/2020 11:00,-0.125,286.21234,-0.2738434,-0.56724095,-1.84E-06,7.90E-05,13.062347,-3.47E-05,,,,
-83.5,9.75,1/5/2020 12:00,755.875,286.4023,-0.3350691,-0.5109956,-1.15E-06,4.91E-05,13.252319,0.20996527,,,,
-83.5,9.75,1/5/2020 13:00,260561.88,287.50552,-0.3860656,-0.41682726,-3.50E-05,5.39E-05,14.35553,72.378296,,,,
-83.5,9.75,1/5/2020 14:00,983808.8,290.25168,-1.1249549,-1.0488061,-0.000177727,3.62E-05,17.101685,273.2802,,,,
-83.5,9.75,1/5/2020 15:00,1666991.6,290.98016,-1.559732,-1.2943823,-0.000319103,3.25E-05,17.83017,463.05322,,,,
-83.5,9.75,1/5/2020 16:00,2531073.5,291.3152,-1.7183213,-1.2953765,-0.000469842,1.91E-05,18.165192,703.076,,,,
-83.5,9.75,1/5/2020 17:00,2683014.5,292.96762,-1.75879,-1.3942319,-0.00049026,1.13E-05,19.817627,745.2818,,,,
-83.5,9.75,1/5/2020 18:00,3092494,293.16785,-1.9707652,-1.4401088,-0.000565526,2.01E-05,20.017853,859.0261,,,,
-83.5,9.75,1/5/2020 19:00,3141687.5,293.35785,-2.068129,-1.4335753,-0.000621021,9.31E-10,20.207855,872.691,,,,
-83.5,9.75,1/5/2020 20:00,2788844.2,292.90198,-2.148917,-1.5705668,-0.000570504,9.31E-10,19.751984,774.67896,,,,
-83.5,9.75,1/5/2020 21:00,1922901.8,292.92395,-2.0103378,-1.5322887,-0.000414171,9.31E-10,19.773956,534.1394,,,,
-83.5,9.75,1/5/2020 22:00,1176977,291.11398,-1.7870882,-1.4707171,-0.000266839,1.13E-05,17.96399,326.93805,,,,
-83.5,9.75,1/5/2020 23:00,496817.88,290.00977,-1.1967831,-1.238421,-0.000116298,2.82E-05,16.859772,138.00496,,,,
-83.5,9.75,1/6/2020 0:00,28201.75,289.3809,-0.48925325,-0.40539354,-1.21E-05,3.15E-05,16.230896,7.8338194,,,,
-83.5,9.75,1/6/2020 1:00,-0.125,288.68488,-0.3341731,-0.03610605,-3.66E-06,1.81E-05,15.534882,-3.47E-05,,,,
-83.5,9.75,1/6/2020 2:00,-0.125,288.52835,-0.27705404,0.05813329,-4.61E-06,1.54E-05,15.378357,-3.47E-05,,,,
-83.5,9.75,1/6/2020 3:00,-0.125,288.96,-0.35291412,-0.15349686,-3.55E-06,0.000103953,15.809998,-3.47E-05,,,,
-83.5,9.75,1/6/2020 4:00,-0.125,289.2703,-0.55884147,-0.091215104,-7.34E-06,0.000138185,16.1203,-3.47E-05,,,,
-83.5,9.75,1/6/2020 5:00,-0.125,288.7056,-0.6481413,0.20584829,-4.23E-06,4.78E-06,15.555603,-3.47E-05,,,,
-83.5,9.75,1/6/2020 6:00,-0.125,288.61798,-0.79993623,-0.2236615,-3.50E-06,1.01E-06,15.467987,-3.47E-05,,,,
-83.5,9.75,1/6/2020 7:00,-0.125,288.47568,-0.8663138,-0.17948903,9.24E-07,5.16E-05,15.325684,-3.47E-05,,,,
-83.5,9.75,1/6/2020 8:00,-0.125,288.43622,-0.85384464,-0.23580538,5.95E-07,2.57E-05,15.286224,-3.47E-05,,,,
-83.5,9.75,1/6/2020 9:00,-0.125,288.1556,-0.81860256,-0.13510351,1.37E-06,6.80E-06,15.005615,-3.47E-05,,,,
-83.5,9.75,1/6/2020 10:00,-0.125,286.82025,-0.8417489,-0.3493613,2.55E-06,1.61E-05,13.670258,-3.47E-05,,,,
-83.5,9.75,1/6/2020 11:00,-0.125,286.86716,-0.7117563,0.16288312,5.51E-07,2.94E-05,13.717163,-3.47E-05,,,,
-83.5,9.75,1/6/2020 12:00,697.75,287.2504,-0.6616558,0.24284805,1.01E-06,6.92E-05,14.100403,0.19381945,,,,
-83.5,9.75,1/6/2020 13:00,303998.5,288.81244,-0.27376875,0.21152966,-2.30E-05,2.67E-05,15.662445,84.44403,,,,
-83.5,9.75,1/6/2020 14:00,1053179.5,291.88638,-1.2501689,-0.49281532,-0.000168364,5.79E-06,18.73639,292.54987,,,,
-83.5,9.75,1/6/2020 15:00,1898305.1,292.29407,-1.8871399,-0.90819275,-0.000346181,9.31E-10,19.144073,527.307,,,,
-83.5,9.75,1/6/2020 16:00,2542179.8,292.63235,-2.1728845,-1.2433922,-0.000462667,9.31E-10,19.48236,706.1611,,,,
-83.5,9.75,1/6/2020 17:00,2931830.8,293.21854,-2.2692776,-1.4166733,-0.000536998,2.01E-06,20.068542,814.39746,,,,
-83.5,9.75,1/6/2020 18:00,3150991,293.073,-2.3123598,-1.5030297,-0.000576976,1.01E-06,19.923004,875.27527,,,,
-83.5,9.75,1/6/2020 19:00,2882172,292.29007,-2.369404,-1.5874687,-0.000540899,1.01E-06,19.140076,800.60333,,,,
-83.5,9.75,1/6/2020 20:00,2613295,292.35223,-2.2438169,-1.6422228,-0.000490469,3.27E-06,19.20224,725.9153,,,,
-83.5,9.75,1/6/2020 21:00,2144213.8,292.00397,-2.076342,-1.5930791,-0.000402061,7.55E-06,18.853973,595.6149,,,,
-83.5,9.75,1/6/2020 22:00,1361597.5,290.0155,-1.8408474,-1.4974194,-0.000246234,2.77E-06,16.865509,378.22153,,,,
-83.5,9.75,1/6/2020 23:00,502225.62,289.29602,-1.4631895,-1.167049,-8.44E-05,9.31E-10,16.146027,139.50711,,,,
-83.5,9.75,1/7/2020 0:00,32330.25,288.5778,-0.64724535,-0.52228725,-1.16E-06,9.31E-10,15.427795,8.980625,,,,
-83.5,9.75,1/7/2020 1:00,-0.125,287.71274,-0.8609379,-0.7256795,2.23E-06,9.31E-10,14.562744,-3.47E-05,,,,
-83.5,9.75,1/7/2020 2:00,-0.125,287.3917,-0.6800982,-0.23353285,9.13E-07,4.78E-06,14.241699,-3.47E-05,,,,
-83.5,9.75,1/7/2020 3:00,-0.125,287.7654,-0.65015733,0.6050339,-1.64E-07,1.51E-06,14.6154175,-3.47E-05,,,,
-83.5,9.75,1/7/2020 4:00,-0.125,287.72147,0.18915707,1.0295725,-7.13E-07,5.04E-07,14.571472,-3.47E-05,,,,
-83.5,9.75,1/7/2020 5:00,-0.125,287.52026,0.41614008,0.8412359,-1.47E-06,9.31E-10,14.37027,-3.47E-05,,,,
-83.5,9.75,1/7/2020 6:00,-0.125,287.48056,0.45197952,0.81254506,-2.80E-06,9.31E-10,14.330566,-3.47E-05,,,,
-83.5,9.75,1/7/2020 7:00,-0.125,287.63983,0.39142573,0.8402416,-2.32E-06,9.31E-10,14.489838,-3.47E-05,,,,
-83.5,9.75,1/7/2020 8:00,-0.125,287.2077,0.35790098,0.87589204,-2.71E-06,9.31E-10,14.057709,-3.47E-05,,,,
-83.5,9.75,1/7/2020 9:00,-0.125,287.07587,0.443617,0.8618308,-3.33E-06,9.31E-10,13.925873,-3.47E-05,,,,
-83.5,9.75,1/7/2020 10:00,-0.125,286.7396,0.4898349,0.84563893,-3.92E-06,9.31E-10,13.5896,-3.47E-05,,,,
-83.5,9.75,1/7/2020 11:00,-0.125,286.65546,0.38104725,0.938671,-3.17E-06,1.01E-06,13.505463,-3.47E-05,,,,
-83.5,9.75,1/7/2020 12:00,639.5,286.75906,0.38948452,0.939026,-3.15E-06,1.01E-06,13.60907,0.17763889,,,,
-83.5,9.75,1/7/2020 13:00,337608.25,287.37097,0.3638742,0.9866073,-2.35E-05,1.01E-06,14.220978,93.78007,,,,
-83.5,9.75,1/7/2020 14:00,1125167,290.46188,-0.73803854,-0.4890514,-0.000157221,1.01E-06,17.31189,312.5464,,,,
-83.5,9.75,1/7/2020 15:00,1945812.1,290.95047,-1.3804601,-1.1715232,-0.000321301,9.31E-10,17.800476,540.50336,,,,
-83.5,9.75,1/7/2020 16:00,2733080.2,291.32095,-1.6503757,-1.6056491,-0.00047181,9.31E-10,18.17096,759.18896,,,,
-83.5,9.75,1/7/2020 17:00,2890894.5,291.82574,-1.8299462,-1.9223131,-0.000521492,9.31E-10,18.67575,803.02625,,,,
-83.5,9.75,1/7/2020 18:00,2774016.5,291.6008,-1.8591404,-1.9734452,-0.000515821,9.31E-10,18.450806,770.5601,,,,
-83.5,9.75,1/7/2020 19:00,3036439.2,292.01273,-1.8745961,-1.997946,-0.00055747,9.31E-10,18.862732,843.4553,,,,
-83.5,9.75,1/7/2020 20:00,2599862.8,291.98752,-1.8088905,-1.9213899,-0.000486041,9.31E-10,18.837524,722.1841,,,,
-83.5,9.75,1/7/2020 21:00,2105429,291.61652,-1.7321345,-1.7755213,-0.000395061,2.77E-06,18.466522,584.8414,,,,
-83.5,9.75,1/7/2020 22:00,1328860,289.7424,-1.8955771,-1.6921476,-0.000260388,6.29E-06,16.592407,369.12778,,,,
-83.5,9.75,1/7/2020 23:00,539905.6,288.4844,-1.2780938,-1.2416167,-0.000103198,1.18E-05,15.334412,149.97379,,,,
-83.5,9.75,1/8/2020 0:00,32039.625,287.72522,-0.6271604,-0.41128796,-6.32E-06,1.13E-05,14.575226,8.899896,,,,
-83.5,9.75,1/8/2020 1:00,-0.125,287.48456,-0.74057716,-0.5163929,7.59E-07,1.06E-05,14.334564,-3.47E-05,,,,
-83.5,9.75,1/8/2020 2:00,-0.125,287.57394,-0.5723559,-0.29950747,-4.93E-07,8.56E-06,14.42395,-3.47E-05,,,,
-83.5,9.75,1/8/2020 3:00,-0.125,287.54822,-0.5397271,-0.31115425,-2.22E-06,2.39E-05,14.398224,-3.47E-05,,,,
-83.5,9.75,1/8/2020 4:00,-0.125,287.5727,-0.44042206,-0.07239565,-2.25E-06,7.55E-06,14.422699,-3.47E-05,,,,
-83.5,9.75,1/8/2020 5:00,-0.125,287.45636,-0.43892872,0.12836893,-2.61E-06,5.79E-06,14.306366,-3.47E-05,,,,
-83.5,9.75,1/8/2020 6:00,-0.125,287.8111,-0.39398015,-0.23239657,-3.32E-06,2.39E-05,14.661102,-3.47E-05,,,,
-83.5,9.75,1/8/2020 7:00,-0.125,287.72748,-0.45348853,-0.24858841,-4.21E-06,1.06E-05,14.577484,-3.47E-05,,,,
-83.5,9.75,1/8/2020 8:00,-0.125,287.6873,-0.53681517,-0.19837952,-2.57E-06,3.95E-05,14.5372925,-3.47E-05,,,,
-83.5,9.75,1/8/2020 9:00,-0.125,287.69278,-0.5077703,-0.3122195,-2.00E-06,4.68E-05,14.542786,-3.47E-05,,,,
-83.5,9.75,1/8/2020 10:00,-0.125,286.29745,-0.47880012,-0.113301344,-1.68E-06,3.10E-05,13.147461,-3.47E-05,,,,
-83.5,9.75,1/8/2020 11:00,-0.125,286.092,-0.5554815,-0.18616462,-7.13E-07,8.56E-06,12.942017,-3.47E-05,,,,
-83.5,9.75,1/8/2020 12:00,465.125,286.20285,-0.611182,-0.11642608,-1.45E-06,2.57E-05,13.052856,0.12920138,,,,
-83.5,9.75,1/8/2020 13:00,221486.25,286.9096,-0.34141567,-0.293258,-1.65E-05,1.61E-05,13.759613,61.52396,,,,
-83.5,9.75,1/8/2020 14:00,722316.5,289.5659,-1.119355,-0.9258049,-0.000105572,8.26E-05,16.415894,200.64348,,,,
-83.5,9.75,1/8/2020 15:00,1154415.5,289.73392,-1.5753369,-1.2294018,-0.000189925,0.000265545,16.583923,320.67096,,,,
-83.5,9.75,1/8/2020 16:00,1896444.4,290.38226,-1.6211069,-1.4314448,-0.000360851,0.000611383,17.23227,526.7901,,,,
-83.5,9.75,1/8/2020 17:00,1785090.6,290.90103,-1.5487561,-1.6148102,-0.000369621,0.000534111,17.751038,495.85852,,,,
-83.5,9.75,1/8/2020 18:00,2045710.8,291.87268,-1.8115785,-2.1181064,-0.000376709,0.00056658,18.722687,568.253,,,,
-83.5,9.75,1/8/2020 19:00,1562325,291.47498,-1.6718794,-1.9816122,-0.000322356,0.001873918,18.324982,433.97916,,,,
-83.5,9.75,1/8/2020 20:00,1739153.5,291.26627,-1.4678187,-1.7201282,-0.00035884,0.001142473,18.116272,483.0982,,,,
-83.5,9.75,1/8/2020 21:00,1166103.2,290.4734,-1.3575379,-1.609626,-0.00025385,0.001793373,17.323395,323.91757,,,,
-83.5,9.75,1/8/2020 22:00,802037.6,288.74603,-1.3092294,-1.4478496,-0.000169101,0.00101033,15.596039,222.78822,,,,
