longitude,latitude,time,fdir,ssrd,t2m,u10,v10,t_air,dirhi,ghi,dhi
-83.5,9.75,2017-01-04 22:00:00,999249.8,1333838.4,291.74466,-1.8267534,-1.5836927,18.594666,277.5694,370.51065,92.94125
-83.5,9.75,2017-01-04 23:00:00,377937.62,563705.1,290.43927,-1.218361,-0.8405168,17.289276,104.98267,156.58476,51.60209
-83.5,9.75,2017-01-05 00:00:00,9844.875,29841.375,288.5709,-0.841712,-0.62856483,15.420898,2.7346876,8.28927,5.5545826
-83.5,9.75,2017-01-05 01:00:00,0.0,-0.125,288.7338,-0.28343862,0.062004536,15.583801,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-05 02:00:00,0.0,-0.125,287.6235,0.2757432,0.756425,14.473511,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-05 03:00:00,0.0,-0.125,286.2915,0.40785426,0.7238729,13.14151,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-05 04:00:00,0.0,-0.125,286.3534,0.34153384,0.6343546,13.2034,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-05 05:00:00,0.0,-0.125,285.75793,0.35379857,0.609432,12.607941,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-05 06:00:00,0.0,-0.125,284.9506,0.37348276,0.579641,11.800598,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-05 07:00:00,0.0,-0.125,285.0021,0.3816592,0.6127744,11.852112,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-05 08:00:00,0.0,-0.125,286.05908,0.38794297,0.6839094,12.909088,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-05 09:00:00,0.0,-0.125,286.88367,0.380145,0.7076695,13.733673,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-05 10:00:00,0.0,-0.125,285.84317,0.38673168,0.73440874,12.693176,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-05 11:00:00,0.0,-0.125,286.40692,0.3077678,0.8200033,13.2569275,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-05 12:00:00,51.875,762.0,286.72333,0.31662577,0.88118374,13.573334,0.014409722,0.21166667,0.19725695
-83.5,9.75,2017-01-05 13:00:00,173061.62,274963.75,287.13867,0.25409067,0.96060216,13.988678,48.072674,76.37882,28.306149
-83.5,9.75,2017-01-05 14:00:00,667064.7,967004.94,291.0033,-0.8428476,-0.28240824,17.853302,185.29575,268.6125,83.31674
-83.5,9.75,2017-01-05 15:00:00,1381902.6,1796117.6,292.2762,-1.8074477,-0.959172,19.12622,383.86185,498.92157,115.05972
-83.5,9.75,2017-01-05 16:00:00,1381954.5,2011515.8,291.95145,-2.2933438,-1.377045,18.801453,383.87625,558.7544,174.87814
-83.5,9.75,2017-01-05 17:00:00,1576053.0,2367854.8,292.47995,-2.4795105,-1.5478709,19.329956,437.7925,657.7374,219.94492
-83.5,9.75,2017-01-05 18:00:00,1878133.8,2592633.5,292.2587,-2.5182734,-1.6000414,19.108704,521.7038,720.17596,198.47217
-83.5,9.75,2017-01-05 19:00:00,2309803.5,2813718.5,292.55505,-2.5851996,-1.6333201,19.40506,641.61206,781.5885,139.97644
-83.5,9.75,2017-01-05 20:00:00,1760876.6,2305651.0,291.17075,-2.3040943,-1.5816582,18.020752,489.1324,640.4586,151.32623
-83.5,9.75,2017-01-05 21:00:00,1529264.1,1938758.9,292.18106,-2.151315,-1.4125036,19.031067,424.7956,538.5441,113.748535
-83.5,9.75,2017-01-05 22:00:00,919817.6,1173960.6,291.7043,-2.0943065,-1.1658924,18.554321,255.5049,326.10016,70.59526
-83.5,9.75,2017-01-05 23:00:00,363895.88,545940.9,290.90485,-1.2997475,-0.8754667,17.754852,101.082184,151.65024,50.568054
-83.5,9.75,2017-01-06 00:00:00,12176.5,31424.375,290.20587,-1.1295551,-0.5410811,17.055878,3.3823612,8.728993,5.346632
-83.5,9.75,2017-01-06 01:00:00,0.0,-0.125,288.9974,-0.8559451,-0.47648555,15.847412,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-06 02:00:00,0.0,-0.125,288.97177,-0.6828002,-0.12974763,15.821777,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-06 03:00:00,0.0,-0.125,288.218,-0.30811954,0.8006754,15.067993,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-06 04:00:00,0.0,-0.125,288.29715,0.39271265,0.9123553,15.147156,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-06 05:00:00,0.0,-0.125,286.4843,0.55306286,0.932773,13.33432,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-06 06:00:00,0.0,-0.125,285.15204,0.47038943,0.7471243,12.002045,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-06 07:00:00,0.0,-0.125,284.54007,0.37704104,0.5492687,11.390076,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-06 08:00:00,0.0,-0.125,284.9313,0.3131432,0.45212105,11.781311,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-06 09:00:00,0.0,-0.125,284.22824,0.3119318,0.50341964,11.078247,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-06 10:00:00,0.0,-0.125,283.80707,0.28906792,0.37015954,10.657074,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-06 11:00:00,0.0,-0.125,283.83398,0.33449286,0.5659807,10.6839905,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-06 12:00:00,51.875,703.375,284.25363,0.33812696,0.7459618,11.103638,0.014409722,0.19538194,0.18097222
-83.5,9.75,2017-01-06 13:00:00,167413.88,291965.75,286.5744,0.3984664,0.7159529,13.424408,46.503853,81.1016,34.597748
-83.5,9.75,2017-01-06 14:00:00,708102.06,986234.8,290.07825,-0.7404142,-0.14631432,16.928253,196.69502,273.9541,77.25908
-83.5,9.75,2017-01-06 15:00:00,1447655.8,1795824.5,291.87228,-1.4318585,-0.7695271,18.72229,402.1266,498.84015,96.71356
-83.5,9.75,2017-01-06 16:00:00,1884662.4,2375300.5,292.07907,-1.8894398,-1.0800798,18.929077,523.51733,659.80566,136.28833
-83.5,9.75,2017-01-06 17:00:00,2363017.2,2869238.8,293.02722,-2.2882714,-1.1884899,19.877228,656.3937,797.01074,140.61707
-83.5,9.75,2017-01-06 18:00:00,1562218.4,2386967.5,292.9927,-2.389569,-1.3906326,19.842712,433.94955,663.0465,229.09695
-83.5,9.75,2017-01-06 19:00:00,1727611.5,2662517.5,292.95566,-2.4514985,-1.5865991,19.805664,479.8921,739.5882,259.6961
-83.5,9.75,2017-01-06 20:00:00,1263350.2,2009522.4,293.13275,-2.3742003,-1.502603,19.982758,350.93063,558.2007,207.27005
-83.5,9.75,2017-01-06 21:00:00,677375.8,1338001.0,292.74557,-2.1197445,-1.3258917,19.595581,188.15994,371.66693,183.50699
-83.5,9.75,2017-01-06 22:00:00,381616.5,915353.94,290.60165,-1.990586,-1.0321963,17.45166,106.004585,254.26498,148.2604
-83.5,9.75,2017-01-06 23:00:00,92541.375,387118.5,289.7545,-1.2351682,-0.93642914,16.604492,25.705938,107.53291,81.82697
-83.5,9.75,2017-01-07 00:00:00,2642.625,25151.125,289.704,-1.1979954,-0.71445006,16.554016,0.7340625,6.9864235,6.252361
-83.5,9.75,2017-01-07 01:00:00,0.0,-0.125,289.64514,-0.6497156,-0.34671313,16.495148,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-07 02:00:00,0.0,-0.125,288.46155,-0.6923394,-0.18962023,15.311554,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-07 03:00:00,0.0,-0.125,287.48676,-0.4964819,0.3796781,14.336761,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-07 04:00:00,0.0,-0.125,287.7854,-0.090836585,0.714427,14.6354065,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-07 05:00:00,0.0,-0.125,287.38934,0.22055185,0.8808204,14.239349,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-07 06:00:00,0.0,-0.125,286.7525,0.44760114,0.83082974,13.602509,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-07 07:00:00,0.0,-0.125,285.6922,0.41269964,0.6939366,12.542206,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-07 08:00:00,0.0,-0.125,284.95972,0.3678046,0.6240368,11.809723,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-07 09:00:00,0.0,-0.125,285.43417,0.3475905,0.57339215,12.28418,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-07 10:00:00,0.0,-0.125,286.37927,0.33782405,0.50603545,13.229279,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-07 11:00:00,0.0,-0.125,286.43762,0.41141254,0.6405308,13.287628,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-07 12:00:00,0.0,586.125,286.01062,0.43026394,0.6132103,12.860626,0.0,0.1628125,0.1628125
-83.5,9.75,2017-01-07 13:00:00,95546.625,260482.62,288.10406,0.47674888,0.6324655,14.954071,26.54073,72.356285,45.815556
-83.5,9.75,2017-01-07 14:00:00,536698.5,958972.94,290.35098,-0.2149983,-0.25777617,17.200989,149.08292,266.38138,117.29846
-83.5,9.75,2017-01-07 15:00:00,1167233.6,1748160.2,292.51648,-0.9715518,-1.1053659,19.366486,324.23157,485.60007,161.3685
-83.5,9.75,2017-01-07 16:00:00,1809997.1,2452630.5,292.9549,-1.3607683,-1.5140835,19.804901,502.77698,681.28625,178.50928
-83.5,9.75,2017-01-07 17:00:00,1750410.0,2614149.8,292.65628,-1.5510235,-1.7516121,19.506287,486.225,726.1527,239.9277
-83.5,9.75,2017-01-07 18:00:00,1751446.4,2635021.2,292.56342,-1.4186852,-1.787216,19.413422,486.51288,731.9503,245.43744
-83.5,9.75,2017-01-07 19:00:00,1722067.2,2619660.8,292.66974,-1.4064963,-1.9430009,19.519745,478.35202,727.68353,249.33151
-83.5,9.75,2017-01-07 20:00:00,1311641.8,2007470.5,293.40195,-1.3270781,-1.9494678,20.251953,364.34494,557.6307,193.28574
-83.5,9.75,2017-01-07 21:00:00,987850.56,1525902.6,293.1632,-1.254701,-2.0838177,20.013214,274.40292,423.86185,149.45892
-83.5,9.75,2017-01-07 22:00:00,912408.1,1232236.5,290.8219,-1.8053279,-1.6864352,17.671906,253.4467,342.2879,88.8412
-83.5,9.75,2017-01-07 23:00:00,311407.38,504373.88,290.34262,-1.2193452,-1.1956106,17.192627,86.50205,140.10385,53.6018
-83.5,9.75,2017-01-08 00:00:00,12487.375,33241.75,289.0144,-0.5178317,-0.63815606,15.86441,3.4687152,9.233819,5.765104
-83.5,9.75,2017-01-08 01:00:00,0.0,-0.125,288.26035,-0.282303,-0.73871887,15.110352,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-08 02:00:00,0.0,-0.125,288.44885,-0.18569916,-0.6611896,15.298859,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-08 03:00:00,0.0,-0.125,288.3144,0.13522851,-0.60814714,15.164398,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-08 04:00:00,0.0,-0.125,288.22482,0.8390891,0.48227534,15.074829,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-08 05:00:00,0.0,-0.125,288.0698,0.3114776,0.53408253,14.9198,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-08 06:00:00,0.0,-0.125,287.8161,0.8720979,0.01361236,14.666107,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-08 07:00:00,0.0,-0.125,287.86047,0.28376836,-0.437176,14.71048,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-08 08:00:00,0.0,-0.125,287.81406,-0.18834895,-0.3741063,14.6640625,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-08 09:00:00,0.0,-0.125,287.52252,-0.38095096,0.24576402,14.372528,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-08 10:00:00,0.0,-0.125,287.02094,-0.16866475,-0.2832075,13.870941,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-08 11:00:00,0.0,-0.125,286.71674,-0.35081905,-0.32731268,13.566742,0.0,-3.4722223e-05,-3.4722223e-05
-83.5,9.75,2017-01-08 12:00:00,0.0,234.375,286.40744,-0.37459147,-0.2651876,13.257446,0.0,0.065104164,0.065104164
-83.5,9.75,2017-01-08 13:00:00,102386.25,166971.5,287.4076,-0.04881847,-0.24731301,14.257599,28.440624,46.380974,17.94035
-83.5,9.75,2017-01-08 14:00:00,293272.12,510588.38,288.56076,-0.6100444,-1.073831,15.410767,81.46448,141.83011,60.36563
-83.5,9.75,2017-01-08 15:00:00,333687.75,719596.1,289.03165,-0.66001195,-1.2187896,15.881653,92.69104,199.88782,107.19678
-83.5,9.75,2017-01-08 16:00:00,677894.0,1220217.9,289.29932,-0.73087496,-1.5297782,16.149323,188.3039,338.9494,150.64551
-83.5,9.75,2017-01-08 17:00:00,1239308.1,1902351.0,291.12408,-0.3574814,-1.6247461,17.97409,344.25226,528.43085,184.17859
